Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features Gen3][Reflash: LucasW_21STI_STG1e_COBBSF_93oct.ptm - Realtime: LucasW_21STI_STG1e_COBBSF_93oct.ptm]"
82.093,0.00,0.00,-7.03,0.00,20.44,7,2,1.6,14.36,14.16,-10.51,14.54,0.22,12.17,192,1.000,0.00,0.00,4,34.00,5.59,102,1.68,3.75,3278,2.30,10.93,0.00,8.90,0.000,8.6,55,0.00,0
82.178,0.00,0.00,-7.03,0.00,20.44,7,2,1.6,14.36,14.00,-10.55,14.54,0.22,12.17,192,1.000,0.00,0.00,4,35.00,5.65,102,1.70,3.75,3311,2.30,10.97,0.00,8.90,0.000,8.6,55,0.00,0
82.264,0.00,0.00,-7.03,0.00,19.98,7,2,1.6,14.36,13.92,-10.56,14.54,0.22,12.17,192,1.000,0.00,0.00,4,34.50,5.62,102,1.70,3.71,3292,2.30,11.00,0.00,8.90,0.000,9.0,55,0.00,0
82.350,0.00,0.00,-7.03,0.00,17.23,7,2,2.0,14.36,14.16,-10.49,14.54,0.22,12.16,192,1.000,0.00,0.00,4,34.00,5.60,102,1.70,3.75,3281,3.05,10.95,0.00,8.90,0.000,9.0,55,0.00,0
82.443,0.00,0.00,-7.03,0.00,15.04,7,2,2.7,14.36,13.92,-10.33,14.54,0.24,12.14,192,1.000,0.00,0.00,4,35.00,5.66,102,1.76,3.93,3315,4.56,10.78,0.00,8.90,0.000,9.8,55,0.00,0
82.525,-1.56,0.23,-8.59,0.00,13.90,8,2,2.4,14.36,13.92,-10.16,14.54,0.26,14.54,192,1.000,0.00,0.00,4,36.00,5.72,102,1.80,4.08,3350,4.09,10.62,0.00,8.90,0.000,10.2,55,0.00,0
82.611,-1.56,0.23,-7.03,0.00,13.09,13,4,2.4,14.36,14.24,-10.34,13.77,0.26,14.00,192,1.000,0.00,0.00,4,35.50,5.65,102,1.76,3.94,3313,4.09,10.75,0.00,8.90,0.000,9.8,55,0.00,0
82.701,2.34,0.23,-7.03,0.00,13.78,14,5,2.7,14.36,14.00,-10.43,13.77,0.26,14.02,192,1.000,0.00,0.00,4,34.50,5.59,102,1.76,3.87,3276,4.56,10.83,0.00,8.90,0.000,9.4,55,0.00,0
82.801,1.56,0.23,-7.03,0.00,13.90,13,5,2.7,14.36,14.00,-10.43,13.77,0.25,14.02,192,1.000,0.00,0.00,4,34.50,5.60,102,1.76,3.85,3284,4.56,10.85,0.00,8.90,0.000,9.8,55,0.00,0
82.871,0.00,0.23,-7.03,0.00,13.55,12,6,2.7,14.36,14.08,-10.38,13.77,0.26,14.00,192,1.000,0.00,0.00,4,35.50,5.65,102,1.78,3.87,3312,4.56,10.84,0.00,8.90,0.000,9.8,55,0.00,0
82.953,-1.56,0.23,-8.59,0.00,13.32,12,6,2.7,14.36,14.08,-10.35,13.77,0.26,14.00,192,1.000,0.00,0.00,4,36.00,5.68,102,1.80,3.89,3326,4.56,10.81,0.00,8.90,0.000,9.8,55,0.00,0
83.027,-0.78,0.23,-8.59,0.00,13.55,12,6,2.4,14.36,14.16,-10.35,13.77,0.27,14.00,192,1.000,0.00,0.00,4,37.00,5.73,102,1.80,3.96,3356,4.18,10.74,0.00,8.90,0.000,10.2,55,0.00,0
83.120,0.00,0.23,-8.59,0.00,13.78,13,6,2.7,14.36,14.00,-10.38,13.77,0.27,14.00,192,1.000,0.00,0.00,4,36.50,5.70,102,1.78,3.91,3337,4.56,10.79,0.00,8.90,0.000,9.8,56,0.00,0
83.203,0.00,0.23,-7.03,0.00,13.78,13,7,2.7,14.36,14.16,-10.41,13.77,0.26,14.00,192,1.000,0.00,0.00,4,35.50,5.64,102,1.78,3.89,3304,4.56,10.81,0.00,8.90,0.000,9.8,56,0.00,0
83.282,-1.56,0.23,-7.03,0.00,13.55,13,7,2.7,14.36,14.00,-10.37,13.77,0.26,14.00,192,1.000,0.00,0.00,4,35.50,5.64,102,1.78,3.91,3305,4.56,10.80,0.00,8.90,0.000,10.2,56,0.00,0
83.359,-2.34,0.23,-8.59,0.00,13.44,13,6,2.4,14.36,14.16,-10.32,13.77,0.27,14.07,192,1.000,0.00,0.00,4,36.00,5.66,102,1.78,3.94,3317,4.08,10.75,0.00,8.90,0.000,9.8,56,0.00,0
83.432,-2.34,0.23,-7.03,0.00,13.67,13,7,2.4,14.36,14.08,-10.49,13.77,0.26,14.31,192,1.000,0.00,0.00,4,35.50,5.68,102,1.74,3.79,3330,3.61,10.91,0.00,8.90,0.000,9.4,56,0.00,0
83.518,-1.56,0.23,-7.03,0.00,13.78,12,7,2.4,14.36,14.08,-10.54,13.77,0.25,14.29,192,1.000,0.00,0.00,4,35.00,4.98,102,1.74,3.73,3332,3.61,10.96,0.00,8.90,0.000,9.4,56,0.00,0
83.591,-2.34,0.23,-7.03,0.00,13.67,12,6,2.4,14.36,14.08,-10.54,13.77,0.24,14.22,192,1.000,0.00,0.00,4,35.00,4.96,102,1.74,3.73,3323,3.61,10.96,0.00,8.90,0.000,9.4,56,0.00,0
83.672,-3.12,-0.23,-7.03,0.00,13.55,11,5,2.4,14.36,14.08,-10.48,13.77,0.24,14.13,192,1.000,0.00,0.00,4,35.00,4.96,102,1.76,3.77,3322,3.71,10.92,0.00,8.90,0.000,9.8,56,0.00,0
83.757,-3.12,-1.41,-7.03,0.00,13.78,10,5,2.4,14.36,14.16,-10.44,14.05,0.25,14.09,192,1.000,0.00,0.00,4,35.50,5.00,102,1.76,3.83,3348,4.08,10.87,0.00,8.90,0.000,9.8,56,0.00,0
83.830,-3.12,-1.41,-7.03,0.00,14.01,11,5,2.4,14.36,14.08,-10.42,14.09,0.25,14.15,192,1.000,0.00,0.00,4,36.00,5.73,102,1.76,3.83,3358,4.08,10.86,0.00,8.90,0.000,9.8,56,0.00,0
83.917,-3.12,-1.48,-7.03,0.00,14.01,11,5,2.4,14.36,14.08,-10.41,14.13,0.26,14.19,192,1.000,0.00,0.00,4,36.00,5.71,102,1.76,3.87,3343,3.70,10.83,0.00,8.90,0.000,9.8,56,0.00,0
84.008,-3.12,-1.41,-7.03,0.00,14.01,11,5,2.4,14.36,14.16,-10.43,14.16,0.25,14.26,192,1.000,0.00,0.00,4,36.00,5.73,102,1.76,3.87,3355,3.61,10.83,0.00,8.90,0.000,9.8,56,0.00,0
84.084,-3.91,-1.41,-7.03,0.00,14.01,11,5,2.4,14.36,14.00,-10.46,14.23,0.25,14.27,192,1.000,0.00,0.00,4,35.00,4.97,102,1.74,3.83,3327,3.61,10.87,0.00,8.90,0.000,9.4,56,0.00,0
84.170,-4.69,-1.41,-7.03,0.00,14.01,11,5,2.4,14.36,14.24,-10.51,14.26,0.25,14.32,190,1.000,0.00,0.00,4,35.00,4.98,102,1.74,3.79,3332,4.08,10.91,0.00,8.90,0.000,9.4,56,0.00,0
84.268,-5.47,-1.41,-7.03,0.00,14.01,11,5,2.7,14.36,14.00,-10.41,14.30,0.25,14.29,190,1.000,0.00,0.00,4,35.00,4.98,102,1.76,3.81,3336,4.55,10.89,0.00,8.90,0.000,9.8,56,0.00,0
84.341,-5.47,-1.48,-7.03,0.00,14.13,11,5,2.7,14.36,14.00,-10.34,14.38,0.26,14.36,190,1.000,0.00,0.00,4,36.50,5.02,102,1.78,3.91,3362,4.55,10.79,0.00,8.90,0.000,10.2,56,0.00,0
84.438,-4.69,-1.02,-8.59,0.00,14.36,12,5,2.7,14.36,14.16,-10.32,14.39,0.27,14.45,190,1.000,0.00,0.00,4,37.00,5.03,102,1.80,3.98,3371,4.55,10.72,0.00,8.89,0.000,9.8,56,0.00,0
84.523,-3.12,-0.62,-8.59,0.00,14.70,13,6,3.1,14.36,14.16,-10.32,14.37,0.27,14.70,190,1.000,0.00,0.00,4,37.00,5.73,102,1.80,3.96,3357,5.50,10.74,0.00,8.89,0.000,10.2,56,0.00,0
84.617,-2.34,-0.31,-8.59,0.00,14.81,14,6,3.5,14.36,14.16,-10.25,14.38,0.28,14.71,190,1.000,0.00,0.00,4,37.50,5.74,102,1.80,4.00,3363,5.97,10.70,0.00,8.89,0.000,10.2,56,0.00,0
84.703,-0.78,-0.08,-8.59,0.00,14.81,14,7,3.1,14.36,13.92,-10.15,14.39,0.29,14.77,190,1.000,0.00,0.00,4,38.50,5.75,102,1.84,4.04,3369,5.59,10.64,0.00,8.89,0.000,10.6,56,0.00,0
84.800,0.00,0.08,-8.59,0.00,14.93,16,7,3.5,14.36,14.08,-10.13,14.42,0.30,15.00,190,1.000,0.00,0.00,4,39.00,5.75,102,1.84,4.18,3366,5.97,10.52,0.00,8.89,0.000,10.6,56,0.00,0
84.873,0.00,0.16,-8.59,0.00,14.81,17,9,3.5,14.36,14.08,-10.15,14.45,0.29,15.16,190,1.000,0.00,0.00,4,39.00,5.75,102,1.84,4.16,3372,5.97,10.55,0.00,8.89,0.000,10.6,57,0.00,0
84.954,0.00,0.23,-8.59,0.00,14.59,17,9,3.5,14.36,14.16,-10.15,14.48,0.30,15.24,190,1.000,0.00,0.00,4,39.50,5.75,102,1.86,4.14,3367,5.97,10.57,0.00,8.89,0.000,10.6,56,0.00,0
85.028,-0.78,0.23,-8.59,0.00,14.47,17,9,3.5,14.36,14.16,-10.15,14.50,0.30,15.28,190,1.000,0.00,0.00,4,39.00,5.71,102,1.86,4.14,3343,5.97,10.56,0.00,8.89,0.000,10.6,56,0.00,0
85.129,-0.78,0.23,-8.59,0.00,14.36,17,10,3.5,14.36,13.92,-10.14,14.51,0.30,15.32,190,1.000,0.00,0.00,4,39.50,5.76,102,1.84,4.16,3375,5.97,10.55,0.00,8.89,0.000,10.6,57,0.00,0
85.223,-0.78,0.23,-8.59,0.00,14.36,17,10,3.5,14.36,14.08,-10.18,14.50,0.30,15.30,190,1.000,0.00,0.00,4,39.50,5.76,102,1.84,4.10,3378,5.97,10.53,0.00,8.89,0.000,10.6,57,0.00,0
85.308,-0.78,0.23,-8.59,0.00,14.36,17,10,3.5,14.36,14.24,-10.19,14.51,0.30,15.27,190,1.000,0.00,0.00,4,39.00,5.72,102,1.84,4.06,3354,5.96,10.63,0.00,8.89,0.000,10.6,57,0.00,0
85.383,-1.56,0.23,-8.59,0.00,14.36,17,10,2.4,14.36,13.84,-10.18,14.51,0.30,15.23,190,1.000,0.00,0.00,4,39.50,5.76,102,1.84,4.06,3378,4.17,10.63,0.00,8.89,0.000,10.6,57,0.00,0
85.456,-1.56,0.16,-8.59,0.00,14.36,17,10,0.0,14.36,14.16,-10.42,14.51,0.28,15.22,190,1.000,0.00,0.00,4,38.50,5.77,102,1.76,4.02,3380,0.76,10.68,0.00,8.89,0.000,9.0,57,0.00,0
85.544,-2.34,0.16,-7.03,0.00,14.13,16,7,0.0,14.36,14.24,-10.85,14.52,0.24,15.37,190,1.000,0.00,0.00,4,34.50,5.03,102,1.66,3.73,3368,0.00,10.97,0.00,0.00,0.000,8.2,57,0.00,0
85.629,0.00,0.16,-7.03,0.00,13.55,14,4,0.0,14.36,14.00,-10.93,14.52,0.21,14.99,190,1.000,0.00,0.00,4,33.00,0.00,102,1.64,3.35,3331,0.00,11.36,0.00,0.00,0.000,8.2,57,0.00,0
85.720,0.00,0.16,-7.03,0.00,13.21,13,2,0.0,14.36,14.08,-10.87,14.47,0.20,14.77,190,1.000,0.00,0.00,4,32.00,0.00,102,1.64,3.36,3337,0.00,11.34,0.00,0.00,0.000,8.2,57,0.00,0
85.809,0.00,0.16,-7.03,0.00,14.01,11,2,0.0,14.36,14.16,-10.79,14.41,0.19,14.54,190,1.000,0.00,0.00,4,31.50,0.00,102,1.64,3.50,3350,0.00,11.20,0.00,0.00,0.000,7.8,57,0.00,0
85.898,0.00,0.16,-7.03,0.00,15.50,9,2,0.0,14.36,14.08,-10.73,14.40,0.19,14.46,190,1.000,0.00,0.00,4,30.50,0.00,102,1.64,3.54,3344,0.00,11.17,0.00,0.00,0.000,7.8,57,0.00,0
85.973,0.00,0.16,-7.03,0.00,17.46,7,2,0.4,14.36,14.08,-10.67,14.41,0.19,14.46,190,1.000,0.00,0.00,4,29.50,0.00,102,1.62,3.58,3356,0.24,11.13,0.00,0.00,0.000,7.8,56,0.00,0
86.065,0.00,0.16,-7.03,0.00,19.98,6,2,1.2,14.36,14.00,-10.59,14.40,0.19,14.44,190,1.000,0.00,0.00,4,31.50,4.28,102,1.64,3.64,3342,1.56,11.07,0.00,8.89,0.000,8.2,56,0.00,0
86.148,0.00,0.16,-7.03,0.00,20.44,6,2,1.2,14.36,14.24,-10.62,14.39,0.20,14.41,190,1.000,0.00,0.00,4,35.50,5.00,102,1.68,3.67,3349,1.55,11.03,0.00,8.89,0.000,8.6,56,0.00,0
86.247,0.00,0.16,-7.03,0.00,18.95,6,2,1.2,14.36,14.16,-10.59,14.48,0.21,14.50,190,1.000,0.00,0.00,4,35.50,5.00,102,1.68,3.67,3346,1.55,11.02,0.00,8.89,0.000,8.6,56,0.00,0
86.324,0.00,0.16,-7.03,0.00,16.65,6,2,2.0,14.36,14.16,-10.62,14.52,0.21,14.54,190,1.000,0.00,0.00,4,35.50,4.98,102,1.68,3.67,3338,3.05,11.02,0.00,8.89,0.000,9.0,56,0.00,0
86.418,0.00,0.16,-7.03,0.00,14.81,6,2,2.4,14.36,14.00,-10.40,14.52,0.22,14.54,190,1.000,0.00,0.00,4,35.00,4.97,102,1.74,3.81,3328,3.62,10.89,0.00,8.89,0.000,9.4,56,0.00,0
86.506,0.00,0.39,-7.03,0.00,14.70,8,2,2.4,14.36,14.08,-10.41,14.48,0.24,14.54,190,1.000,0.00,0.00,4,35.00,4.97,102,1.74,3.87,3328,3.62,10.80,0.00,8.89,0.000,9.4,56,0.00,0
86.600,0.78,0.31,-7.03,0.00,14.70,10,3,2.7,14.36,14.00,-10.44,14.49,0.24,14.54,190,1.000,0.00,0.00,4,35.00,4.98,102,1.74,3.87,3333,4.56,10.84,0.00,8.89,0.000,9.4,56,0.00,0
86.668,0.78,0.23,-8.59,0.00,14.59,11,3,3.9,14.36,14.16,-10.23,14.49,0.26,14.54,190,1.000,0.00,0.00,4,16.00,5.70,102,1.84,3.87,3341,6.92,10.83,0.00,8.89,0.000,11.4,56,0.00,0
86.778,0.78,0.23,-8.59,0.00,14.59,13,4,4.3,14.36,14.00,-9.88,14.50,0.30,14.54,190,1.000,0.00,0.00,4,33.50,5.70,102,1.88,4.37,3339,7.86,10.33,0.00,8.89,0.000,11.4,56,0.00,0
86.857,3.12,0.31,-8.59,0.00,15.04,20,7,4.7,14.36,13.92,-9.86,14.50,0.32,14.53,190,1.000,0.00,0.00,4,35.00,6.47,102,1.90,4.43,3372,8.33,10.27,0.00,8.89,0.000,11.8,56,0.00,0
86.943,4.69,0.39,-8.59,0.00,15.16,19,9,4.7,14.36,14.08,-9.73,14.50,0.34,14.53,190,1.000,0.00,0.00,4,41.50,6.39,102,1.90,4.52,3329,8.33,10.18,0.00,8.89,0.000,11.8,56,0.00,0
87.041,3.12,0.78,-8.59,0.00,14.36,18,10,5.1,14.36,14.00,-9.71,14.43,0.34,14.53,190,1.000,0.00,0.00,4,42.50,6.43,102,1.90,4.58,3350,8.80,10.12,0.00,8.89,0.000,11.8,56,0.00,0
87.124,0.00,0.62,-8.59,0.00,13.78,17,10,5.9,14.36,14.16,-9.65,14.43,0.34,14.53,190,1.000,0.00,0.00,4,42.00,6.40,102,1.94,4.58,3334,10.22,10.12,0.00,8.89,0.000,12.2,56,0.00,0
87.226,-3.12,0.31,-8.59,0.00,13.55,17,10,5.9,14.36,14.00,-9.50,14.49,0.36,14.53,190,1.000,0.00,0.00,4,43.50,6.41,102,1.94,4.80,3341,10.21,9.92,0.00,8.89,0.000,12.2,56,0.00,0
87.306,-3.91,0.16,-8.59,0.00,13.78,17,10,5.5,14.36,14.16,-9.46,14.51,0.36,15.00,190,1.000,0.00,0.00,4,43.50,6.40,102,1.94,4.81,3332,9.74,9.85,0.00,8.89,0.000,12.2,56,0.00,0
87.396,-5.47,0.16,-8.59,0.00,13.90,18,11,5.9,14.36,14.00,-9.48,14.51,0.36,15.68,190,1.000,0.00,0.00,4,43.50,5.69,102,1.94,4.80,3334,10.21,9.90,0.00,8.89,0.000,11.8,56,0.00,0
87.474,-5.47,0.08,-8.59,0.00,14.24,17,11,5.9,14.36,14.16,-9.47,14.52,0.36,16.36,190,1.000,0.00,0.00,4,43.50,5.69,102,1.94,4.76,3335,10.69,9.94,0.00,8.89,0.000,12.2,56,0.00,0
87.552,-4.69,0.16,-8.59,0.00,14.59,17,10,6.3,14.36,13.92,-9.35,14.51,0.37,16.36,190,1.000,0.00,0.00,4,44.50,6.39,102,1.98,4.87,3330,16.79,9.83,0.00,8.89,0.000,12.9,56,0.00,0
87.650,-3.12,0.08,-8.59,0.00,15.04,17,10,7.8,14.36,14.16,-8.83,14.51,0.42,16.31,190,1.000,0.00,0.00,4,47.00,6.39,102,2.08,5.18,3330,33.71,9.53,0.00,8.89,0.060,14.5,55,0.00,0
87.740,0.78,0.16,-8.59,0.00,15.85,17,10,8.2,14.36,14.16,-8.09,14.50,0.49,16.48,190,1.000,0.00,0.00,4,48.00,7.81,102,2.16,6.15,3328,40.49,8.56,0.00,8.89,0.280,15.7,55,0.00,0
87.828,4.69,0.23,-8.59,0.00,16.31,17,10,8.6,14.36,14.16,-7.61,14.51,0.54,16.86,190,1.000,0.00,0.00,4,48.50,8.50,102,2.16,6.52,3320,43.99,8.19,0.00,8.89,0.500,15.7,55,0.00,0
87.915,6.25,1.17,-8.59,0.00,15.39,18,10,9.0,14.36,13.92,-7.45,14.36,0.55,17.01,190,1.000,0.00,0.00,4,49.00,8.51,102,2.18,6.83,3325,50.77,7.88,0.00,8.88,0.720,16.1,55,0.00,0
87.998,3.91,2.03,-8.59,0.00,14.13,17,10,9.0,14.36,14.08,-7.09,14.24,0.57,17.12,190,1.000,0.00,0.00,4,48.50,8.50,102,2.22,7.02,3320,54.18,7.68,0.00,8.88,0.940,16.5,55,0.00,0
88.108,3.91,1.48,-8.59,0.00,14.13,17,10,9.0,14.36,14.00,-6.92,14.31,0.59,17.17,190,1.000,0.00,0.00,4,48.50,8.44,102,2.22,7.33,3296,54.09,7.43,0.00,8.88,1.000,16.5,55,0.00,0
88.180,3.12,0.70,-8.59,0.00,14.13,17,10,9.0,14.36,14.08,-6.88,14.39,0.60,17.26,190,1.000,0.00,0.00,4,48.50,8.44,102,2.24,7.41,3298,54.19,7.29,0.00,8.88,1.000,16.5,55,0.00,0
88.253,2.34,0.31,-8.59,0.00,14.01,17,10,9.0,14.36,14.00,-6.86,14.46,0.60,17.30,190,1.000,0.00,0.00,4,48.50,8.43,102,2.22,7.39,3294,54.21,7.32,0.00,8.88,1.000,16.5,55,0.00,0
88.339,1.56,0.08,-8.59,0.00,14.01,17,10,9.4,14.36,14.08,-6.90,14.51,0.60,17.38,190,1.000,0.00,0.00,4,48.50,8.49,102,2.22,7.43,3315,57.50,7.28,0.00,8.88,1.000,16.5,55,0.00,0
88.434,0.78,-0.16,-8.59,0.00,14.24,17,11,11.8,14.36,13.76,-6.61,14.55,0.62,17.42,190,1.000,0.00,0.00,4,48.00,8.43,102,2.30,7.60,3294,88.04,7.10,0.00,8.88,1.000,18.0,55,0.00,0
88.523,1.56,-0.23,-8.59,0.00,14.70,18,10,11.8,14.36,14.08,-5.83,14.56,0.68,17.05,190,1.000,0.00,0.00,4,47.00,9.13,102,2.34,8.24,3292,88.14,6.47,0.00,8.88,1.000,19.2,55,0.00,0
88.616,3.12,-0.16,-8.59,0.00,15.16,18,10,11.8,14.36,14.08,-5.67,14.55,0.70,16.98,190,1.000,0.00,0.00,4,47.00,9.89,102,2.34,8.53,3312,88.14,6.18,0.00,8.88,1.000,18.4,55,0.00,0
88.700,3.91,0.00,-8.59,0.00,14.93,17,10,11.8,14.36,14.08,-5.68,14.51,0.70,16.98,190,1.000,0.00,0.00,4,47.50,9.87,102,2.34,8.57,3306,88.16,6.13,0.00,8.88,1.000,18.4,55,0.00,0
88.772,3.12,0.16,-8.59,0.00,14.47,18,10,11.8,14.36,14.08,-5.64,14.49,0.70,16.98,190,1.000,0.00,0.00,4,46.50,9.81,102,2.34,8.60,3284,88.19,6.09,0.00,8.87,1.000,18.8,55,0.00,0
88.854,3.12,0.16,-8.59,0.00,14.36,18,11,11.8,14.36,13.92,-5.57,14.49,0.70,16.96,190,1.000,0.00,0.00,4,46.50,9.79,100,2.34,8.70,3278,88.20,5.99,0.00,8.87,1.000,18.8,55,0.00,0
88.938,3.12,0.08,-8.59,0.00,14.36,17,10,11.8,14.36,13.92,-5.48,14.50,0.71,16.95,190,1.000,0.00,0.00,4,47.00,9.86,100,2.34,8.80,3302,88.22,5.91,0.00,8.87,1.000,18.8,55,0.00,0
89.022,3.12,-0.08,-8.59,0.00,14.59,18,10,12.2,14.36,13.84,-5.38,14.53,0.72,16.87,189,1.000,0.00,0.00,4,46.50,9.86,100,2.36,8.82,3302,91.64,5.89,0.00,8.87,1.000,19.2,55,0.00,0
89.118,3.12,-0.08,-8.59,0.00,14.59,18,11,12.2,14.36,13.84,-5.13,14.53,0.74,16.83,189,1.000,0.00,0.00,4,46.00,10.56,100,2.42,8.97,3300,98.31,5.73,0.00,8.87,1.000,20.0,55,0.00,0
89.198,3.91,0.00,-8.59,0.00,14.70,17,10,12.5,14.36,13.84,-4.71,14.52,0.77,16.60,189,1.000,0.00,0.00,4,45.00,10.49,100,2.42,9.57,3278,105.32,5.47,0.00,8.87,1.000,20.4,55,0.00,0
89.283,5.47,0.16,-8.59,0.00,15.04,18,10,12.5,14.36,14.16,-4.53,14.51,0.80,16.52,189,1.000,0.00,0.00,4,44.50,11.18,100,2.44,9.67,3274,105.33,5.36,0.00,8.86,1.000,20.4,55,0.00,0
89.379,5.47,0.55,-8.59,0.00,14.70,18,10,12.5,14.36,13.92,-4.36,14.48,0.81,16.49,189,1.000,0.00,0.00,4,44.50,11.24,100,2.44,9.84,3293,105.36,5.20,0.00,8.86,1.000,20.4,55,0.00,0
89.460,5.47,0.70,-8.59,0.00,14.59,18,10,12.5,14.36,13.92,-4.24,14.41,0.82,16.39,189,1.000,0.00,0.00,4,44.50,11.23,100,2.46,10.00,3290,105.37,5.03,0.00,8.86,1.000,20.4,55,0.00,0
89.536,6.25,0.47,-8.59,0.00,14.47,18,11,12.5,14.36,14.00,-4.22,14.43,0.83,16.36,189,1.000,0.00,0.00,4,44.00,11.93,100,2.46,10.06,3289,105.38,4.99,0.00,8.86,1.000,20.4,55,0.00,0
89.627,5.47,0.16,-8.59,0.00,14.36,18,10,12.5,14.36,14.08,-4.12,14.46,0.83,16.34,189,1.000,0.00,0.00,4,44.00,11.92,100,2.46,10.09,3288,105.39,4.94,0.00,8.86,1.000,20.4,55,0.00,0
89.712,5.47,-0.08,-8.59,0.00,14.24,17,10,12.5,14.36,13.92,-4.05,14.52,0.84,16.28,189,1.000,0.00,0.00,4,43.50,11.85,100,2.46,10.23,3268,105.40,4.82,0.00,8.86,1.000,20.4,55,0.00,0
89.810,4.69,-0.23,-8.59,0.00,14.36,18,10,12.5,14.36,14.16,-4.05,14.54,0.85,16.28,189,1.000,0.00,0.00,4,43.00,11.84,100,2.46,10.25,3265,105.40,4.79,0.00,8.86,1.000,20.4,55,0.00,0
89.898,4.69,-0.23,-8.59,0.00,14.47,18,10,12.5,14.36,13.92,-3.95,14.54,0.85,16.26,189,1.000,0.00,0.00,4,43.00,11.84,100,2.48,10.31,3266,112.41,4.73,0.00,8.86,1.000,20.8,55,0.00,0
89.984,4.69,-0.16,-8.59,0.00,14.47,18,11,12.5,14.36,13.84,-3.69,14.54,0.87,16.18,189,1.000,0.00,0.00,4,42.50,11.82,100,2.48,10.52,3260,105.41,4.51,0.00,8.85,1.000,20.8,55,0.00,0
90.079,4.69,-0.08,-8.59,0.00,14.70,18,10,12.5,14.36,14.00,-3.77,14.55,0.87,16.19,189,1.000,0.00,0.00,4,42.50,11.84,100,2.48,10.54,3264,112.42,4.50,0.00,8.85,1.000,20.8,55,0.00,0
90.164,4.69,0.00,-8.59,0.00,14.59,18,11,12.5,14.36,13.84,-3.56,14.52,0.88,16.10,189,1.000,0.00,0.00,4,43.00,12.53,100,2.50,10.73,3264,105.42,4.75,0.00,8.85,1.000,21.2,55,0.00,0
90.258,4.69,0.00,-8.59,0.00,14.59,17,11,12.5,14.36,13.68,-3.50,14.51,0.89,16.06,189,1.000,0.00,0.00,4,42.50,12.60,100,2.50,10.85,3281,112.42,4.20,0.00,8.85,1.000,20.8,55,0.00,0
90.355,4.69,0.08,-8.59,0.00,14.47,18,10,12.5,14.36,14.16,-3.49,14.50,0.90,16.06,189,1.000,0.00,0.00,4,42.50,12.60,100,2.50,10.81,3282,112.43,4.69,0.00,8.85,1.000,20.8,55,0.00,0
90.436,4.69,0.00,-8.59,0.00,14.47,17,10,12.9,14.36,13.92,-3.16,14.51,0.91,16.01,189,1.000,0.00,0.00,4,42.00,12.61,100,2.54,10.98,3285,119.43,4.94,0.00,8.85,1.000,22.0,55,0.00,0
90.528,5.47,0.00,-7.81,0.00,14.70,17,10,12.9,14.36,14.00,-2.86,14.51,0.95,15.89,189,1.000,0.00,0.00,4,41.50,13.29,100,2.56,11.31,3280,119.43,4.61,0.00,8.85,1.000,22.0,55,0.00,0
90.616,6.25,0.08,-7.81,0.00,14.70,18,10,13.3,14.36,13.76,-2.78,14.49,0.95,15.84,189,1.000,0.00,0.00,4,41.50,13.29,100,2.56,11.52,3279,126.43,4.40,0.00,8.84,1.000,22.0,55,0.00,0
90.708,5.47,0.16,-7.81,0.00,14.36,17,10,12.9,14.36,14.08,-2.71,14.48,0.96,15.81,189,1.000,0.00,0.00,4,41.00,13.21,100,2.56,11.51,3260,119.43,4.86,0.00,8.84,1.000,22.0,55,0.00,0
90.798,4.69,-0.08,-7.03,0.00,14.13,18,10,13.3,14.36,13.92,-2.64,14.52,0.97,15.75,189,1.000,0.00,0.00,4,40.50,13.30,100,2.56,11.66,3282,126.43,4.71,0.00,8.84,1.000,22.0,55,0.00,0
90.880,4.69,-0.31,-7.03,0.00,14.36,17,10,12.9,14.36,14.08,-2.58,14.55,0.97,15.74,189,1.000,0.00,0.00,4,40.50,13.20,100,2.56,11.72,3257,119.43,4.20,0.00,8.84,1.000,22.0,55,0.00,0
90.978,3.91,-0.31,-6.25,0.00,14.36,18,10,12.9,14.36,13.84,-2.57,14.56,0.97,15.75,189,1.000,0.00,0.00,4,41.00,13.29,100,2.58,11.70,3280,119.43,4.22,0.00,8.84,1.000,22.0,55,0.00,0
91.053,3.12,-0.39,-6.25,0.00,14.36,18,10,12.9,14.36,14.00,-2.52,14.57,0.97,15.70,189,1.000,0.00,0.00,4,41.00,14.00,100,2.56,11.72,3281,119.43,4.20,0.00,8.84,1.000,22.0,55,0.00,0
