Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features Gen3][Reflash: LucasW_21STI_STG1e_COBBSF_93oct.ptm - Realtime: LucasW_21STI_STG1e_COBBSF_93oct.ptm]"
0.000,0.00,-0.31,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.47,14.61,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.28,140,1.20,4.80,751,0.00,9.62,0.00,0.00,0.000,3.5,0,0.00,0
0.008,0.00,-0.23,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.46,14.61,0.27,14.56,190,1.000,0.00,0.00,0,16.00,1.26,140,1.22,4.78,740,0.00,9.62,0.00,0.00,0.000,3.5,0,0.00,0
0.096,0.00,-0.23,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.49,14.60,0.27,14.56,190,1.000,0.00,0.00,0,14.50,1.29,140,1.22,4.78,756,0.00,9.63,0.00,0.00,0.000,3.5,0,0.00,0
0.196,-0.78,-0.23,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.47,14.60,0.27,14.56,190,1.000,0.00,0.00,0,14.50,1.29,140,1.20,4.80,758,0.00,9.61,0.00,0.00,0.000,3.5,0,0.00,0
0.341,-0.78,-0.08,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.46,14.60,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.28,140,1.20,4.78,752,0.00,9.62,0.00,0.00,0.000,3.5,0,0.00,0
0.413,-0.78,-0.08,0.78,0.00,14.59,0,0,0.0,14.21,14.08,-9.49,14.58,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.28,140,1.20,4.80,753,0.00,9.61,0.00,0.00,0.000,3.5,0,0.00,0
0.509,-0.78,-0.23,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.48,14.59,0.27,14.56,190,1.000,0.00,0.00,0,14.50,1.30,140,1.22,4.78,763,0.00,9.62,0.00,0.00,0.000,3.5,0,0.00,0
0.610,-0.78,-0.23,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.49,14.60,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.29,140,1.20,4.78,754,0.00,9.63,0.00,0.00,0.000,3.5,0,0.00,0
0.703,-0.78,-0.23,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.50,14.60,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.29,140,1.22,4.78,754,0.00,9.63,0.00,0.00,0.000,3.5,0,0.00,0
0.799,-0.78,-0.23,0.78,0.00,14.47,0,0,0.0,14.21,14.08,-9.48,14.60,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.28,140,1.20,4.78,750,0.00,9.63,0.00,0.00,0.000,3.5,0,0.00,0
0.900,-0.78,-0.16,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.49,14.60,0.27,14.56,190,1.000,0.00,0.00,0,14.50,1.30,140,1.22,4.78,762,0.00,9.63,0.00,0.00,0.000,3.5,0,0.00,0
0.997,-0.78,-0.16,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.50,14.60,0.27,14.56,190,1.000,0.00,0.00,0,14.00,1.32,140,1.20,4.76,771,0.00,9.65,0.00,0.00,0.000,3.5,0,0.00,0
1.098,-0.78,-0.23,0.78,0.00,14.47,0,0,0.0,14.21,14.16,-9.49,14.59,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.29,140,1.22,4.76,754,0.00,9.65,0.00,0.00,0.000,3.5,0,0.00,0
1.212,-0.78,-0.31,0.78,0.00,14.59,0,0,0.0,14.21,14.08,-9.54,14.61,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.29,140,1.20,4.72,756,0.00,9.68,0.00,0.00,0.000,3.5,0,0.00,0
1.320,-0.78,-0.23,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.52,14.61,0.27,14.56,190,1.000,0.00,0.00,0,14.50,1.29,140,1.22,4.78,759,0.00,9.63,0.00,0.00,0.000,3.5,0,0.00,0
1.399,-0.78,-0.23,0.78,0.00,14.47,0,0,0.0,14.21,14.16,-9.49,14.60,0.27,14.56,190,1.000,0.00,0.00,0,15.50,1.28,140,1.22,4.76,748,0.00,9.66,0.00,0.00,0.000,3.5,0,0.00,0
1.490,-0.78,-0.23,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.53,14.60,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.28,140,1.22,4.78,752,0.00,9.66,0.00,0.00,0.000,3.5,0,0.00,0
1.574,-0.78,-0.23,0.78,0.00,14.47,0,0,0.0,14.21,14.16,-9.49,14.60,0.27,14.56,190,1.000,0.00,0.00,0,15.50,1.27,140,1.22,4.78,747,0.00,9.63,0.00,0.00,0.000,3.5,0,0.00,0
1.644,-0.78,-0.16,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.50,14.60,0.27,14.56,190,1.000,0.00,0.00,0,15.50,1.28,140,1.20,4.76,747,0.00,9.65,0.00,0.00,0.000,3.5,0,0.00,0
1.739,-0.78,-0.16,0.78,0.00,14.47,0,0,0.0,14.21,14.08,-9.49,14.60,0.27,14.56,190,1.000,0.00,0.00,0,15.50,1.28,140,1.20,4.78,747,0.00,9.63,0.00,0.00,0.000,3.5,0,0.00,0
1.812,-0.78,-0.16,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.49,14.59,0.27,14.56,190,1.000,0.00,0.00,0,15.50,1.27,140,1.20,4.78,747,0.00,9.63,0.00,0.00,0.000,3.5,0,0.00,0
1.886,-0.78,-0.16,0.78,0.00,14.47,0,0,0.0,14.21,14.16,-9.39,14.59,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.28,140,1.20,4.87,751,0.00,9.54,0.00,0.00,0.000,3.5,0,0.00,0
1.978,-0.78,-0.16,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.35,14.59,0.27,14.56,190,1.000,0.00,0.00,0,14.50,1.29,140,1.22,4.91,758,0.00,9.50,0.00,0.00,0.000,3.5,0,0.00,0
2.061,-0.78,-0.16,0.78,0.00,14.47,0,0,0.0,14.21,14.16,-9.29,14.59,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.29,140,1.20,4.95,754,0.00,9.46,0.00,0.00,0.000,3.5,0,0.00,0
2.123,-0.78,-0.16,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.33,14.59,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.29,140,1.22,4.97,755,0.00,9.44,0.00,0.00,0.000,3.5,0,0.00,0
2.229,-0.78,-0.16,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.36,14.59,0.26,14.56,190,1.000,0.00,0.00,0,14.00,1.31,140,1.20,4.93,765,0.00,9.48,0.00,0.00,0.000,3.5,0,0.00,0
2.308,-0.78,-0.16,0.78,0.00,14.70,0,0,0.0,14.21,14.08,-9.39,14.59,0.26,14.56,190,1.000,0.00,0.00,0,14.00,1.31,140,1.20,4.91,769,0.00,9.50,0.00,0.00,0.000,3.5,0,0.00,0
2.402,-0.78,-0.16,0.78,0.00,14.70,0,0,0.0,14.21,14.16,-9.43,14.59,0.26,14.56,190,1.000,0.00,0.00,0,14.50,1.30,140,1.22,4.83,762,0.00,9.54,0.00,0.00,0.000,3.5,0,0.00,0
2.499,-0.78,-0.16,0.78,0.00,14.81,0,0,0.0,14.21,14.16,-9.44,14.59,0.26,14.56,190,1.000,0.00,0.00,0,14.50,1.29,140,1.20,4.81,758,0.00,9.58,0.00,0.00,0.000,3.5,0,0.00,0
2.591,-0.78,-0.16,0.78,0.00,14.81,0,0,0.0,14.21,14.08,-9.44,14.59,0.26,14.56,190,1.000,0.00,0.00,0,15.00,1.29,140,1.20,4.83,753,0.00,9.57,0.00,0.00,0.000,3.5,0,0.00,0
2.679,0.00,-0.16,0.78,0.00,14.93,0,0,0.0,14.21,14.16,-9.44,14.59,0.27,14.56,190,1.000,0.00,0.00,0,15.50,1.27,140,1.22,4.81,746,0.00,9.58,0.00,0.00,0.000,3.5,0,0.00,0
2.756,0.00,-0.16,0.78,0.00,15.04,0,0,0.0,14.21,14.16,-9.49,14.59,0.27,14.56,190,1.000,0.00,0.00,0,17.00,1.25,140,1.22,4.80,735,0.00,9.61,0.00,0.00,0.000,3.5,0,0.00,0
2.831,0.00,-0.16,0.78,0.00,15.04,0,0,0.0,14.21,14.08,-9.44,14.59,0.27,14.56,190,1.000,0.00,0.00,0,16.50,1.26,140,1.22,4.78,739,0.00,9.63,0.00,0.00,0.000,3.5,0,0.00,0
2.921,0.78,-0.16,0.78,0.00,15.04,0,0,0.0,14.21,14.16,-9.49,14.59,0.27,14.56,190,1.000,0.00,0.00,0,15.50,1.28,140,1.22,4.80,748,0.00,9.63,0.00,0.00,0.000,3.5,0,0.00,0
2.984,0.78,-0.16,0.78,0.00,15.04,0,0,0.0,14.21,14.16,-9.44,14.59,0.27,14.56,190,1.000,0.00,0.00,0,16.00,1.27,140,1.22,4.80,744,0.00,9.61,0.00,0.00,0.000,3.5,0,0.00,0
3.088,0.78,-0.16,0.78,0.00,15.04,0,0,0.0,14.21,14.16,-9.48,14.59,0.27,14.56,190,1.000,0.00,0.00,0,16.50,1.26,140,1.22,4.80,737,0.00,9.61,0.00,0.00,0.000,3.5,0,0.00,0
3.169,0.78,-0.08,0.78,0.00,15.04,0,0,0.0,14.21,14.16,-9.43,14.58,0.27,14.56,190,1.000,0.00,0.00,0,16.50,1.26,140,1.22,4.83,736,0.00,9.57,0.00,0.00,0.000,3.5,0,0.00,0
3.259,0.78,0.31,0.78,0.00,15.04,0,0,0.0,14.21,14.16,-9.46,14.57,0.27,14.56,190,1.000,0.00,0.00,0,15.50,1.27,140,1.22,4.81,746,0.00,9.58,0.00,0.00,0.000,3.5,0,0.00,0
3.349,1.56,0.31,0.78,0.00,14.93,0,0,0.0,14.21,14.08,-9.41,14.52,0.27,14.56,190,1.000,0.00,0.00,0,15.00,1.28,140,1.20,4.83,750,0.00,9.57,0.00,0.00,0.000,3.5,0,0.00,0
3.433,1.56,0.31,0.78,0.00,14.81,0,0,0.0,14.21,14.16,-9.43,14.52,0.27,14.56,190,1.000,0.00,0.00,0,14.00,1.31,140,1.22,4.81,766,0.00,9.58,0.00,0.00,0.000,3.5,0,0.00,0
3.506,1.56,0.31,0.78,0.00,14.81,0,0,0.0,14.21,14.16,-9.43,14.52,0.27,14.56,190,1.000,0.00,0.00,0,14.50,1.30,140,1.22,4.85,762,0.00,9.56,0.00,0.00,0.000,3.5,0,0.00,0
3.584,1.56,0.31,0.78,0.00,14.70,0,0,0.0,14.21,14.16,-9.44,14.52,0.27,14.56,190,1.000,0.00,0.00,0,14.50,1.29,140,1.22,4.83,758,0.00,9.58,0.00,0.00,0.000,3.5,0,0.00,0
3.678,1.56,0.31,0.78,0.00,14.70,0,0,0.0,14.21,14.16,-9.46,14.52,0.27,14.56,190,1.000,0.00,0.00,0,14.50,1.30,140,1.22,4.81,759,0.00,9.60,0.00,0.00,0.000,3.5,0,0.00,0
3.753,1.56,0.31,0.78,0.00,14.70,0,0,0.0,14.21,14.00,-9.41,14.52,0.27,14.56,190,1.000,0.00,0.00,1,14.50,1.30,140,1.22,4.80,761,0.00,9.61,0.00,0.00,0.000,3.5,0,0.00,0
3.837,1.56,0.31,0.78,0.00,14.70,0,0,0.0,14.21,14.16,-9.31,14.52,0.27,14.56,190,1.000,0.00,0.00,1,14.50,1.30,140,1.22,4.91,760,0.00,9.49,0.00,0.00,0.000,3.5,0,0.00,0
3.916,1.56,0.31,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.27,14.52,0.27,14.56,190,1.000,0.00,0.00,1,14.50,1.30,140,1.22,4.97,762,0.00,9.44,0.00,0.00,0.000,3.5,0,0.00,0
3.997,1.56,0.31,0.78,0.00,14.59,0,0,0.0,14.21,14.16,-9.26,14.52,0.27,14.56,190,1.000,0.00,0.00,1,15.00,1.29,140,1.22,5.01,756,0.00,9.40,0.00,0.00,0.000,3.5,0,0.00,0
4.072,1.56,0.31,0.78,0.00,14.70,0,0,4.3,14.21,14.16,-9.27,14.52,0.27,14.56,190,1.000,0.00,0.00,1,15.50,1.29,140,1.22,4.97,754,19.72,9.44,0.00,0.00,0.000,3.5,0,0.00,0
4.152,1.56,0.31,0.78,0.00,14.59,0,0,7.8,14.21,14.16,-9.25,14.52,0.27,14.56,190,1.000,0.00,0.00,1,18.00,1.30,140,1.44,5.01,762,52.04,9.40,0.00,0.00,0.000,7.5,0,0.00,0
4.229,1.56,0.78,0.78,0.00,14.70,0,0,8.6,14.21,14.16,-8.18,14.52,0.34,11.24,190,1.000,0.00,0.00,1,23.00,1.97,140,1.50,5.70,770,58.48,8.71,0.00,0.00,0.000,6.7,0,0.00,0
4.304,2.34,1.17,0.78,0.00,14.70,0,0,7.8,14.21,14.24,-7.84,14.40,0.40,13.03,190,1.000,0.00,0.00,1,29.50,1.96,140,1.50,6.42,767,52.04,8.32,0.00,0.00,0.000,6.7,0,0.00,0
4.411,3.12,1.25,0.00,0.00,14.93,1,0,8.6,14.21,14.16,-7.33,14.38,0.46,12.83,190,1.000,0.00,0.00,1,31.00,2.46,142,1.50,6.81,888,61.83,7.61,0.00,0.00,0.000,7.5,0,0.00,0
4.492,3.91,0.94,0.00,0.00,15.16,1,0,9.4,14.21,14.08,-7.16,14.40,0.47,13.46,190,1.000,0.00,0.00,1,33.00,2.52,142,1.56,7.02,984,72.30,7.39,0.00,0.00,0.000,8.2,0,0.00,0
4.583,6.25,1.17,-0.78,0.00,15.27,1,0,11.8,14.21,14.16,-6.80,14.42,0.51,14.55,190,1.000,0.00,0.00,1,37.50,3.23,142,1.70,7.35,1166,106.13,7.41,0.00,0.00,0.000,11.4,0,0.00,0
4.676,6.25,2.27,-0.78,0.00,15.04,0,0,11.4,14.21,14.08,-5.55,14.25,0.60,10.49,190,1.000,0.00,0.00,1,40.00,4.89,142,1.86,8.37,1347,101.58,6.19,0.00,0.00,0.000,12.9,0,0.00,0
4.772,6.25,2.34,-0.78,0.00,14.47,0,1,11.0,14.21,14.00,-4.70,14.20,0.67,13.23,190,1.000,0.00,0.00,1,39.50,6.06,142,1.90,9.46,1578,92.31,4.95,0.00,0.00,0.000,13.3,0,0.00,0
4.859,4.69,2.34,-1.56,0.00,13.78,2,1,10.6,14.21,13.92,-4.81,14.19,0.68,14.51,190,1.000,0.00,0.00,1,40.00,5.90,142,1.90,9.55,1729,87.02,4.92,0.00,0.00,0.000,13.3,0,0.00,0
4.944,0.00,2.42,-1.56,0.00,12.86,6,2,10.6,14.21,13.92,-5.43,14.19,0.64,14.52,190,1.000,0.00,0.00,1,42.00,6.04,142,1.90,9.28,1886,82.57,5.12,0.00,8.94,0.000,13.3,0,0.00,0
5.032,-2.34,2.42,-2.34,0.00,12.86,12,2,10.6,14.21,13.92,-5.53,14.19,0.64,15.61,190,1.000,0.00,0.00,1,42.00,5.80,142,1.98,8.76,1941,82.11,5.65,0.00,8.94,0.000,14.5,0,0.00,0
5.108,-3.91,1.80,-2.34,0.00,13.32,16,2,10.6,14.21,14.00,-5.50,14.19,0.66,16.09,190,1.000,0.00,0.00,1,41.50,5.91,142,2.00,8.72,1980,81.90,5.68,0.00,8.94,0.000,14.9,0,0.00,0
5.199,-4.69,-0.62,-2.34,0.00,13.78,19,2,10.6,14.21,14.00,-5.43,14.37,0.68,16.45,190,1.000,0.00,0.00,1,41.00,5.97,142,2.02,8.78,1998,81.80,5.63,0.00,8.94,0.000,14.9,0,0.00,0
5.290,-4.69,-2.03,-3.12,0.00,14.24,21,3,10.2,14.21,13.84,-5.24,14.83,0.71,16.76,190,1.000,0.00,0.00,1,40.00,5.95,142,2.06,8.93,1992,78.11,5.47,0.00,8.94,0.000,15.7,0,0.00,0
5.375,-4.69,-2.03,-3.12,0.00,14.47,23,4,9.4,14.21,14.08,-4.98,14.83,0.74,16.66,190,1.000,0.00,0.00,1,37.00,5.99,142,2.04,9.22,2007,66.97,5.13,0.00,8.94,0.000,15.3,1,0.00,0
5.475,-4.69,-2.03,-3.12,0.00,14.13,23,4,9.4,14.21,14.16,-5.23,14.83,0.73,16.83,190,1.000,0.00,0.00,1,38.00,5.95,142,2.02,9.05,1994,66.87,5.35,0.00,8.94,0.000,14.9,1,0.00,0
5.556,-7.03,-2.03,-3.91,0.00,13.21,24,5,9.8,14.21,13.92,-5.28,14.83,0.72,16.88,190,1.000,0.00,0.00,1,38.00,5.85,142,2.06,8.99,1960,70.72,5.42,0.00,8.94,0.000,15.7,1,0.00,0
5.631,-11.72,-2.03,-3.91,0.00,12.52,23,6,9.4,14.21,13.92,-4.94,14.83,0.75,16.78,190,1.000,0.00,0.00,1,35.00,5.78,142,2.08,9.13,1934,67.20,5.22,0.00,8.94,0.000,16.1,2,0.00,0
5.707,-18.75,-2.03,-3.91,0.00,11.83,23,7,9.8,14.21,14.00,-4.67,14.83,0.78,16.66,190,1.000,0.00,0.00,1,33.00,5.35,142,2.08,9.46,1930,74.69,4.95,0.00,8.94,0.000,16.1,2,0.00,0
5.785,-4.69,-2.03,-3.91,0.00,12.17,24,7,5.9,14.21,14.00,-4.50,14.83,0.80,16.59,190,1.000,0.00,0.00,1,31.00,6.14,144,2.08,9.77,1919,14.99,4.65,0.00,8.94,0.000,15.7,2,0.00,0
5.882,-7.03,-1.95,-4.69,0.00,12.06,22,6,0.0,14.21,14.08,-7.02,14.83,0.67,22.33,190,1.000,0.00,0.00,1,40.00,3.74,144,1.62,8.28,1949,0.00,6.14,0.00,0.00,0.000,7.1,2,0.00,0
5.981,-13.28,-1.02,-4.69,0.00,11.37,6,1,0.0,14.21,14.16,-8.57,14.77,0.43,31.76,190,1.000,0.00,0.00,1,42.50,2.91,144,1.36,6.48,1950,0.00,7.93,0.00,0.00,0.000,4.3,3,0.00,0
6.062,-16.41,-0.31,-3.91,0.00,11.03,0,1,0.0,14.21,14.16,-9.93,14.64,0.27,30.66,190,1.000,0.00,0.00,1,36.00,0.00,144,1.22,4.70,1904,0.00,9.91,0.00,0.00,0.000,3.1,3,0.00,0
6.152,0.00,-0.31,-3.91,0.00,11.03,0,1,0.0,14.21,14.08,-10.18,14.62,0.19,19.25,190,1.000,0.00,0.00,1,33.50,0.00,144,1.24,4.16,1822,0.00,10.29,0.00,0.00,0.000,4.3,3,0.00,0
6.228,0.00,-0.31,-3.91,0.00,11.37,0,1,0.0,14.21,14.24,-10.09,14.62,0.16,16.06,190,1.000,0.00,0.00,1,31.50,2.21,144,1.32,4.18,1726,0.00,10.23,0.00,0.00,0.000,5.1,3,0.00,0
6.314,0.00,-0.31,-3.91,0.00,11.48,0,0,0.0,14.21,14.16,-9.92,14.62,0.17,15.53,190,1.000,0.00,0.00,1,29.50,2.07,144,1.36,4.29,1614,0.00,10.11,0.00,0.00,0.000,5.1,3,0.00,0
6.390,0.00,-0.31,-3.91,0.00,11.71,0,0,7.8,14.21,14.24,-9.84,14.62,0.18,15.30,190,1.000,0.00,0.00,1,28.00,2.00,144,1.38,4.39,1562,42.65,10.02,0.00,0.00,0.000,6.7,3,0.00,0
6.474,0.00,-0.31,-3.91,0.00,11.83,0,0,12.5,14.21,14.16,-8.42,14.62,0.26,15.17,190,1.000,0.00,0.00,1,34.50,3.35,144,1.86,4.43,1572,114.38,9.99,0.00,0.00,0.000,14.9,3,0.00,0
6.573,0.00,-0.31,-3.91,0.00,11.83,1,1,11.8,14.21,14.00,-4.93,14.60,0.58,9.76,190,1.000,0.00,0.00,1,18.00,6.25,144,2.10,8.86,1628,102.81,5.97,0.00,0.00,0.000,16.9,3,0.00,0
6.662,0.00,-0.31,-3.91,0.00,12.40,10,3,11.8,14.21,14.08,-3.95,14.59,0.75,12.72,190,1.000,0.00,0.00,1,10.50,7.09,144,2.08,10.06,1846,101.54,4.74,0.00,8.94,0.000,16.9,3,0.00,0
6.759,0.00,-0.31,-3.91,0.00,13.21,18,3,11.4,14.21,14.08,-3.97,14.59,0.79,14.50,190,1.000,0.00,0.00,1,7.50,7.24,144,2.12,10.29,1998,92.97,4.11,0.00,8.94,0.000,17.6,3,0.00,0
6.851,0.00,-0.31,-4.69,0.00,14.24,24,5,11.4,14.21,14.00,-3.97,14.59,0.81,14.50,190,1.000,0.00,0.00,1,32.50,8.24,144,2.16,10.33,2145,92.13,4.07,0.00,8.94,0.000,18.0,3,0.00,0
6.932,0.00,-0.31,-4.69,0.00,14.47,26,6,11.0,14.21,14.08,-4.29,14.59,0.82,14.52,190,1.000,0.00,0.00,1,33.00,8.68,144,2.16,10.13,2260,87.73,4.27,0.00,8.94,0.000,17.6,3,0.00,0
7.031,0.00,0.39,-4.69,0.00,14.13,26,9,11.0,14.21,13.92,-4.61,14.58,0.84,14.52,190,1.000,0.00,0.00,1,33.00,9.00,144,2.18,9.73,2343,87.25,4.71,0.00,8.94,0.000,17.6,3,0.00,0
7.116,-2.34,0.16,-4.69,0.00,13.67,25,11,10.6,14.21,14.08,-4.76,14.49,0.86,14.53,190,1.000,0.00,0.00,1,31.50,9.05,145,2.18,9.61,2356,83.54,4.80,0.00,8.94,0.000,17.6,4,0.00,0
7.188,-4.69,-0.16,-4.69,0.00,13.32,24,14,10.6,14.21,14.00,-4.92,14.55,0.87,14.53,190,1.000,0.00,0.00,1,31.50,9.19,145,2.18,9.34,2392,83.34,5.06,0.00,8.94,0.000,17.3,4,0.00,0
7.271,-6.25,-0.47,-5.47,0.00,13.32,24,15,9.8,14.21,14.00,-5.07,14.59,0.87,14.53,190,1.000,0.00,0.00,1,31.50,9.19,145,2.18,9.26,2392,68.84,5.14,0.00,8.94,0.000,16.9,4,0.00,0
7.360,-9.38,-0.62,-5.47,0.00,13.21,24,16,0.0,14.21,14.16,-6.63,14.61,0.81,15.80,190,1.000,0.00,0.00,1,36.00,6.60,145,1.82,8.80,2378,0.00,5.60,0.00,8.94,0.000,8.6,4,0.00,0
7.440,-14.84,-0.86,-7.03,0.00,12.63,14,8,0.0,14.21,14.16,-8.74,14.63,0.52,21.07,190,1.000,0.00,0.00,1,45.00,4.74,145,1.54,6.23,2221,0.00,8.18,0.00,0.00,0.000,6.3,4,0.00,0
7.514,-16.41,-0.86,-7.03,0.00,12.40,1,3,0.0,14.21,14.16,-9.46,14.70,0.37,17.43,190,1.000,0.00,0.00,1,46.50,3.47,145,1.44,4.81,2032,0.00,9.08,0.00,0.00,0.000,5.9,5,0.00,0
7.600,0.00,-0.78,-7.03,0.00,12.29,0,2,0.0,14.21,14.16,-9.80,14.68,0.29,15.24,190,1.000,0.00,0.00,1,39.00,2.99,145,1.40,4.51,1754,0.00,9.90,0.00,0.00,0.000,5.5,5,0.00,0
7.665,0.00,-0.78,-7.03,0.00,11.83,0,2,0.0,14.21,14.16,-9.84,14.68,0.26,15.23,190,1.000,0.00,0.00,1,32.50,2.13,145,1.38,4.39,1424,0.00,10.02,0.00,0.00,0.000,5.1,5,0.00,0
7.750,0.00,-0.78,-7.03,0.00,11.60,0,1,0.0,14.21,14.08,-9.61,14.68,0.26,15.18,190,1.000,0.00,0.00,1,28.00,1.68,145,1.36,4.47,1127,0.00,9.94,0.00,0.00,0.000,4.7,6,0.00,0
7.835,0.00,-0.78,-6.25,0.00,11.48,0,1,0.0,14.21,14.16,-9.49,14.68,0.26,15.08,189,1.000,0.00,0.00,1,26.50,1.81,145,1.38,4.78,1063,0.00,9.63,0.00,0.00,0.000,5.1,6,0.00,0
7.906,0.00,-0.78,-6.25,0.00,11.48,0,0,0.0,14.21,14.16,-9.41,14.68,0.27,15.06,189,1.000,0.00,0.00,1,25.50,1.81,145,1.36,4.81,1058,0.00,9.58,0.00,0.00,0.000,4.7,6,0.00,0
8.011,0.00,-0.78,-5.47,0.00,11.25,0,0,0.0,14.21,14.16,-9.36,14.68,0.28,15.02,189,1.000,0.00,0.00,1,25.00,1.85,145,1.34,4.87,1085,0.00,9.52,0.00,0.00,0.000,4.7,6,0.00,0
8.088,0.00,-0.78,-5.47,0.00,11.25,0,0,0.0,14.21,14.16,-9.44,14.68,0.27,15.01,189,1.000,0.00,0.00,1,24.00,1.87,145,1.32,4.81,1094,0.00,9.58,0.00,0.00,0.000,4.3,6,0.00,0
8.186,0.00,-0.78,-5.47,0.00,11.60,0,0,0.0,14.21,14.16,-9.63,14.68,0.26,15.02,189,1.000,0.00,0.00,1,23.00,1.87,145,1.30,4.68,1097,0.00,9.72,0.00,0.00,0.000,4.3,5,0.00,0
8.278,0.00,-0.78,-4.69,0.00,12.06,0,0,0.0,14.21,14.16,-9.76,14.68,0.25,15.02,189,1.000,0.00,0.00,1,22.00,1.61,145,1.28,4.60,1076,0.00,9.80,0.00,0.00,0.000,4.3,5,0.00,0
8.358,0.00,-0.78,-4.69,0.00,12.52,0,0,0.0,14.21,14.08,-9.84,14.68,0.24,15.02,189,1.000,0.00,0.00,1,21.00,1.58,145,1.28,4.45,1061,0.00,9.96,0.00,0.00,0.000,3.9,5,0.00,0
8.432,0.00,-0.78,-4.69,0.00,12.86,0,0,0.0,14.21,14.08,-9.83,14.68,0.24,15.00,189,1.000,0.00,0.00,1,21.00,1.51,145,1.26,4.41,1012,0.00,10.00,0.00,0.00,0.000,3.9,5,0.00,0
8.509,0.00,-0.78,-4.69,0.00,13.32,0,0,0.0,14.21,14.16,-9.82,14.68,0.24,14.98,189,1.000,0.00,0.00,1,21.00,1.46,145,1.28,4.43,980,0.00,9.97,0.00,0.00,0.000,3.9,5,0.00,0
8.596,0.00,-0.78,-3.91,0.00,13.55,0,0,0.0,14.21,14.08,-9.77,14.68,0.24,14.95,189,1.000,0.00,0.00,1,21.00,1.41,145,1.28,4.49,944,0.00,9.91,0.00,0.00,0.000,4.3,5,0.00,0
8.672,0.00,-0.78,-3.91,0.00,13.78,0,0,0.0,14.21,14.16,-9.71,14.68,0.25,14.93,189,1.000,0.00,0.00,1,21.00,1.36,145,1.28,4.56,913,0.00,9.85,0.00,0.00,0.000,4.3,4,0.00,0
8.752,0.00,-0.78,-3.91,0.00,14.01,0,0,0.0,14.21,14.16,-9.60,14.68,0.26,14.90,189,1.000,0.00,0.00,1,21.00,1.26,145,1.28,4.64,842,0.00,9.77,0.00,0.00,0.000,4.3,4,0.00,0
8.830,0.00,-0.78,-3.91,0.00,14.13,0,1,0.0,14.21,14.08,-9.50,14.68,0.27,14.89,189,1.000,0.00,0.00,1,21.00,1.39,145,1.30,4.66,815,0.00,9.74,0.00,0.00,0.000,4.3,4,0.00,0
8.922,0.00,-0.78,-3.12,0.00,14.24,0,0,0.0,14.21,14.16,-9.40,14.68,0.28,14.86,189,1.000,0.00,0.00,1,21.00,1.37,145,1.30,4.76,805,0.00,9.65,0.00,0.00,0.000,4.3,4,0.00,0
8.986,0.00,-0.78,-3.12,0.00,14.47,0,0,0.0,14.21,14.08,-9.24,14.68,0.29,14.80,189,1.000,0.00,0.00,0,21.00,1.34,145,1.30,5.03,786,0.00,9.38,0.00,0.00,0.000,4.3,4,0.00,0
