Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features Gen3][Reflash: LucasW_21STI_STG1e_COBBSF_93oct.ptm - Realtime: LucasW_21STI_STG1e_COBBSF_93oct.ptm]"
132.702,-2.34,-0.16,-8.59,0.00,14.70,25,17,9.0,14.21,13.92,-6.17,14.55,0.76,20.40,194,1.000,0.00,0.00,4,43.00,6.67,108,2.16,8.08,2605,56.14,6.59,0.00,8.94,0.000,15.3,43,0.00,0
132.777,-2.34,-0.16,-8.59,0.00,14.81,25,17,9.0,14.21,13.84,-6.05,14.55,0.77,20.26,194,1.000,0.00,0.00,4,42.00,6.63,108,2.14,8.24,2588,56.14,6.44,0.00,8.94,0.000,14.9,43,0.00,0
132.875,-1.56,-0.16,-8.59,0.00,14.81,25,17,8.6,14.21,13.92,-6.17,14.55,0.76,20.48,194,1.000,0.00,0.00,4,42.50,6.63,108,2.12,8.10,2588,52.51,6.57,0.00,8.94,0.000,14.9,43,0.00,0
132.954,-1.56,-0.16,-8.59,0.00,14.70,25,17,9.0,14.21,13.84,-6.27,14.55,0.74,20.83,194,1.000,0.00,0.00,4,44.00,6.68,108,2.12,7.95,2610,59.79,6.72,0.00,8.94,0.000,15.3,43,0.00,0
133.042,-1.56,-0.16,-8.59,0.00,14.47,25,17,9.0,14.21,14.16,-6.10,14.55,0.76,20.42,194,1.000,0.00,0.00,4,42.50,6.69,108,2.16,8.04,2613,59.76,6.57,0.00,8.94,0.000,15.3,43,0.00,0
133.132,-0.78,-0.16,-8.59,0.00,14.70,25,17,9.0,14.21,14.16,-6.04,14.55,0.77,20.25,194,1.000,0.00,0.00,4,42.00,7.20,108,2.16,8.24,2597,59.74,6.44,0.00,8.94,0.000,15.3,43,0.00,0
133.208,-0.78,-0.16,-8.59,0.00,14.81,25,16,9.4,14.21,14.16,-5.98,14.55,0.78,20.21,194,1.000,0.00,0.00,4,41.50,7.23,108,2.16,8.28,2608,63.38,6.40,0.00,8.94,0.000,15.3,43,0.00,0
133.283,0.00,-0.16,-8.59,0.00,14.81,25,16,9.0,14.21,14.16,-5.94,14.55,0.79,20.19,194,1.000,0.00,0.00,4,41.50,7.23,108,2.16,8.28,2609,59.74,6.39,0.00,8.94,0.000,15.3,43,0.00,0
133.357,0.00,-0.16,-8.59,0.00,14.70,25,17,9.0,14.21,14.16,-5.94,14.55,0.80,20.03,194,1.000,0.00,0.00,4,40.50,7.17,108,2.14,8.33,2586,56.12,6.33,0.00,8.94,0.000,15.3,43,0.00,0
133.451,0.78,-0.16,-8.59,0.00,14.59,25,17,9.0,14.21,13.92,-6.16,14.55,0.78,20.38,194,1.000,0.00,0.00,4,41.50,7.17,108,2.12,8.14,2584,56.15,6.54,0.00,8.94,0.000,14.9,43,0.00,0
133.534,0.00,-0.16,-8.59,0.00,14.36,25,17,9.0,14.21,13.92,-6.19,14.55,0.77,20.41,194,1.000,0.00,0.00,4,42.50,7.22,108,2.14,8.08,2603,59.79,6.60,0.00,8.94,0.000,15.3,43,0.00,0
133.622,-0.78,-0.16,-8.59,0.00,14.24,25,17,9.0,14.21,14.00,-5.97,14.55,0.79,20.11,194,1.000,0.00,0.00,4,41.50,7.24,108,2.16,8.20,2610,59.78,6.48,0.00,8.94,0.000,15.3,43,0.00,0
133.706,-0.78,-0.16,-8.59,0.00,14.47,25,16,9.0,14.21,14.08,-5.97,14.55,0.79,20.06,194,1.000,0.00,0.00,4,40.50,7.19,108,2.16,8.30,2591,56.12,6.37,0.00,8.94,0.000,15.3,43,0.00,0
133.795,-0.78,-0.16,-8.59,0.00,14.59,25,16,9.4,14.21,13.92,-6.11,14.55,0.78,20.54,194,1.000,0.00,0.00,4,42.00,7.19,108,2.14,8.10,2591,63.39,6.56,0.00,8.94,0.000,15.3,43,0.00,0
133.869,-0.78,-0.16,-8.59,0.00,14.59,25,16,9.4,14.21,13.84,-5.94,14.55,0.79,20.26,194,1.000,0.00,0.00,4,41.00,7.27,108,2.18,8.20,2620,63.37,6.46,0.00,8.94,0.000,15.7,43,0.00,0
133.971,0.00,-0.16,-8.59,0.00,14.70,25,16,9.0,14.21,13.92,-5.88,14.55,0.80,19.95,194,1.000,0.00,0.00,4,41.00,7.24,108,2.16,8.35,2612,59.71,6.32,0.00,8.94,0.000,15.3,43,0.00,0
134.053,0.00,-0.16,-8.59,0.00,14.81,25,16,9.0,14.21,13.92,-5.97,14.55,0.80,20.06,194,1.000,0.00,0.00,4,41.00,7.19,108,2.16,8.33,2593,59.71,6.34,0.00,8.94,0.000,15.3,43,0.00,0
134.127,0.78,-0.08,-8.59,0.00,14.70,25,16,9.0,14.21,13.92,-5.98,14.54,0.80,20.04,194,1.000,0.00,0.00,4,40.50,7.25,108,2.16,8.33,2612,59.72,6.34,0.00,8.94,0.000,15.3,43,0.00,0
134.227,0.00,-0.16,-8.59,0.00,14.47,25,16,9.0,14.21,13.84,-6.05,14.55,0.79,20.10,194,1.000,0.00,0.00,4,41.00,7.19,108,2.14,8.30,2592,59.73,6.37,0.00,8.94,0.000,14.9,43,0.00,0
134.317,0.00,-0.16,-8.59,0.00,14.47,25,16,9.0,14.21,14.16,-6.04,14.55,0.79,20.36,194,1.000,0.00,0.00,4,41.50,7.19,108,2.16,8.18,2594,59.72,6.50,0.00,8.94,0.000,15.7,43,0.00,0
134.409,0.00,-0.08,-8.59,0.00,14.47,25,16,9.0,14.21,13.92,-5.94,14.54,0.80,19.98,194,1.000,0.00,0.00,4,41.00,7.24,108,2.18,8.33,2612,59.71,6.34,0.00,8.94,0.000,15.7,43,0.00,0
134.505,0.00,-0.16,-8.59,0.00,14.59,25,16,9.0,14.21,13.84,-5.91,14.55,0.80,19.94,194,1.000,0.00,0.00,4,40.50,7.24,108,2.16,8.37,2611,59.72,6.31,0.00,8.94,0.000,15.3,43,0.00,0
134.578,0.78,-0.08,-8.59,0.00,14.59,25,16,9.0,14.21,13.92,-5.97,14.55,0.79,20.06,194,1.000,0.00,0.00,4,41.00,7.19,108,2.14,8.35,2593,59.72,6.32,0.00,8.94,0.000,15.3,43,0.00,0
134.653,0.78,-0.08,-8.59,0.00,14.59,25,16,9.0,14.21,13.92,-6.06,14.54,0.78,20.08,194,1.000,0.00,0.00,4,41.50,7.19,108,2.14,8.26,2594,59.72,6.42,0.00,8.94,0.000,15.3,43,0.00,0
134.733,0.78,-0.08,-8.59,0.00,14.59,25,16,9.0,14.21,13.92,-6.00,14.54,0.78,20.16,194,1.000,0.00,0.00,4,41.50,7.24,108,2.16,8.30,2612,59.72,6.38,0.00,8.94,0.000,15.7,43,0.00,0
134.807,0.78,-0.16,-8.59,0.00,14.59,25,16,9.4,14.21,13.92,-5.87,14.55,0.80,19.88,194,1.000,0.00,0.00,4,40.50,7.20,108,2.18,8.33,2597,63.34,6.34,0.00,8.94,0.000,15.7,43,0.00,0
134.904,0.78,-0.08,-8.59,0.00,14.70,25,16,9.0,14.21,14.00,-5.81,14.55,0.81,19.87,194,1.000,0.00,0.00,4,40.00,7.21,108,2.18,8.39,2600,59.69,6.24,0.00,8.94,0.000,15.7,43,0.00,0
134.970,1.56,-0.08,-8.59,0.00,14.81,25,16,9.4,14.21,14.16,-5.86,14.55,0.80,19.86,194,1.000,0.00,0.00,4,40.50,7.24,108,2.18,8.43,2611,63.33,6.25,0.00,8.94,0.000,15.7,43,0.00,0
135.057,1.56,-0.16,-8.59,0.00,14.70,25,16,9.0,14.21,14.08,-5.89,14.55,0.81,19.86,194,1.000,0.00,0.00,4,40.00,7.20,108,2.16,8.43,2595,59.69,6.24,0.00,8.94,0.000,15.7,43,0.00,0
135.147,1.56,-0.16,-8.59,0.00,14.59,25,16,9.0,14.21,13.92,-5.92,14.55,0.81,19.86,194,1.000,0.00,0.00,4,40.50,7.23,108,2.16,8.37,2607,59.70,6.30,0.00,8.94,0.000,15.3,43,0.00,0
135.237,1.56,-0.16,-8.59,0.00,14.47,25,16,9.0,14.21,14.16,-5.97,14.55,0.80,20.07,194,1.000,0.00,0.00,4,40.50,7.24,108,2.16,8.30,2609,59.71,6.37,0.00,8.94,0.000,15.3,43,0.00,0
135.325,1.56,-0.16,-8.59,0.00,14.47,25,15,9.0,14.21,14.16,-5.98,14.55,0.79,20.11,194,1.000,0.00,0.00,4,41.00,7.20,108,2.14,8.28,2596,59.70,6.39,0.00,8.94,0.000,15.3,43,0.00,0
135.410,1.56,-0.16,-8.59,0.00,14.59,25,16,9.4,14.21,13.92,-5.88,14.55,0.79,20.12,194,1.000,0.00,0.00,4,41.00,7.21,108,2.18,8.30,2600,63.33,6.38,0.00,8.94,0.000,15.7,43,0.00,0
135.506,1.56,-0.16,-8.59,0.00,14.70,25,16,9.4,14.21,13.92,-5.81,14.55,0.81,19.85,194,1.000,0.00,0.00,4,40.00,7.21,108,2.18,8.43,2600,63.30,6.24,0.00,8.94,0.000,15.7,43,0.00,0
135.601,2.34,-0.16,-8.59,0.00,14.70,25,15,9.4,14.21,14.08,-5.75,14.55,0.81,19.88,194,1.000,0.00,0.00,4,40.00,7.76,108,2.18,8.47,2598,63.30,6.20,0.00,8.94,0.000,15.7,43,0.00,0
135.670,2.34,-0.16,-8.59,0.00,14.70,25,16,9.0,14.21,14.16,-5.79,14.55,0.81,19.87,194,1.000,0.00,0.00,4,40.00,7.75,108,2.16,8.47,2595,59.66,6.20,0.00,8.94,0.000,15.3,43,0.00,0
135.764,2.34,-0.16,-8.59,0.00,14.70,25,16,9.4,14.21,14.16,-5.94,14.55,0.79,20.11,194,1.000,0.00,0.00,4,41.00,7.26,108,2.16,8.37,2619,63.30,6.31,0.00,8.94,0.000,15.3,43,0.00,0
135.844,2.34,-0.16,-8.59,0.00,14.59,25,16,9.0,14.21,14.16,-5.89,14.55,0.80,20.06,194,1.000,0.00,0.00,4,41.00,7.21,108,2.18,8.33,2599,56.00,6.33,0.00,8.94,0.000,15.7,43,0.00,0
135.920,2.34,-0.16,-8.59,0.00,14.47,25,15,9.4,14.21,14.16,-5.86,14.55,0.80,19.83,194,1.000,0.00,0.00,4,40.00,7.25,108,2.16,8.43,2614,63.29,6.25,0.00,8.94,0.000,15.7,43,0.00,0
136.013,2.34,-0.16,-8.59,0.00,14.59,25,15,9.0,14.21,14.00,-5.82,14.55,0.81,19.92,194,1.000,0.00,0.00,4,40.00,7.76,108,2.16,8.45,2598,59.66,6.22,0.00,8.94,0.000,15.3,43,0.00,0
136.097,2.34,-0.16,-8.59,0.00,14.59,25,15,9.4,14.21,14.08,-5.92,14.55,0.79,20.07,194,1.000,0.00,0.00,4,41.50,7.26,108,2.16,8.30,2618,63.29,6.37,0.00,8.94,0.000,15.7,43,0.00,0
136.179,3.12,-0.16,-8.59,0.00,14.70,25,15,9.8,14.21,13.92,-5.86,14.55,0.80,20.04,194,1.000,0.00,0.00,4,41.00,7.27,108,2.18,8.37,2622,66.91,6.31,0.00,8.94,0.000,16.1,43,0.00,0
136.253,3.12,-0.16,-8.59,0.00,14.70,25,16,9.4,14.21,14.00,-5.69,14.55,0.82,19.91,194,1.000,0.00,0.00,4,40.00,7.82,108,2.18,8.47,2617,63.26,6.20,0.00,8.94,0.000,15.7,43,0.00,0
136.332,3.91,-0.16,-8.59,0.00,14.93,25,15,9.0,14.21,14.00,-5.69,14.55,0.82,19.70,194,1.000,0.00,0.00,4,39.50,7.76,108,2.16,8.59,2597,59.62,6.09,0.00,8.94,0.000,15.7,43,0.00,0
136.408,4.69,-0.08,-8.59,0.00,14.81,25,15,9.4,14.21,14.00,-5.94,14.55,0.80,20.04,194,1.000,0.00,0.00,4,41.00,7.26,108,2.16,8.39,2616,63.28,6.27,0.00,8.94,0.000,15.3,43,0.00,0
136.503,3.91,0.00,-8.59,0.00,14.47,25,15,9.0,14.21,14.00,-5.88,14.54,0.80,20.11,194,1.000,0.00,0.00,4,41.00,7.82,108,2.16,8.28,2618,59.64,6.35,0.00,8.94,0.000,15.7,43,0.00,0
136.568,3.91,-0.16,-8.59,0.00,14.47,25,16,9.0,14.21,14.00,-5.87,14.53,0.80,19.94,194,1.000,0.00,0.00,4,40.50,7.76,108,2.16,8.41,2598,59.63,6.26,0.00,8.94,0.000,15.3,43,0.00,0
136.659,3.91,-0.16,-8.59,0.00,14.59,25,16,9.0,14.21,13.92,-5.92,14.56,0.80,19.92,194,1.000,0.00,0.00,4,41.00,7.81,108,2.16,8.39,2615,59.64,6.27,0.00,8.94,0.000,15.3,43,0.00,0
136.758,3.91,-0.16,-8.59,0.00,14.47,25,16,9.4,14.21,14.16,-5.98,14.56,0.80,20.04,194,1.000,0.00,0.00,4,41.00,7.22,108,2.16,8.30,2604,63.28,6.38,0.00,8.94,0.000,15.3,43,0.00,0
136.848,3.12,-0.16,-8.59,0.00,14.47,25,16,9.4,14.21,14.00,-5.90,14.55,0.80,19.96,194,1.000,0.00,0.00,4,41.00,7.28,108,2.16,8.37,2624,63.25,6.30,0.00,8.94,0.000,15.7,43,0.00,0
136.932,3.91,-0.16,-8.59,0.00,14.59,25,16,9.0,14.21,13.84,-5.82,14.55,0.80,19.94,194,1.000,0.00,0.00,4,41.00,7.82,108,2.18,8.43,2618,59.59,6.27,0.00,8.94,0.000,15.7,43,0.00,0
137.008,3.91,-0.16,-8.59,0.00,14.70,25,15,9.0,14.21,14.08,-5.83,14.55,0.80,19.88,194,1.000,0.00,0.00,4,41.00,7.79,108,2.16,8.43,2608,55.97,6.25,0.00,8.94,0.000,15.3,43,0.00,0
137.108,4.69,0.00,-8.59,0.00,14.70,25,15,9.0,14.21,14.00,-6.10,14.54,0.77,20.36,194,1.000,0.00,0.00,4,42.00,7.18,108,2.12,8.18,2588,56.02,6.50,0.00,8.94,0.000,14.9,43,0.00,0
137.199,3.91,-0.08,-8.59,0.00,14.36,25,15,9.4,14.21,14.00,-6.17,14.54,0.76,20.62,194,1.000,0.00,0.00,4,43.00,7.22,108,2.14,8.10,2605,63.30,6.56,0.00,8.94,0.000,15.3,43,0.00,0
137.288,3.91,-0.16,-8.59,0.00,14.47,24,16,9.4,14.21,13.92,-5.94,14.55,0.78,20.00,194,1.000,0.00,0.00,4,42.00,7.28,108,2.18,8.33,2623,63.26,6.35,0.00,8.94,0.000,15.7,43,0.00,0
137.377,4.69,-0.16,-8.59,0.00,14.81,25,16,9.0,14.21,14.16,-5.81,14.56,0.80,19.87,194,1.000,0.00,0.00,4,41.00,7.82,108,2.18,8.43,2619,59.58,6.25,0.00,8.94,0.000,15.7,43,0.00,0
137.467,5.47,-0.08,-8.59,0.00,14.93,25,16,9.0,14.21,14.08,-6.00,14.54,0.79,19.91,194,1.000,0.00,0.00,4,41.00,7.21,108,2.14,8.41,2600,59.60,6.26,0.00,8.94,0.000,15.3,43,0.00,0
137.564,5.47,-0.08,-8.59,0.00,14.70,25,16,9.0,14.21,14.08,-6.06,14.54,0.78,20.27,194,1.000,0.00,0.00,4,42.00,7.21,108,2.14,8.20,2600,55.98,6.48,0.00,8.94,0.000,15.3,43,0.00,0
137.645,5.47,-0.08,-8.59,0.00,14.47,25,16,9.0,14.21,14.16,-6.08,14.54,0.78,20.22,194,1.000,0.00,0.00,4,42.00,7.21,108,2.16,8.22,2600,55.97,6.46,0.00,8.94,0.000,15.3,43,0.00,0
137.732,5.47,-0.08,-8.59,0.00,14.59,25,16,9.4,14.21,13.76,-6.08,14.55,0.78,20.11,194,1.000,0.00,0.00,4,42.00,7.23,108,2.14,8.28,2606,63.24,6.40,0.00,8.94,0.000,14.9,43,0.00,0
137.814,5.47,-0.16,-8.59,0.00,14.59,25,16,9.0,14.21,14.16,-6.04,14.55,0.77,20.23,194,1.000,0.00,0.00,4,42.50,7.27,108,2.16,8.20,2622,59.58,6.47,0.00,8.94,0.000,15.3,43,0.00,0
137.888,5.47,-0.16,-8.59,0.00,14.59,25,16,9.4,14.21,13.84,-5.95,14.55,0.78,20.07,194,1.000,0.00,0.00,4,41.50,7.22,108,2.18,8.28,2605,63.21,6.41,0.00,8.94,0.000,15.7,43,0.00,0
137.978,6.25,-0.16,-8.59,0.00,14.70,25,16,9.0,14.21,14.08,-5.85,14.55,0.80,19.94,194,1.000,0.00,0.00,4,41.00,7.79,108,2.18,8.31,2610,59.55,6.32,0.00,8.94,0.000,15.7,43,0.00,0
138.068,6.25,-0.16,-8.59,0.00,14.81,25,16,9.4,14.21,14.00,-5.91,14.55,0.79,19.94,194,1.000,0.00,0.00,4,41.50,7.80,108,2.14,8.33,2610,63.18,6.35,0.00,8.94,0.000,15.3,43,0.00,0
138.158,6.25,-0.16,-8.59,0.00,14.59,25,15,9.0,14.21,13.92,-5.91,14.55,0.78,20.15,194,1.000,0.00,0.00,4,42.00,7.85,108,2.16,8.31,2627,59.53,6.36,0.00,8.94,0.000,15.3,44,0.00,0
138.248,6.25,-0.16,-8.59,0.00,14.59,25,16,9.0,14.21,14.08,-5.95,14.55,0.78,20.08,194,1.000,0.00,0.00,4,42.00,7.84,108,2.16,8.30,2626,59.52,6.37,0.00,8.94,0.000,15.3,44,0.00,0
138.328,7.03,-0.16,-8.59,0.00,14.70,25,16,9.0,14.21,14.00,-5.99,14.55,0.78,20.16,194,1.000,0.00,0.00,4,42.50,7.30,108,2.16,8.30,2631,59.50,6.37,0.00,8.94,0.000,15.3,44,0.00,0
138.423,7.03,-0.16,-8.59,0.00,14.59,25,16,9.0,14.21,14.00,-6.05,14.55,0.77,20.16,194,1.000,0.00,0.00,4,42.50,7.25,108,2.16,8.24,2615,59.50,6.45,0.00,8.94,0.000,15.3,44,0.00,0
138.488,7.03,-0.16,-8.59,0.00,14.59,25,16,9.0,14.21,14.00,-6.02,14.55,0.77,20.11,194,1.000,0.00,0.00,4,43.00,7.31,106,2.16,8.24,2635,59.48,6.45,0.00,8.94,0.000,15.3,44,0.00,0
138.588,7.03,-0.16,-8.59,0.00,14.59,25,16,9.4,14.21,14.00,-6.05,14.55,0.77,20.19,194,1.000,0.00,0.00,4,43.00,7.32,106,2.16,8.24,2638,63.11,6.45,0.00,8.94,0.000,15.3,44,0.00,0
138.678,7.81,-0.16,-8.59,0.00,14.59,25,16,9.0,14.21,14.08,-5.94,14.55,0.78,20.08,194,1.000,0.00,0.00,4,42.00,7.87,106,2.18,8.28,2636,59.44,6.41,0.00,8.94,0.000,15.7,44,0.00,0
138.773,7.81,-0.16,-8.59,0.00,14.70,25,16,9.0,14.21,13.92,-5.96,14.55,0.78,19.95,194,1.000,0.00,0.00,4,42.00,7.88,106,2.16,8.35,2637,59.43,6.33,0.00,8.94,0.000,15.3,44,0.00,0
138.850,7.81,-0.16,-8.59,0.00,14.70,25,15,9.0,14.21,13.84,-6.00,14.55,0.77,20.08,194,1.000,0.00,0.00,4,42.00,7.84,106,2.16,8.30,2626,59.42,6.39,0.00,8.94,0.000,15.3,44,0.00,0
138.938,7.81,-0.08,-8.59,0.00,14.59,25,15,9.0,14.21,14.08,-6.00,14.55,0.77,20.11,194,1.000,0.00,0.00,4,43.00,7.28,106,2.14,8.20,2624,59.40,6.43,0.00,8.94,0.000,15.3,44,0.00,0
139.025,7.81,-0.16,-8.59,0.00,14.59,25,15,9.4,14.21,14.00,-6.06,14.55,0.76,20.18,194,1.000,0.00,0.00,4,43.50,7.34,106,2.14,8.18,2648,63.03,6.50,0.00,8.94,0.000,15.3,44,0.00,0
139.112,7.81,-0.16,-8.59,0.00,14.59,25,15,9.0,14.21,14.00,-6.00,14.55,0.76,20.11,194,1.000,0.00,0.00,4,43.50,7.35,106,2.18,8.24,2650,59.35,6.45,0.00,8.94,0.000,15.7,44,0.00,0
139.193,8.59,-0.16,-8.59,0.00,14.70,25,15,9.4,14.21,14.08,-5.99,14.55,0.77,20.02,194,1.000,0.00,0.00,4,42.50,7.88,106,2.16,8.30,2638,63.01,6.39,0.00,8.94,0.000,15.7,44,0.00,0
139.268,9.38,-0.08,-8.59,0.00,14.81,25,15,9.4,14.21,14.16,-5.94,14.54,0.77,19.92,194,1.000,0.00,0.00,4,43.00,7.93,106,2.18,8.37,2656,62.96,6.31,0.00,8.94,0.000,15.7,44,0.00,0
139.358,9.38,0.00,-8.59,0.00,14.70,25,15,9.0,14.21,14.00,-5.97,14.53,0.77,19.94,194,1.000,0.00,0.00,4,43.00,7.92,106,2.16,8.33,2651,55.65,6.34,0.00,8.94,0.000,15.3,44,0.00,0
139.444,9.38,-0.08,-8.59,0.00,14.59,25,15,9.0,14.21,14.00,-6.10,14.53,0.76,20.04,194,1.000,0.00,0.00,4,44.00,7.30,106,2.14,8.24,2634,59.29,6.44,0.00,8.94,0.000,15.3,44,0.00,0
139.518,9.38,-0.08,-8.59,0.00,14.59,25,15,9.4,14.21,14.00,-6.01,14.54,0.75,20.07,194,1.000,0.00,0.00,4,44.00,7.96,106,2.18,8.14,2664,62.92,6.53,0.00,8.94,0.000,15.7,44,0.00,0
139.603,9.38,-0.08,-8.59,0.00,14.59,25,15,9.0,14.21,14.08,-5.93,14.54,0.77,19.55,194,1.000,0.00,0.00,4,43.00,7.91,106,2.18,8.39,2649,59.24,6.31,0.00,8.94,0.000,15.3,44,0.00,0
139.678,9.38,-0.08,-8.59,0.00,14.70,25,15,9.4,14.21,14.16,-6.02,14.55,0.76,19.78,194,1.000,0.00,0.00,4,44.00,7.95,106,2.16,8.22,2663,62.86,6.46,0.00,8.94,0.000,15.3,44,0.00,0
139.768,10.16,-0.16,-8.59,0.00,14.70,25,15,9.0,14.21,13.84,-5.97,14.55,0.75,19.74,194,1.000,0.00,0.00,4,44.00,7.97,106,2.16,8.30,2667,59.19,6.39,0.00,8.94,0.000,15.7,45,0.00,0
139.865,10.16,-0.16,-8.59,0.00,14.70,25,15,9.0,14.21,13.84,-5.94,14.55,0.76,19.54,194,1.000,0.00,0.00,4,43.50,7.97,106,2.16,8.37,2670,59.18,6.31,0.00,8.94,0.000,15.3,45,0.00,0
139.934,10.16,-0.16,-8.59,0.00,14.59,25,15,9.0,14.21,14.08,-6.02,14.55,0.76,19.61,194,1.000,0.00,0.00,4,43.50,7.93,106,2.16,8.26,2654,59.17,6.42,0.00,8.94,0.000,15.3,45,0.00,0
140.024,10.16,-0.16,-8.59,0.00,14.59,25,14,9.4,14.21,13.92,-6.03,14.55,0.75,19.55,194,1.000,0.00,0.00,4,44.00,7.99,106,2.18,8.20,2675,62.79,6.47,0.00,8.94,0.000,15.7,45,0.00,0
140.088,10.16,-0.16,-8.59,0.00,14.47,25,15,9.4,14.21,13.76,-5.97,14.55,0.76,19.31,194,1.000,0.00,0.00,4,43.50,7.95,106,2.18,8.30,2663,62.76,6.39,0.00,8.94,0.000,15.7,45,0.00,0
140.194,10.16,-0.16,-8.59,0.00,14.59,25,14,9.4,14.21,14.08,-5.96,14.55,0.76,19.42,194,1.000,0.00,0.00,4,44.00,7.95,106,2.16,8.37,2664,62.74,6.30,0.00,8.94,0.000,15.3,45,0.00,0
140.282,10.16,-0.16,-8.59,0.00,14.59,25,14,9.0,14.21,14.08,-5.99,14.55,0.75,19.47,194,1.000,0.00,0.00,4,44.50,8.00,106,2.16,8.30,2677,59.09,6.39,0.00,8.94,0.000,15.3,45,0.00,0
140.360,10.94,-0.16,-8.59,0.00,14.59,25,14,9.4,14.21,13.84,-6.05,14.55,0.74,19.37,194,1.000,0.00,0.00,4,45.00,8.02,106,2.16,8.22,2684,62.71,6.46,0.00,8.94,0.000,15.7,45,0.00,0
140.449,10.16,-0.16,-8.59,0.00,14.59,25,14,9.4,14.21,14.08,-5.97,14.55,0.75,19.16,194,1.000,0.00,0.00,4,44.50,8.03,106,2.18,8.28,2688,62.68,6.38,0.00,8.94,0.000,15.7,45,0.00,0
140.547,10.16,-0.16,-8.59,0.00,14.47,25,14,9.0,14.21,13.84,-6.00,14.55,0.75,19.25,194,1.000,0.00,0.00,4,45.00,8.03,106,2.16,8.30,2690,59.00,6.39,0.00,8.94,0.000,15.7,45,0.00,0
140.642,10.16,-0.16,-8.59,0.00,14.47,25,14,9.0,14.21,14.08,-6.02,14.55,0.74,19.32,194,1.000,0.00,0.00,4,45.00,8.04,106,2.16,8.26,2692,58.98,6.42,0.00,8.94,0.000,15.3,45,0.00,0
140.720,10.16,-0.16,-8.59,0.00,14.59,25,14,9.0,14.21,14.08,-6.11,14.55,0.73,19.29,194,1.000,0.00,0.00,4,45.50,8.01,106,2.16,8.20,2681,58.97,6.49,0.00,8.94,0.000,15.3,45,0.00,0
140.821,10.16,-0.16,-8.59,0.00,14.59,25,14,9.4,14.21,14.08,-6.06,14.55,0.73,19.05,194,1.000,0.00,0.00,4,45.50,8.01,106,2.18,8.20,2682,62.59,6.47,0.00,8.94,0.000,15.7,45,0.00,0
140.912,10.16,-0.16,-8.59,0.00,14.59,25,14,9.4,14.21,13.92,-6.01,14.55,0.74,18.92,194,1.000,0.00,0.00,4,45.00,8.02,106,2.16,8.26,2686,62.55,6.42,0.00,8.94,0.000,15.7,45,0.00,0
140.996,10.94,-0.16,-8.59,0.00,14.59,25,14,9.4,14.21,14.16,-6.01,14.55,0.73,19.13,194,1.000,0.00,0.00,4,45.00,8.04,106,2.18,8.30,2694,62.53,6.38,0.00,8.94,0.000,15.7,45,0.00,0
141.079,10.94,-0.16,-8.59,0.00,14.59,25,14,9.4,14.21,14.00,-6.01,14.55,0.73,19.08,194,1.000,0.00,0.00,4,45.50,8.09,106,2.18,8.28,2709,62.50,6.41,0.00,8.94,0.000,15.7,45,0.00,0
141.163,10.94,-0.16,-8.59,0.00,14.59,25,14,9.0,14.21,13.92,-5.96,14.55,0.73,18.97,194,1.000,0.00,0.00,4,45.50,8.10,106,2.18,8.28,2713,58.82,6.41,0.00,8.94,0.000,15.7,45,0.00,0
141.238,10.94,-0.16,-8.59,0.00,14.59,25,13,9.4,14.21,14.00,-5.99,14.55,0.73,19.01,194,1.000,0.00,0.00,4,45.50,8.05,106,2.16,8.33,2695,62.46,6.34,0.00,8.94,0.000,15.3,45,0.00,0
141.332,10.94,-0.16,-8.59,0.00,14.59,25,13,9.4,14.21,14.08,-6.01,14.55,0.72,18.99,194,1.000,0.00,0.00,4,46.00,8.06,106,2.18,8.24,2699,62.44,6.45,0.00,8.94,0.000,15.7,45,0.00,0
141.421,10.94,-0.16,-8.59,0.00,14.59,25,13,9.8,14.21,14.08,-6.01,14.55,0.72,18.85,194,1.000,0.00,0.00,4,46.00,8.08,106,2.18,8.22,2707,66.06,6.46,0.00,8.94,0.000,15.7,45,0.00,0
141.499,10.94,-0.16,-8.59,0.00,14.47,25,13,9.4,14.21,13.84,-5.91,14.55,0.73,18.83,194,1.000,0.00,0.00,4,45.50,8.09,106,2.18,8.24,2710,62.37,6.40,0.00,8.94,0.000,15.7,45,0.00,0
141.596,10.94,-0.16,-8.59,0.00,14.59,25,13,9.4,14.21,14.00,-5.85,14.55,0.73,18.82,194,1.000,0.00,0.00,4,45.50,8.09,106,2.18,8.35,2710,62.33,6.33,0.00,8.94,0.000,15.7,45,0.00,0
