Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features Gen3][Reflash: LucasW_21STI_STG1e_COBBSF_93oct.ptm - Realtime: LucasW_21STI_STG1e_COBBSF_93oct.ptm]"
0.874,3.12,1.25,-7.03,0.00,14.36,3,0,0.0,14.36,14.56,-7.60,14.08,0.54,14.15,97,1.000,0.00,0.00,0,0.00,4.31,97,1.76,6.69,1554,0.00,1.72,0.00,0.00,0.000,10.2,0,0.00,0
0.986,3.12,1.25,-7.03,0.00,14.36,3,0,0.0,14.36,14.48,-7.64,14.08,0.54,14.17,97,1.000,0.00,0.00,0,0.50,4.29,97,1.74,6.65,1546,0.00,1.76,0.00,0.00,0.000,10.2,0,0.00,0
1.085,3.12,1.25,-7.03,0.00,14.24,3,0,0.0,14.36,14.40,-7.65,14.08,0.54,14.17,97,1.000,0.00,0.00,0,0.50,4.29,97,1.76,6.65,1546,0.00,1.77,0.00,0.00,0.000,10.2,0,0.00,0
1.170,3.12,1.33,-7.03,0.00,14.13,3,0,0.0,14.36,14.40,-7.64,14.08,0.54,14.15,97,1.000,0.00,0.00,0,2.00,4.24,97,1.76,6.65,1529,0.00,1.77,0.00,0.00,0.000,10.2,0,0.00,0
1.274,3.12,1.25,-7.03,0.00,14.01,3,0,0.0,14.36,14.40,-7.67,14.08,0.54,14.15,97,1.000,0.00,0.00,0,0.50,4.30,97,1.74,6.63,1550,0.00,1.79,0.00,0.00,0.000,10.2,0,0.00,0
1.363,3.12,1.33,-7.03,0.00,14.01,3,0,0.0,14.36,14.56,-7.70,14.08,0.53,14.17,97,1.000,0.00,0.00,0,1.00,4.27,97,1.74,6.61,1540,0.00,1.84,0.00,0.00,0.000,10.2,0,0.00,0
1.459,3.12,1.33,-7.03,0.00,14.01,3,0,0.0,14.36,14.48,-7.72,14.07,0.53,14.18,97,1.000,0.00,0.00,0,1.00,4.28,97,1.74,6.57,1543,0.00,1.87,0.00,0.00,0.000,10.2,0,0.00,0
1.542,3.12,1.33,-7.03,0.00,14.01,3,0,0.0,14.36,14.40,-7.73,14.08,0.53,14.19,97,1.000,0.00,0.00,0,2.00,4.26,97,1.74,6.57,1535,0.00,1.88,0.00,0.00,0.000,10.2,0,0.00,0
1.621,3.12,1.33,-7.03,0.00,13.90,3,0,0.0,14.36,14.48,-7.75,14.08,0.53,14.19,97,1.000,0.00,0.00,0,1.50,4.27,97,1.74,6.54,1540,0.00,1.91,0.00,0.00,0.000,10.2,0,0.00,0
1.700,3.12,1.25,-7.03,0.00,14.01,2,0,0.0,14.36,14.40,-7.75,14.08,0.53,14.18,97,1.000,0.00,0.00,0,1.00,4.29,97,1.74,6.54,1545,0.00,1.93,0.00,0.00,0.000,10.2,0,0.00,0
1.784,3.12,1.25,-7.03,0.00,14.01,3,0,0.0,14.36,14.48,-7.75,14.08,0.53,14.15,97,1.000,0.00,0.00,0,1.50,4.27,97,1.74,6.57,1540,0.00,1.90,0.00,0.00,0.000,9.8,0,0.00,0
1.864,3.12,1.25,-7.03,0.00,14.01,3,0,0.0,14.36,14.48,-7.75,14.09,0.53,14.15,97,1.000,0.00,0.00,0,1.50,4.26,97,1.74,6.56,1536,0.00,1.92,0.00,0.00,0.000,9.8,0,0.00,0
1.954,3.12,1.25,-7.03,0.00,14.01,3,0,0.0,14.36,14.32,-7.78,14.09,0.52,14.19,97,1.000,0.00,0.00,0,2.00,4.25,97,1.74,6.50,1533,0.00,1.99,0.00,0.00,0.000,9.8,0,0.00,0
2.049,3.12,1.25,-7.03,0.00,14.01,3,0,0.0,14.36,14.48,-7.81,14.09,0.52,14.19,97,1.000,0.00,0.00,0,0.50,4.32,97,1.74,6.48,1558,0.00,2.01,0.00,0.00,0.000,9.8,0,0.00,0
2.116,2.34,1.17,-7.03,0.00,14.01,3,0,0.0,14.36,14.48,-7.84,14.10,0.52,14.21,97,1.000,0.00,0.00,0,0.00,4.32,97,1.74,6.44,1559,0.00,2.05,0.00,0.00,0.000,9.8,0,0.00,0
2.220,2.34,1.17,-7.03,0.00,14.01,3,0,0.0,14.36,14.32,-7.86,14.11,0.52,14.19,97,1.000,0.00,0.00,0,1.00,4.30,97,1.74,6.46,1549,0.00,2.04,0.00,0.00,0.000,9.8,0,0.00,0
2.301,2.34,1.09,-7.03,0.00,14.01,3,0,0.0,14.36,14.40,-7.88,14.11,0.51,14.20,97,1.000,0.00,0.00,0,1.50,3.94,97,1.74,6.44,1540,0.00,2.04,0.00,0.00,0.000,9.8,0,0.00,0
2.381,2.34,0.94,-7.03,0.00,14.01,3,0,0.0,14.36,14.48,-7.88,14.12,0.51,14.20,97,1.000,0.00,0.00,0,2.50,3.92,97,1.74,6.42,1532,0.00,2.09,0.00,0.00,0.000,9.8,0,0.00,0
2.464,2.34,0.70,-7.03,0.00,14.01,3,0,0.0,14.36,14.40,-7.88,14.16,0.52,14.19,97,1.000,0.00,0.00,0,1.50,3.95,97,1.74,6.42,1541,0.00,2.10,0.00,0.00,0.000,9.8,0,0.00,0
2.554,2.34,0.39,-7.03,0.00,14.01,2,0,0.0,14.36,14.48,-7.89,14.19,0.52,14.17,97,1.000,0.00,0.00,0,1.50,3.95,97,1.74,6.44,1543,0.00,2.09,0.00,0.00,0.000,9.8,0,0.00,0
2.644,2.34,0.08,-7.03,0.00,14.13,2,0,0.0,14.36,14.48,-7.88,14.26,0.52,14.18,97,1.000,0.00,0.00,0,3.50,3.90,97,1.74,6.40,1523,0.00,2.13,0.00,0.00,0.000,9.8,0,0.00,0
2.740,1.56,-0.39,-7.03,0.00,14.13,3,0,0.0,14.36,14.40,-7.88,14.29,0.51,14.19,97,1.000,0.00,0.00,0,2.50,3.92,97,1.74,6.38,1530,0.00,2.15,0.00,0.00,0.000,9.8,0,0.00,0
2.817,1.56,-0.86,-7.03,0.00,14.13,2,0,0.0,14.36,14.48,-7.90,14.37,0.51,14.17,99,1.000,0.00,0.00,0,1.50,3.95,97,1.72,6.40,1542,0.00,2.14,0.00,0.00,0.000,9.8,0,0.00,0
2.909,1.56,-0.86,-7.03,0.00,14.13,3,0,0.0,14.36,14.48,-7.92,14.40,0.51,14.15,99,1.000,0.00,0.00,0,1.50,3.96,97,1.72,6.40,1546,0.00,2.15,0.00,0.00,0.000,9.8,0,0.00,0
2.990,1.56,-0.86,-7.03,0.00,14.13,3,0,0.0,14.36,14.32,-7.93,14.40,0.51,14.17,99,1.000,0.00,0.00,0,1.50,3.95,97,1.72,6.38,1543,0.00,2.19,0.00,0.00,0.000,9.8,0,0.00,0
3.079,0.78,-0.86,-7.03,0.00,14.13,3,0,0.0,14.36,14.48,-7.94,14.41,0.51,14.18,99,1.000,0.00,0.00,0,3.00,3.91,97,1.72,6.34,1528,0.00,2.21,0.00,0.00,0.000,9.8,0,0.00,0
3.157,0.78,-0.86,-7.03,0.00,14.13,3,0,0.0,14.36,14.40,-7.95,14.41,0.51,14.17,99,1.000,0.00,0.00,0,3.50,3.90,97,1.72,6.34,1522,0.00,2.22,0.00,0.00,0.000,9.8,0,0.00,0
3.251,0.78,-0.86,-7.03,0.00,14.24,3,0,0.0,14.36,14.40,-7.94,14.41,0.51,14.15,99,1.000,0.00,0.00,0,4.00,3.89,97,1.72,6.36,1518,0.00,2.21,0.00,0.00,0.000,9.8,0,0.00,0
3.326,0.78,-0.94,-7.03,0.00,14.24,3,0,0.0,14.36,14.40,-7.94,14.42,0.51,14.13,99,1.000,0.00,0.00,0,3.00,3.91,97,1.72,6.38,1526,0.00,2.20,0.00,0.00,0.000,9.8,0,0.00,0
3.408,0.78,-0.94,-7.03,0.00,14.36,3,0,0.0,14.36,14.40,-7.94,14.42,0.51,14.15,99,1.000,0.00,0.00,0,2.50,3.92,97,1.72,6.34,1533,0.00,2.25,0.00,0.00,0.000,9.8,0,0.00,0
3.482,0.78,-0.94,-7.03,0.00,14.36,3,0,0.0,14.36,14.48,-7.99,14.42,0.51,14.18,99,1.000,0.00,0.00,0,3.50,3.90,97,1.72,6.30,1522,0.00,2.29,0.00,0.00,0.000,9.8,0,0.00,0
3.562,0.78,-0.94,-7.03,0.00,14.36,3,0,0.0,14.36,14.40,-7.99,14.42,0.50,14.15,99,1.000,0.00,0.00,0,3.00,3.91,97,1.72,6.32,1527,0.00,2.27,0.00,0.00,0.000,9.8,0,0.00,0
3.649,0.78,-0.70,-7.03,0.00,14.36,3,0,0.0,14.36,14.48,-8.00,14.42,0.50,14.16,99,1.000,0.00,0.00,0,3.50,3.91,97,1.72,6.32,1526,0.00,2.29,0.00,0.00,0.000,9.8,0,0.00,0
3.734,0.78,-0.55,-7.03,0.00,14.36,2,0,0.0,14.36,14.40,-8.00,14.36,0.50,14.17,99,1.000,0.00,0.00,0,3.00,3.92,97,1.72,6.28,1530,0.00,2.32,0.00,0.00,0.000,9.8,0,0.00,0
3.830,0.78,-0.39,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-7.98,14.34,0.50,14.16,99,1.000,0.00,0.00,0,4.00,3.89,97,1.72,6.28,1520,0.00,2.32,0.00,0.00,0.000,9.8,0,0.00,0
3.894,0.78,-0.23,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-7.99,14.34,0.50,14.15,99,1.000,0.00,0.00,0,4.50,3.88,97,1.72,6.30,1516,0.00,2.32,0.00,0.00,0.000,9.8,0,0.00,0
3.991,0.78,-0.23,-7.03,0.00,14.36,2,0,0.0,14.36,14.40,-8.01,14.32,0.50,14.15,99,1.000,0.00,0.00,0,3.50,3.91,97,1.72,6.28,1526,0.00,2.35,0.00,0.00,0.000,9.8,0,0.00,0
4.065,0.78,-0.16,-7.03,0.00,14.36,3,0,0.0,14.36,14.32,-8.01,14.32,0.50,14.16,99,1.000,0.00,0.00,0,4.50,3.89,97,1.72,6.27,1518,0.00,2.36,0.00,0.00,0.000,9.8,0,0.00,0
4.134,0.78,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.32,-8.04,14.31,0.50,14.17,99,1.000,0.00,0.00,0,5.00,3.87,97,1.72,6.25,1514,0.00,2.38,0.00,0.00,0.000,9.8,0,0.00,0
4.218,0.78,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.32,-8.04,14.31,0.50,14.17,99,1.000,0.00,0.00,0,4.00,3.89,97,1.70,6.25,1520,0.00,2.38,0.00,0.00,0.000,9.8,0,0.00,0
4.306,0.78,-0.08,-7.03,0.00,14.36,3,0,0.0,14.36,14.56,-8.07,14.30,0.49,14.18,99,1.000,0.00,0.00,0,3.50,3.91,97,1.70,6.25,1526,0.00,2.40,0.00,0.00,0.000,9.8,0,0.00,0
4.385,0.78,-0.08,-7.03,0.00,14.36,3,0,0.0,14.36,14.40,-8.07,14.30,0.49,14.21,99,1.000,0.00,0.00,0,3.00,3.92,97,1.72,6.21,1530,0.00,2.45,0.00,0.00,0.000,9.8,0,0.00,0
4.454,0.78,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.07,14.30,0.49,14.21,99,1.000,0.00,0.00,0,4.00,3.90,97,1.72,6.21,1522,0.00,2.45,0.00,0.00,0.000,9.8,0,0.00,0
4.550,0.78,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.09,14.31,0.49,14.22,99,1.000,0.00,0.00,0,3.50,3.92,97,1.72,6.19,1531,0.00,2.47,0.00,0.00,0.000,9.8,0,0.00,0
4.634,0.78,-0.08,-7.03,0.00,14.24,3,0,0.0,14.36,14.40,-8.10,14.31,0.49,14.19,99,1.000,0.00,0.00,0,3.50,3.92,97,1.72,6.21,1530,0.00,2.46,0.00,0.00,0.000,9.8,0,0.00,0
4.724,0.78,-0.08,-7.03,0.00,14.36,3,0,0.0,14.36,14.40,-8.14,14.31,0.49,14.22,99,1.000,0.00,0.00,0,4.50,3.89,97,1.70,6.17,1518,0.00,2.46,0.00,0.00,0.000,9.8,0,0.00,0
4.798,0.78,-0.08,-7.03,0.00,14.36,3,0,0.0,14.36,14.56,-8.14,14.31,0.49,14.23,99,1.000,0.00,0.00,0,4.00,3.91,97,1.70,6.15,1526,0.00,2.52,0.00,0.00,0.000,9.4,0,0.00,0
4.877,0.78,-0.08,-7.03,0.00,14.47,3,0,0.0,14.36,14.40,-8.12,14.31,0.49,14.23,99,1.000,0.00,0.00,0,4.50,3.89,97,1.70,6.17,1520,0.00,2.52,0.00,0.00,0.000,9.8,0,0.00,0
4.970,1.56,-0.08,-7.03,0.00,14.47,3,0,0.0,14.36,14.48,-8.12,14.31,0.49,14.22,99,1.000,0.00,0.00,0,5.00,3.88,97,1.72,6.17,1517,0.00,2.52,0.00,0.00,0.000,9.8,0,0.00,0
5.053,1.56,-0.08,-7.03,0.00,14.47,3,0,0.0,14.36,14.48,-8.14,14.31,0.49,14.20,99,1.000,0.00,0.00,0,6.00,3.86,97,1.70,6.17,1508,0.00,2.53,0.00,0.00,0.000,9.8,0,0.00,0
5.135,1.56,0.00,-7.03,0.00,14.59,3,0,0.0,14.36,14.40,-8.12,14.30,0.49,14.19,99,1.000,0.00,0.00,0,4.00,3.91,97,1.70,6.17,1527,0.00,2.53,0.00,0.00,0.000,9.4,0,0.00,0
5.222,1.56,0.00,-7.03,0.00,14.59,3,0,0.0,14.36,14.48,-8.14,14.30,0.49,14.17,99,1.000,0.00,0.00,0,4.50,3.90,97,1.70,6.19,1522,0.00,2.52,0.00,0.00,0.000,9.4,0,0.00,0
5.297,1.56,0.00,-7.03,0.00,14.47,2,0,0.0,14.36,14.40,-8.15,14.30,0.49,14.21,99,1.000,0.00,0.00,0,3.50,3.92,97,1.70,6.15,1530,0.00,2.55,0.00,0.00,0.000,9.4,0,0.00,0
5.381,2.34,0.08,-7.03,0.00,14.47,2,0,0.0,14.36,14.32,-8.18,14.30,0.48,14.23,99,1.000,0.00,0.00,0,4.00,3.91,97,1.70,6.15,1526,0.00,2.57,0.00,0.00,0.000,9.4,0,0.00,0
5.455,2.34,0.00,-7.03,0.00,14.36,2,0,0.0,14.36,14.32,-8.18,14.30,0.48,14.27,99,1.000,0.00,0.00,0,5.00,3.88,97,1.70,6.11,1517,0.00,2.61,0.00,0.00,0.000,9.4,0,0.00,0
5.541,2.34,0.00,-7.03,0.00,14.36,3,0,0.0,14.36,14.48,-8.16,14.30,0.49,14.25,100,1.000,0.00,0.00,0,5.50,3.87,97,1.70,6.11,1512,0.00,2.62,0.00,0.00,0.000,9.4,0,0.00,0
5.619,2.34,0.00,-7.03,0.00,14.47,3,0,0.0,14.36,14.56,-8.17,14.31,0.48,14.23,100,1.000,0.00,0.00,0,4.50,3.90,97,1.70,6.11,1522,0.00,2.61,0.00,0.00,0.000,9.4,0,0.00,0
5.694,2.34,0.00,-7.03,0.00,14.47,2,0,0.0,14.36,14.40,-8.18,14.31,0.48,14.24,100,1.000,0.00,0.00,0,4.50,3.90,97,1.70,6.11,1524,0.00,2.59,0.00,0.00,0.000,9.4,0,0.00,0
5.782,2.34,0.00,-7.03,0.00,14.47,2,0,0.0,14.36,14.48,-8.18,14.31,0.48,14.23,100,1.000,0.00,0.00,0,6.00,3.86,97,1.70,6.11,1508,0.00,2.64,0.00,0.00,0.000,9.4,0,0.00,0
5.864,2.34,0.00,-7.03,0.00,14.47,2,0,0.0,14.36,14.48,-8.18,14.31,0.48,14.25,100,1.000,0.00,0.00,0,4.50,3.90,97,1.70,6.09,1524,0.00,2.65,0.00,0.00,0.000,9.4,0,0.00,0
5.949,2.34,0.00,-7.03,0.00,14.47,2,0,0.0,14.36,14.40,-8.18,14.31,0.48,14.26,100,1.000,0.00,0.00,0,5.50,3.87,97,1.70,6.09,1513,0.00,2.67,0.00,0.00,0.000,9.4,0,0.00,0
6.014,3.12,0.00,-7.03,0.00,14.47,2,0,0.0,14.36,14.40,-8.20,14.31,0.48,14.25,100,1.000,0.00,0.00,0,4.50,3.89,97,1.70,6.09,1521,0.00,2.64,0.00,0.00,0.000,9.4,0,0.00,0
6.099,3.12,0.00,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.23,14.31,0.48,14.28,100,1.000,0.00,0.00,0,5.00,3.89,97,1.70,6.05,1518,0.00,2.70,0.00,0.00,0.000,9.4,0,0.00,0
6.175,3.12,0.00,-7.03,0.00,14.47,2,0,0.0,14.36,14.40,-8.23,14.31,0.48,14.28,100,1.000,0.00,0.00,0,5.00,3.88,97,1.70,6.05,1516,0.00,2.72,0.00,0.00,0.000,9.4,0,0.00,0
6.261,3.12,0.00,-7.03,0.00,14.47,3,0,0.0,14.36,14.48,-8.23,14.31,0.48,14.25,100,1.000,0.00,0.00,0,6.00,3.87,97,1.70,6.07,1512,0.00,2.70,0.00,0.00,0.000,9.4,0,0.00,0
6.345,3.12,-0.08,-7.03,0.00,14.47,2,0,0.0,14.36,14.40,-8.23,14.31,0.48,14.25,100,1.000,0.00,0.00,0,4.50,3.90,97,1.68,6.07,1522,0.00,2.71,0.00,0.00,0.000,9.4,0,0.00,0
6.431,3.12,-0.08,-7.03,0.00,14.47,2,0,0.0,14.36,14.40,-8.22,14.32,0.48,14.27,100,1.000,0.00,0.00,0,5.00,3.89,97,1.68,6.05,1518,0.00,2.73,0.00,0.00,0.000,9.4,0,0.00,0
6.505,3.12,-0.08,-7.03,0.00,14.47,2,0,0.0,14.36,14.48,-8.22,14.32,0.48,14.28,100,1.000,0.00,0.00,0,7.00,3.85,97,1.70,6.05,1502,0.00,2.74,0.00,0.00,0.000,9.4,0,0.00,0
6.587,3.12,0.00,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.24,14.32,0.48,14.26,100,1.000,0.00,0.00,0,6.00,3.87,97,1.70,6.05,1510,0.00,2.74,0.00,0.00,0.000,9.4,0,0.00,0
6.662,3.12,0.00,-7.03,0.00,14.36,3,0,0.0,14.36,14.48,-8.27,14.31,0.47,14.27,100,1.000,0.00,0.00,0,5.50,3.88,97,1.68,6.03,1516,0.00,2.76,0.00,0.00,0.000,9.4,0,0.00,0
6.743,3.12,0.00,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.28,14.32,0.47,14.30,100,1.000,0.00,0.00,0,5.00,3.90,97,1.68,6.01,1523,0.00,2.79,0.00,0.00,0.000,9.4,0,0.00,0
6.817,3.12,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.40,-8.29,14.32,0.47,14.33,100,1.000,0.00,0.00,0,5.50,3.88,97,1.68,5.99,1516,0.00,2.82,0.00,0.00,0.000,9.4,0,0.00,0
6.899,3.12,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.27,14.33,0.47,14.32,100,1.000,0.00,0.00,0,7.50,3.84,97,1.68,5.99,1498,0.00,2.81,0.00,0.00,0.000,9.4,0,0.00,0
6.982,3.12,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.27,14.33,0.47,14.20,100,1.000,0.00,0.00,0,7.50,3.84,97,1.68,6.01,1498,0.00,2.79,0.00,0.00,0.000,9.4,0,0.00,0
7.059,3.12,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.26,14.33,0.47,14.28,100,1.000,0.00,0.00,0,8.00,3.82,97,1.68,6.01,1491,0.00,2.81,0.00,0.00,0.000,9.4,0,0.00,0
7.144,3.12,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.40,-8.26,14.33,0.47,14.19,100,1.000,0.00,0.00,0,6.00,3.87,97,1.68,6.01,1512,0.00,2.80,0.00,0.00,0.000,9.4,0,0.00,0
7.215,3.12,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.27,14.33,0.47,14.19,100,1.000,0.00,0.00,0,7.00,3.85,97,1.68,6.03,1502,0.00,2.82,0.00,0.00,0.000,9.4,0,0.00,0
7.297,3.91,-0.08,-7.03,0.00,14.47,2,0,0.0,14.36,14.40,-8.27,14.33,0.47,14.19,100,1.000,0.00,0.00,0,6.50,3.86,97,1.68,6.01,1508,0.00,2.82,0.00,0.00,0.000,9.4,0,0.00,0
7.384,3.91,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.29,14.33,0.47,14.30,100,1.000,0.00,0.00,0,6.50,3.86,97,1.68,5.99,1507,0.00,2.85,0.00,0.00,0.000,9.4,0,0.00,0
7.466,3.91,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.32,14.33,0.47,14.32,100,1.000,0.00,0.00,0,6.50,3.86,97,1.68,5.96,1507,0.00,2.89,0.00,0.00,0.000,9.0,0,0.00,0
7.538,3.91,0.00,-7.03,0.00,14.36,2,0,0.0,14.36,14.40,-8.33,14.33,0.46,14.36,100,1.000,0.00,0.00,0,6.00,3.87,97,1.68,5.94,1512,0.00,2.91,0.00,0.00,0.000,9.0,0,0.00,0
7.619,3.91,0.00,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.35,14.32,0.46,14.34,100,1.000,0.00,0.00,0,7.00,3.86,97,1.68,5.96,1506,0.00,2.91,0.00,0.00,0.000,9.0,0,0.00,0
7.695,3.91,-0.08,-7.03,0.00,14.24,2,0,0.0,14.36,14.48,-8.34,14.33,0.46,14.38,100,1.000,0.00,0.00,0,6.50,3.55,97,1.68,5.92,1511,0.00,2.94,0.00,0.00,0.000,9.0,0,0.00,0
7.781,3.91,-0.08,-7.03,0.00,14.24,2,0,0.0,14.36,14.48,-8.37,14.33,0.46,14.39,100,1.000,0.00,0.00,0,5.50,3.57,97,1.68,5.92,1521,0.00,2.95,0.00,0.00,0.000,9.0,0,0.00,0
7.862,3.91,-0.08,-7.03,0.00,14.24,2,0,0.0,14.36,14.40,-8.38,14.34,0.46,14.40,100,1.000,0.00,0.00,0,5.50,3.56,97,1.68,5.90,1518,0.00,2.97,0.00,0.00,0.000,9.0,0,0.00,0
7.948,3.91,-0.08,-7.03,0.00,14.36,2,0,0.0,14.36,14.48,-8.37,14.34,0.46,14.36,100,1.000,0.00,0.00,0,6.50,3.54,97,1.68,5.92,1509,0.00,2.97,0.00,0.00,0.000,9.0,0,0.00,0
8.034,3.91,-0.08,-7.03,0.00,14.24,3,0,0.0,14.36,14.48,-8.37,14.34,0.46,14.36,100,1.000,0.00,0.00,0,6.00,3.56,97,1.68,5.92,1516,0.00,2.96,0.00,0.00,0.000,9.0,0,0.00,0
8.121,3.91,-0.08,-7.03,0.00,14.36,3,0,0.0,14.36,14.56,-8.39,14.34,0.46,14.36,100,1.000,0.00,0.00,0,6.50,3.87,97,1.68,5.92,1512,0.00,2.98,0.00,0.00,0.000,9.0,0,0.00,0
8.202,3.91,-0.08,-7.03,0.00,14.36,3,0,0.0,14.36,14.48,-8.39,14.34,0.46,14.36,100,1.000,0.00,0.00,0,7.00,3.53,97,1.66,5.90,1506,0.00,2.99,0.00,0.00,0.000,9.0,0,0.00,0
8.277,3.91,-0.08,-7.03,0.00,14.36,3,0,0.0,14.36,14.48,-8.39,14.34,0.46,14.36,100,1.000,0.00,0.00,0,6.50,3.55,97,1.68,5.90,1512,0.00,3.00,0.00,0.00,0.000,9.0,0,0.00,0
8.362,3.91,-0.08,-7.03,0.00,14.36,3,0,0.0,14.36,14.40,-8.40,14.34,0.46,14.27,100,1.000,0.00,0.00,0,6.00,3.56,97,1.68,5.92,1518,0.00,3.00,0.00,0.00,0.000,9.0,0,0.00,0
8.441,3.91,-0.08,-7.03,0.00,14.36,3,0,0.0,14.36,14.40,-8.39,14.34,0.46,14.38,102,1.000,0.00,0.00,0,6.50,3.55,97,1.66,5.88,1514,0.00,3.03,0.00,0.00,0.000,9.0,0,0.00,0
