Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features Gen3][Reflash: LucasW_21STI_STG1e_COBBSF_93oct.ptm - Realtime: LucasW_21STI_STG1e_COBBSF_93oct.ptm]"
26.222,0.78,-0.39,-5.47,0.00,14.24,3,0,2.4,14.36,14.48,-8.94,14.50,0.35,14.87,111,1.000,0.00,0.00,1,29.00,1.83,99,1.34,5.39,954,8.63,4.49,0.00,0.00,0.000,5.1,5,0.00,0
26.302,0.78,-0.31,-4.69,0.00,14.36,3,0,2.0,14.36,14.48,-9.04,14.50,0.34,14.96,111,1.000,0.00,0.00,1,29.00,1.86,99,1.36,5.30,968,8.43,4.59,0.00,0.00,0.000,5.1,5,0.00,0
26.388,0.78,-0.31,-4.69,0.00,14.47,3,0,2.4,14.36,14.48,-9.13,14.50,0.33,15.05,111,1.000,0.00,0.00,1,29.00,1.75,99,1.34,5.16,912,8.58,4.73,0.00,0.00,0.000,5.1,5,0.00,0
26.461,0.78,-0.31,-4.69,0.00,14.59,2,0,0.8,14.36,14.40,-9.10,14.50,0.34,15.03,111,1.000,0.00,0.00,1,28.50,1.69,99,1.36,5.18,881,8.52,4.71,0.00,0.00,0.000,5.1,5,0.00,0
26.543,1.56,-0.16,-4.69,0.00,14.59,3,0,0.0,14.36,14.32,-9.09,14.49,0.34,14.98,111,1.000,0.00,0.00,1,29.00,1.71,99,1.34,5.20,888,8.07,4.69,0.00,0.00,0.000,5.1,5,0.00,0
26.630,1.56,0.00,-3.91,0.00,14.59,3,0,0.0,14.36,14.40,-9.16,14.48,0.33,14.97,111,1.000,0.00,0.00,1,28.00,1.77,99,1.34,5.20,924,0.00,4.69,0.00,0.00,0.000,4.7,5,0.00,0
26.709,1.56,0.08,-3.91,0.00,14.70,3,0,0.0,14.36,14.48,-9.32,14.44,0.32,15.09,111,1.000,0.00,0.00,1,27.50,1.75,99,1.28,5.05,909,0.00,4.86,0.00,0.00,0.000,4.3,5,0.00,0
26.785,1.56,0.16,-3.91,0.00,14.70,3,0,0.0,14.36,14.48,-9.45,14.43,0.31,15.20,111,1.000,0.00,0.00,1,26.50,1.55,99,1.28,4.91,908,0.00,5.00,0.00,0.00,0.000,4.3,5,0.00,0
26.874,2.34,0.16,-3.12,0.00,14.81,3,0,0.0,14.36,14.32,-9.55,14.43,0.29,15.28,111,1.000,0.00,0.00,1,24.00,1.60,99,1.26,4.80,937,0.00,5.11,0.00,0.00,0.000,4.3,5,0.00,0
26.939,2.34,0.16,-3.12,0.00,14.81,3,0,0.0,14.36,14.40,-9.63,14.42,0.28,15.34,111,1.000,0.00,0.00,1,22.00,1.60,99,1.28,4.72,940,0.00,5.20,0.00,0.00,0.000,4.3,5,0.00,0
27.022,2.34,0.08,-3.12,0.00,14.70,3,0,0.0,14.36,14.40,-9.68,14.43,0.28,15.38,111,1.000,0.00,0.00,1,21.50,1.60,99,1.26,4.62,935,0.00,5.30,0.00,0.00,0.000,4.3,4,0.00,0
27.114,2.34,0.08,-3.12,0.00,14.70,3,0,0.0,14.36,14.56,-9.71,14.44,0.27,15.38,111,1.000,0.00,0.00,0,21.00,1.58,99,1.28,4.58,928,0.00,5.32,0.00,0.00,0.000,4.3,4,0.00,0
27.187,2.34,0.08,-3.12,0.00,14.59,3,0,0.0,14.36,14.40,-9.73,14.44,0.27,15.36,111,1.000,0.00,0.00,0,20.50,1.58,99,1.26,4.58,927,0.00,5.34,0.00,0.00,0.000,4.3,4,0.00,0
27.297,2.34,0.08,-2.34,0.00,14.59,3,0,0.0,14.36,14.32,-9.69,14.44,0.27,15.29,111,1.000,0.00,0.00,0,20.00,1.57,99,1.26,4.60,922,0.00,5.32,0.00,0.00,0.000,4.3,4,0.00,0
27.360,2.34,0.00,-2.34,0.00,14.59,3,0,0.0,14.36,14.40,-9.66,14.45,0.27,15.25,111,1.000,0.00,0.00,0,20.50,1.56,99,1.30,4.62,914,0.00,5.31,0.00,0.00,0.000,4.3,4,0.00,0
27.464,2.34,0.00,-2.34,0.00,14.59,3,0,0.0,14.36,14.48,-9.66,14.45,0.27,15.21,111,1.000,0.00,0.00,0,21.00,1.53,99,1.28,4.64,898,0.00,5.29,0.00,0.00,0.000,4.3,4,0.00,0
27.543,2.34,0.00,-2.34,0.00,14.59,3,0,0.0,14.36,14.48,-9.64,14.45,0.28,15.16,111,1.000,0.00,0.00,0,22.00,1.49,99,1.30,4.66,875,0.00,5.28,0.00,0.00,0.000,4.7,4,0.00,0
27.633,3.12,0.00,-2.34,0.00,14.70,3,0,0.0,14.36,14.40,-9.62,14.45,0.28,15.15,111,1.000,0.00,0.00,0,23.00,1.45,99,1.30,4.66,849,0.00,5.25,0.00,0.00,0.000,4.7,4,0.00,0
27.713,3.12,0.00,-1.56,0.00,14.81,3,0,0.0,14.36,14.48,-9.54,14.46,0.29,15.08,111,1.000,0.00,0.00,0,23.00,1.42,99,1.32,4.72,833,0.00,5.22,0.00,0.00,0.000,4.7,4,0.00,0
27.777,3.12,-0.08,-1.56,0.00,14.81,3,0,0.0,14.36,14.40,-9.45,14.46,0.30,15.02,111,1.000,0.00,0.00,0,23.00,1.43,99,1.32,4.76,838,0.00,5.17,0.00,0.00,0.000,4.7,4,0.00,0
27.881,3.91,-0.08,-1.56,0.00,14.93,3,0,0.0,14.36,14.48,-9.37,14.46,0.31,14.87,111,1.000,0.00,0.00,0,22.50,1.63,99,1.32,4.91,850,0.00,5.03,0.00,0.00,0.000,4.7,4,0.00,0
27.963,3.91,0.00,-1.56,0.00,14.93,3,0,0.0,14.36,14.40,-9.33,14.46,0.31,14.84,111,1.000,0.00,0.00,0,22.50,1.65,99,1.32,4.93,858,0.00,5.00,0.00,0.00,0.000,4.7,4,0.00,0
28.048,3.91,0.00,-1.56,0.00,15.04,3,0,0.0,14.36,14.48,-9.29,14.45,0.31,14.76,111,1.000,0.00,0.00,0,22.00,1.66,99,1.32,5.01,863,0.00,4.94,0.00,0.00,0.000,4.7,4,0.00,0
28.140,4.69,0.00,-1.56,0.00,14.93,3,0,0.0,14.36,14.48,-9.32,14.45,0.31,14.76,111,1.000,0.00,0.00,0,21.50,1.68,99,1.32,4.99,876,0.00,4.95,0.00,0.00,0.000,4.7,4,0.00,0
28.238,4.69,0.00,-1.56,0.00,14.93,3,0,0.0,14.36,14.48,-9.34,14.45,0.31,14.78,111,1.000,0.00,0.00,0,20.50,1.72,99,1.32,4.97,895,0.00,4.98,0.00,0.00,0.000,4.7,3,0.00,0
28.322,4.69,0.00,-0.78,0.00,14.81,3,0,0.0,14.36,14.32,-9.37,14.45,0.31,14.80,111,1.000,0.00,0.00,0,19.50,1.73,99,1.30,4.93,902,0.00,5.02,0.00,0.00,0.000,4.7,3,0.00,0
28.410,4.69,0.00,-0.78,0.00,14.81,3,0,0.0,14.36,14.48,-9.41,14.46,0.31,14.82,111,1.000,0.00,0.00,0,19.00,1.74,99,1.32,4.91,907,0.00,5.04,0.00,0.00,0.000,4.7,3,0.00,0
28.483,4.69,0.00,-0.78,0.00,14.70,3,0,0.0,14.36,14.40,-9.43,14.46,0.30,14.84,111,1.000,0.00,0.00,0,18.50,1.76,99,1.32,4.87,916,0.00,5.08,0.00,0.00,0.000,5.1,3,0.00,0
28.573,4.69,0.00,-0.78,0.00,14.59,3,0,0.0,14.36,14.48,-9.46,14.46,0.30,14.86,111,1.000,0.00,0.00,0,17.50,1.79,99,1.32,4.83,931,0.00,5.12,0.00,0.00,0.000,5.1,3,0.00,0
28.659,4.69,0.00,0.78,0.00,14.47,3,0,0.0,14.36,14.32,-9.49,14.46,0.30,14.84,111,1.000,0.00,0.00,0,17.50,1.78,99,1.32,4.83,927,0.00,5.13,0.00,0.00,0.000,5.1,2,0.00,0
28.749,4.69,0.00,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.50,14.46,0.30,14.86,111,1.000,0.00,0.00,0,17.00,1.79,99,1.32,4.81,933,0.00,5.16,0.00,0.00,0.000,5.1,2,0.00,0
28.836,4.69,0.00,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.50,14.46,0.30,14.85,111,1.000,0.00,0.00,0,17.00,1.79,99,1.34,4.80,934,0.00,5.16,0.00,0.00,0.000,5.1,2,0.00,0
28.933,4.69,0.00,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.49,14.46,0.30,14.83,111,1.000,0.00,0.00,0,18.00,1.78,99,1.34,4.81,926,0.00,5.15,0.00,0.00,0.000,5.1,2,0.00,0
28.998,4.69,0.00,0.78,0.00,14.24,3,0,0.0,14.36,14.48,-9.46,14.46,0.30,14.79,111,1.000,0.00,0.00,0,17.00,1.80,99,1.32,4.85,940,0.00,5.12,0.00,0.00,0.000,5.1,2,0.00,0
29.105,3.91,0.00,0.78,0.00,14.24,3,0,0.0,14.36,14.32,-9.46,14.46,0.30,14.80,111,1.000,0.00,0.00,0,17.00,1.79,99,1.32,4.81,933,0.00,5.15,0.00,0.00,0.000,5.1,2,0.00,0
29.182,3.91,-0.08,0.78,0.00,14.24,3,0,0.0,14.36,14.48,-9.50,14.46,0.30,14.78,111,1.000,0.00,0.00,0,17.00,1.80,99,1.34,4.83,937,0.00,5.13,0.00,0.00,0.000,5.1,2,0.00,0
29.263,3.91,-0.08,0.78,0.00,14.24,3,0,0.0,14.36,14.40,-9.49,14.46,0.30,14.79,111,1.000,0.00,0.00,0,16.50,1.81,99,1.32,4.81,941,0.00,5.16,0.00,0.00,0.000,5.1,2,0.00,0
29.352,3.91,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.32,-9.50,14.46,0.30,14.79,111,1.000,0.00,0.00,0,17.50,1.79,99,1.32,4.80,933,0.00,5.18,0.00,0.00,0.000,5.1,2,0.00,0
29.455,3.91,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.50,14.46,0.30,14.79,111,1.000,0.00,0.00,0,17.50,1.79,99,1.32,4.80,933,0.00,5.18,0.00,0.00,0.000,5.1,2,0.00,0
29.531,3.91,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.50,14.46,0.30,14.76,111,1.000,0.00,0.00,0,16.50,1.81,99,1.34,4.81,942,0.00,5.17,0.00,0.00,0.000,5.1,2,0.00,0
29.601,3.91,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.51,14.46,0.30,14.79,111,1.000,0.00,0.00,0,17.50,1.79,99,1.34,4.78,930,0.00,5.20,0.00,0.00,0.000,5.1,2,0.00,0
29.682,3.91,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.53,14.46,0.30,14.77,111,1.000,0.00,0.00,0,17.50,1.79,99,1.32,4.78,930,0.00,5.19,0.00,0.00,0.000,5.1,2,0.00,0
29.771,3.91,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.40,-9.50,14.47,0.30,14.75,111,1.000,0.00,0.00,0,17.50,1.78,99,1.32,4.80,929,0.00,5.19,0.00,0.00,0.000,5.1,2,0.00,0
29.844,3.91,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.51,14.47,0.30,14.76,111,1.000,0.00,0.00,0,17.00,1.80,99,1.32,4.78,936,0.00,5.22,0.00,0.00,0.000,5.1,2,0.00,0
29.934,3.91,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.53,14.47,0.30,14.75,111,1.000,0.00,0.00,0,17.00,1.79,99,1.34,4.78,934,0.00,5.20,0.00,0.00,0.000,5.1,2,0.00,0
30.008,3.91,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.53,14.47,0.30,14.76,111,1.000,0.00,0.00,0,17.50,1.78,99,1.34,4.76,928,0.00,5.23,0.00,0.00,0.000,5.1,2,0.00,0
30.085,3.91,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.40,-9.54,14.47,0.30,14.74,111,1.000,0.00,0.00,0,18.00,1.77,99,1.34,4.78,924,0.00,5.22,0.00,0.00,0.000,5.1,2,0.00,0
30.173,3.91,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.53,14.47,0.30,14.74,111,1.000,0.00,0.00,0,17.50,1.78,99,1.32,4.76,930,0.00,5.23,0.00,0.00,0.000,5.1,2,0.00,0
30.252,3.91,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.50,14.47,0.30,14.72,111,1.000,0.00,0.00,0,17.00,1.79,99,1.32,4.78,934,0.00,5.21,0.00,0.00,0.000,5.1,2,0.00,0
30.327,3.91,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.32,-9.53,14.47,0.30,14.71,111,1.000,0.00,0.00,0,17.00,1.79,99,1.32,4.80,932,0.00,5.20,0.00,0.00,0.000,5.1,2,0.00,0
30.408,3.91,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.50,14.47,0.30,14.69,111,1.000,0.00,0.00,0,17.00,1.80,99,1.34,4.80,936,0.00,5.20,0.00,0.00,0.000,5.1,2,0.00,0
30.500,3.91,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.50,14.47,0.30,14.70,111,1.000,0.00,0.00,0,16.50,1.80,99,1.34,4.78,938,0.00,5.22,0.00,0.00,0.000,5.1,2,0.00,0
30.593,3.91,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.53,14.47,0.30,14.69,111,1.000,0.00,0.00,0,17.00,1.79,99,1.32,4.80,932,0.00,5.21,0.00,0.00,0.000,5.1,1,0.00,0
30.684,3.91,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.32,-9.50,14.47,0.30,14.68,111,1.000,0.00,0.00,0,17.00,1.79,99,1.32,4.80,930,0.00,5.21,0.00,0.00,0.000,5.1,1,0.00,0
30.773,3.91,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.51,14.47,0.30,14.70,111,1.000,0.00,0.00,0,16.50,1.80,99,1.34,4.78,939,0.00,5.24,0.00,0.00,0.000,5.1,1,0.00,0
30.847,3.12,-0.16,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.51,14.47,0.30,14.67,113,1.000,0.00,0.00,0,17.50,1.78,99,1.34,4.80,925,0.00,5.22,0.00,0.00,0.000,5.1,1,0.00,0
30.924,3.12,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.50,14.48,0.30,14.66,113,1.000,0.00,0.00,0,17.50,1.78,99,1.34,4.80,928,0.00,5.22,0.00,0.00,0.000,5.1,1,0.00,0
31.013,3.12,-0.16,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.50,14.48,0.30,14.67,113,1.000,0.00,0.00,0,16.50,1.80,99,1.32,4.78,938,0.00,5.23,0.00,0.00,0.000,5.1,1,0.00,0
31.088,3.12,-0.16,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.50,14.48,0.30,14.66,113,1.000,0.00,0.00,0,16.50,1.80,99,1.32,4.80,940,0.00,5.22,0.00,0.00,0.000,5.1,1,0.00,0
31.161,3.12,-0.23,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.50,14.49,0.30,14.66,113,1.000,0.00,0.00,0,17.00,1.79,99,1.32,4.80,930,0.00,5.22,0.00,0.00,0.000,5.1,1,0.00,0
31.248,3.12,-0.31,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.50,14.50,0.30,14.65,113,1.000,0.00,0.00,0,16.50,1.80,99,1.34,4.80,936,0.00,5.23,0.00,0.00,0.000,5.1,1,0.00,0
31.330,3.12,-0.31,0.78,0.00,14.24,3,0,0.0,14.36,14.40,-9.49,14.51,0.30,14.56,113,1.000,0.00,0.00,0,16.00,1.82,99,1.34,4.81,946,0.00,5.22,0.00,0.00,0.000,5.1,1,0.00,0
31.411,3.12,-0.31,0.78,0.00,14.24,3,0,0.0,14.36,14.40,-9.50,14.51,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.81,99,1.32,4.80,940,0.00,5.23,0.00,0.00,0.000,5.1,1,0.00,0
31.484,2.34,-0.31,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.53,14.51,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.80,99,1.32,4.80,938,0.00,5.23,0.00,0.00,0.000,5.1,1,0.00,0
31.574,2.34,-0.31,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.51,14.51,0.30,14.65,113,1.000,0.00,0.00,0,16.50,1.80,99,1.34,4.78,940,0.00,5.26,0.00,0.00,0.000,5.1,1,0.00,0
31.642,2.34,-0.31,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.53,14.51,0.30,14.66,113,1.000,0.00,0.00,0,16.50,1.80,99,1.34,4.78,939,0.00,5.26,0.00,0.00,0.000,5.1,1,0.00,0
31.727,2.34,-0.31,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.53,14.51,0.30,14.66,113,1.000,0.00,0.00,0,16.50,1.81,99,1.34,4.78,942,0.00,5.26,0.00,0.00,0.000,5.1,1,0.00,0
31.810,2.34,-0.23,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.53,14.51,0.30,14.66,113,1.000,0.00,0.00,0,17.00,1.79,99,1.32,4.76,934,0.00,5.28,0.00,0.00,0.000,5.1,1,0.00,0
31.895,2.34,-0.23,0.78,0.00,14.36,3,0,0.0,14.36,14.32,-9.53,14.50,0.30,14.56,113,1.000,0.00,0.00,0,17.00,1.79,99,1.32,4.78,931,0.00,5.27,0.00,0.00,0.000,5.1,1,0.00,0
31.972,2.34,-0.23,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.51,14.50,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.80,99,1.34,4.80,936,0.00,5.25,0.00,0.00,0.000,5.1,1,0.00,0
32.039,2.34,-0.23,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.51,14.50,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.80,99,1.34,4.78,937,0.00,5.28,0.00,0.00,0.000,5.1,1,0.00,0
32.135,2.34,-0.16,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.50,14.49,0.30,14.56,113,1.000,0.00,0.00,0,18.00,1.76,99,1.34,4.80,915,0.00,5.25,0.00,0.00,0.000,5.1,1,0.00,0
32.212,2.34,-0.16,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.49,14.49,0.30,14.56,113,1.000,0.00,0.00,0,17.50,1.76,99,1.32,4.81,919,0.00,5.25,0.00,0.00,0.000,5.1,1,0.00,0
32.287,2.34,-0.16,0.78,0.00,14.36,3,0,0.0,14.36,14.32,-9.48,14.48,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.79,99,1.32,4.81,933,0.00,5.25,0.00,0.00,0.000,5.1,1,0.00,0
32.375,2.34,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.47,14.48,0.30,14.56,113,1.000,0.00,0.00,0,17.00,1.78,99,1.32,4.85,929,0.00,5.21,0.00,0.00,0.000,5.1,1,0.00,0
32.439,2.34,-0.16,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.47,14.48,0.30,14.56,113,1.000,0.00,0.00,0,17.00,1.78,99,1.34,4.81,924,0.00,5.24,0.00,0.00,0.000,5.1,1,0.00,0
32.522,2.34,-0.16,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.50,14.49,0.30,14.56,113,1.000,0.00,0.00,0,17.00,1.78,99,1.34,4.80,928,0.00,5.27,0.00,0.00,0.000,5.1,1,0.00,0
32.602,1.56,-0.16,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.49,14.49,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.79,99,1.32,4.81,934,0.00,5.26,0.00,0.00,0.000,5.1,1,0.00,0
32.691,1.56,-0.16,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.48,14.49,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.79,99,1.34,4.81,932,0.00,5.27,0.00,0.00,0.000,5.1,1,0.00,0
32.780,1.56,-0.16,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.48,14.49,0.30,14.56,113,1.000,0.00,0.00,0,17.50,1.77,99,1.34,4.81,921,0.00,5.26,0.00,0.00,0.000,5.1,1,0.00,0
32.874,1.56,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.48,14.48,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.80,99,1.34,4.81,935,0.00,5.26,0.00,0.00,0.000,5.1,1,0.00,0
32.954,1.56,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.49,14.48,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.79,99,1.32,4.81,933,0.00,5.28,0.00,0.00,0.000,5.1,1,0.00,0
33.043,1.56,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.50,14.48,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.78,99,1.34,4.80,928,0.00,5.29,0.00,0.00,0.000,5.1,1,0.00,0
33.121,1.56,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.51,14.48,0.30,14.56,113,1.000,0.00,0.00,0,16.00,1.80,99,1.34,4.80,936,0.00,5.29,0.00,0.00,0.000,5.1,1,0.00,0
33.204,1.56,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.51,14.48,0.30,14.56,113,1.000,0.00,0.00,0,16.00,1.80,99,1.34,4.78,938,0.00,5.32,0.00,0.00,0.000,5.1,1,0.00,0
33.281,1.56,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.53,14.48,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.79,99,1.30,4.80,935,0.00,5.30,0.00,0.00,0.000,5.1,1,0.00,0
33.367,1.56,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.53,14.48,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.79,99,1.32,4.78,934,0.00,5.33,0.00,0.00,0.000,5.1,1,0.00,0
33.441,1.56,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.55,14.48,0.30,14.56,113,1.000,0.00,0.00,0,16.00,1.80,99,1.32,4.76,939,0.00,5.35,0.00,0.00,0.000,5.1,1,0.00,0
33.528,1.56,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.54,14.48,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.79,99,1.32,4.76,934,0.00,5.34,0.00,0.00,0.000,5.1,1,0.00,0
33.610,1.56,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.54,14.48,0.30,14.56,113,1.000,0.00,0.00,0,17.00,1.78,99,1.32,4.76,926,0.00,5.35,0.00,0.00,0.000,5.1,1,0.00,0
33.704,1.56,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.40,-9.55,14.48,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.79,99,1.32,4.76,931,0.00,5.37,0.00,0.00,0.000,5.1,1,0.00,0
33.795,1.56,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.40,-9.55,14.49,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.78,99,1.32,4.76,928,0.00,5.37,0.00,0.00,0.000,5.1,1,0.00,0
33.874,1.56,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.55,14.49,0.30,14.56,113,1.000,0.00,0.00,0,18.00,1.74,99,1.32,4.76,908,0.00,5.37,0.00,0.00,0.000,5.1,1,0.00,0
33.961,1.56,-0.16,0.78,0.00,14.47,3,0,0.0,14.36,14.40,-9.55,14.49,0.30,14.56,113,1.000,0.00,0.00,0,17.00,1.77,99,1.30,4.76,922,0.00,5.37,0.00,0.00,0.000,4.7,1,0.00,0
34.053,1.56,-0.16,0.78,0.00,14.47,3,0,0.0,14.36,14.40,-9.54,14.50,0.30,14.56,113,1.000,0.00,0.00,0,17.00,1.76,99,1.32,4.76,918,0.00,5.36,0.00,0.00,0.000,4.7,1,0.00,0
34.132,1.56,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.54,14.49,0.30,14.56,113,1.000,0.00,0.00,0,18.00,1.74,99,1.32,4.76,904,0.00,5.38,0.00,0.00,0.000,4.7,1,0.00,0
34.205,1.56,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.55,14.48,0.30,14.56,113,1.000,0.00,0.00,0,18.00,1.73,99,1.32,4.76,902,0.00,5.37,0.00,0.00,0.000,4.7,1,0.00,0
34.291,1.56,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.50,14.49,0.30,14.56,113,1.000,0.00,0.00,0,18.50,1.72,99,1.32,4.78,898,0.00,5.36,0.00,0.00,0.000,4.7,1,0.00,0
34.362,1.56,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.40,-9.51,14.49,0.30,14.56,113,1.000,0.00,0.00,0,18.00,1.74,99,1.32,4.78,906,0.00,5.35,0.00,0.00,0.000,4.7,1,0.00,0
34.441,1.56,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.49,14.49,0.30,14.56,113,1.000,0.00,0.00,0,17.50,1.75,99,1.32,4.81,912,0.00,5.33,0.00,0.00,0.000,4.7,1,0.00,0
34.531,1.56,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.32,-9.51,14.49,0.30,14.56,113,1.000,0.00,0.00,0,18.50,1.72,99,1.30,4.78,898,0.00,5.36,0.00,0.00,0.000,4.7,1,0.00,0
34.618,1.56,-0.08,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.53,14.49,0.30,14.56,113,1.000,0.00,0.00,0,18.00,1.74,99,1.32,4.78,905,0.00,5.37,0.00,0.00,0.000,4.7,1,0.00,0
34.706,1.56,0.00,0.78,0.00,14.47,3,0,0.0,14.36,14.48,-9.54,14.48,0.30,14.56,113,1.000,0.00,0.00,0,16.50,1.77,99,1.32,4.76,920,0.00,5.39,0.00,0.00,0.000,4.7,1,0.00,0
34.796,1.56,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.55,14.48,0.30,14.56,113,1.000,0.00,0.00,0,17.00,1.76,99,1.32,4.76,916,0.00,5.40,0.00,0.00,0.000,4.7,1,0.00,0
34.880,0.78,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.58,14.48,0.30,14.56,113,1.000,0.00,0.00,1,17.00,1.76,99,1.30,4.74,918,0.00,5.42,0.00,0.00,0.000,4.7,1,0.00,0
34.974,0.78,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.48,-9.56,14.49,0.30,14.56,113,1.000,0.00,0.00,1,17.00,1.76,99,1.32,4.74,915,0.00,5.42,0.00,0.00,0.000,4.7,1,0.00,0
35.055,0.78,-0.08,0.78,0.00,14.36,3,0,0.0,14.36,14.40,-9.55,14.49,0.30,14.56,113,1.000,0.00,0.00,1,17.00,1.75,99,1.30,4.74,912,0.00,5.42,0.00,0.00,0.000,4.7,1,0.00,0
