Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features][Reflash: Stage1+SF 93 v400 Boost Select.ptm - Realtime: Stage1+SF 93 v400 Boost Select.ptm]"
88.081,5.47,-0.55,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.53,14.48,0.33,14.56,117,1.000,0.00,0.00,0,17.00,2.75,61,1.54,4.81,1434,0.00,1.85,0.00,0.00,0.000,6.3,0,0.00,0
88.230,5.47,-0.23,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.54,14.60,0.32,14.56,117,1.000,0.00,0.00,0,18.00,2.78,61,1.54,4.80,1449,0.00,1.87,0.00,0.00,0.000,6.3,0,0.00,0
88.376,5.47,0.16,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.50,0.32,14.56,117,1.000,0.00,0.00,0,17.00,2.76,61,1.54,4.78,1437,0.00,1.91,0.00,0.00,0.000,6.3,0,0.00,0
88.527,5.47,0.55,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.45,0.32,14.56,117,1.000,0.00,0.00,0,18.00,2.76,61,1.54,4.78,1440,0.00,1.89,0.00,0.00,0.000,6.3,0,0.00,0
88.666,5.47,-0.16,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.57,14.47,0.33,14.56,117,1.000,0.00,0.00,0,18.00,2.75,61,1.54,4.78,1434,0.00,1.92,0.00,0.00,0.000,6.3,0,0.00,0
88.820,5.47,-0.08,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.54,0.32,14.56,117,1.000,0.00,0.00,0,18.00,2.77,61,1.54,4.78,1443,0.00,1.91,0.00,0.00,0.000,6.3,0,0.00,0
88.971,5.47,0.55,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.57,14.47,0.33,14.56,117,1.000,0.00,0.00,0,18.50,2.75,61,1.54,4.78,1433,0.00,1.95,0.00,0.00,0.000,6.3,0,0.00,0
89.116,6.25,0.55,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.42,0.33,14.56,117,1.000,0.00,0.00,0,18.00,2.73,61,1.54,4.80,1424,0.00,1.94,0.00,0.00,0.000,6.3,0,0.00,0
89.264,5.47,-0.78,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.54,14.57,0.33,14.56,117,1.000,0.00,0.00,0,17.50,2.77,61,1.54,4.81,1444,0.00,1.94,0.00,0.00,0.000,6.3,0,0.00,0
89.407,5.47,-0.78,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.63,0.33,14.56,117,1.000,0.00,0.00,0,17.00,2.75,61,1.54,4.78,1432,0.00,1.94,0.00,0.00,0.000,6.3,0,0.00,0
89.554,5.47,-0.39,0.00,0.00,14.59,0,11,0.0,14.36,14.48,-9.57,14.62,0.33,14.56,117,1.000,0.00,0.00,0,18.00,2.76,61,1.54,4.78,1438,0.00,1.95,0.00,0.00,0.000,6.3,0,0.00,0
89.704,5.47,0.47,0.00,0.00,14.59,0,11,0.0,14.36,14.40,-9.57,14.47,0.32,14.56,118,1.000,0.00,0.00,0,17.00,2.75,61,1.54,4.78,1432,0.00,1.95,0.00,0.00,0.000,6.3,0,0.00,0
89.860,5.47,0.62,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.58,14.44,0.32,14.56,118,1.000,0.00,0.00,0,18.00,2.76,61,1.54,4.78,1440,0.00,1.95,0.00,0.00,0.000,6.3,0,0.00,0
90.001,5.47,1.09,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.58,14.35,0.32,14.56,118,1.000,0.00,0.00,0,17.00,2.75,61,1.54,4.76,1434,0.00,1.96,0.00,0.00,0.000,6.3,0,0.00,0
90.151,5.47,-0.78,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.60,0.33,14.56,118,1.000,0.00,0.00,0,19.00,2.75,61,1.54,4.78,1431,0.00,1.96,0.00,0.00,0.000,6.3,0,0.00,0
90.293,5.47,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.63,0.33,14.56,118,1.000,0.00,0.00,0,17.50,2.74,61,1.54,4.78,1427,0.00,1.97,0.00,0.00,0.000,6.3,0,0.00,0
90.441,5.47,-0.39,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.63,0.33,14.56,118,1.000,0.00,0.00,0,18.00,2.76,61,1.54,4.78,1435,0.00,1.97,0.00,0.00,0.000,6.3,0,0.00,0
90.599,5.47,-0.39,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.55,14.54,0.32,14.56,118,1.000,0.00,0.00,0,17.50,2.73,61,1.54,4.78,1424,0.00,1.97,0.00,0.00,0.000,6.3,0,0.00,0
90.741,4.69,-0.47,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.60,0.32,14.56,118,1.000,0.00,0.00,0,18.50,2.75,61,1.54,4.78,1433,0.00,1.96,0.00,0.00,0.000,6.3,0,0.00,0
90.890,4.69,0.16,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.57,14.52,0.33,14.56,118,1.000,0.00,0.00,0,18.00,2.73,61,1.54,4.78,1421,0.00,1.99,0.00,0.00,0.000,6.3,0,0.00,0
91.033,4.69,0.00,0.00,0.00,14.59,0,11,0.0,14.36,14.48,-9.57,14.51,0.33,14.56,118,1.000,0.00,0.00,0,19.00,2.73,61,1.54,4.78,1424,0.00,1.99,0.00,0.00,0.000,6.3,0,0.00,0
91.183,5.47,0.31,0.00,0.00,14.59,0,11,0.0,14.36,14.56,-9.53,14.51,0.33,14.56,118,1.000,0.00,0.00,0,18.00,2.75,61,1.54,4.80,1430,0.00,2.00,0.00,0.00,0.000,6.3,0,0.00,0
91.348,5.47,1.17,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.55,14.41,0.33,14.56,118,1.000,0.00,0.00,0,17.50,2.75,61,1.54,4.78,1432,0.00,1.97,0.00,0.00,0.000,6.3,0,0.00,0
91.477,5.47,1.33,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.57,14.32,0.32,14.56,118,1.000,0.00,0.00,0,18.50,2.75,61,1.54,4.78,1434,0.00,1.99,0.00,0.00,0.000,5.9,0,0.00,0
91.629,5.47,-0.08,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.45,0.33,14.56,118,1.000,0.00,0.00,0,17.50,2.73,61,1.54,4.78,1421,0.00,1.99,0.00,0.00,0.000,5.9,0,0.00,0
91.780,5.47,-0.39,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.57,0.33,14.56,118,1.000,0.00,0.00,0,18.00,2.75,61,1.54,4.78,1434,0.00,2.02,0.00,0.00,0.000,5.9,0,0.00,0
91.922,5.47,-0.55,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.61,0.33,14.56,118,1.000,0.00,0.00,0,17.50,2.73,61,1.54,4.78,1422,0.00,2.00,0.00,0.00,0.000,5.9,0,0.00,0
92.076,5.47,0.16,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.58,14.53,0.32,14.56,118,1.000,0.00,0.00,0,18.00,2.77,61,1.54,4.78,1441,0.00,2.02,0.00,0.00,0.000,5.9,0,0.00,0
92.217,4.69,-0.39,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.58,14.56,0.32,14.56,118,1.000,0.00,0.00,0,17.50,2.74,61,1.54,4.76,1425,0.00,2.06,0.00,0.00,0.000,5.9,0,0.00,0
92.365,4.69,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.59,14.64,0.33,14.56,118,1.000,0.00,0.00,0,18.50,2.74,61,1.54,4.76,1429,0.00,2.03,0.00,0.00,0.000,5.9,0,0.00,0
92.513,4.69,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.64,0.33,14.56,118,1.000,0.00,0.00,0,17.00,2.73,61,1.54,4.78,1424,0.00,2.04,0.00,0.00,0.000,5.9,0,0.00,0
92.670,4.69,-0.47,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.64,0.32,14.56,118,1.000,0.00,0.00,0,19.00,2.74,61,1.54,4.78,1429,0.00,2.01,0.00,0.00,0.000,5.9,0,0.00,0
92.810,4.69,0.08,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.53,0.32,14.56,118,1.000,0.00,0.00,0,18.50,2.70,61,1.54,4.78,1408,0.00,2.03,0.00,0.00,0.000,5.9,0,0.00,0
92.964,4.69,0.16,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.50,0.33,14.56,118,1.000,0.00,0.00,0,18.50,2.73,61,1.54,4.78,1421,0.00,2.04,0.00,0.00,0.000,5.9,0,0.00,0
93.105,3.91,-0.55,0.00,0.00,14.59,0,11,0.0,14.36,14.56,-9.54,14.59,0.33,14.56,118,1.000,0.00,0.00,0,17.50,2.73,61,1.54,4.78,1420,0.00,2.00,0.00,0.00,0.000,6.3,0,0.00,0
93.256,4.69,0.16,0.00,0.00,14.59,0,11,0.0,14.36,14.40,-9.54,14.62,0.33,14.56,118,1.000,0.00,0.00,0,17.50,2.77,61,1.54,4.80,1440,0.00,2.02,0.00,0.00,0.000,5.9,0,0.00,0
93.410,4.69,1.25,0.00,0.00,14.59,0,11,0.0,14.36,14.40,-9.58,14.47,0.32,14.56,118,1.000,0.00,0.00,0,17.00,2.74,61,1.54,4.76,1425,0.00,2.04,0.00,0.00,0.000,5.9,0,0.00,0
93.552,4.69,1.33,0.00,0.00,14.59,0,11,0.0,14.36,14.48,-9.59,14.34,0.32,14.56,118,1.000,0.00,0.00,0,18.00,2.75,61,1.54,4.76,1432,0.00,2.05,0.00,0.00,0.000,5.9,0,0.00,0
93.700,4.69,1.33,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.58,14.34,0.32,14.56,118,1.000,0.00,0.00,0,18.00,2.72,61,1.54,4.76,1416,0.00,2.06,0.00,0.00,0.000,5.9,0,0.00,0
93.850,4.69,0.62,0.00,0.00,14.59,0,11,0.0,14.36,14.40,-9.57,14.37,0.33,14.56,118,1.000,0.00,0.00,0,19.50,2.71,61,1.54,4.78,1414,0.00,2.10,0.00,0.00,0.000,5.9,0,0.00,0
94.003,4.69,-0.70,0.00,0.00,14.59,0,11,0.0,14.36,14.40,-9.57,14.64,0.33,14.56,118,1.000,0.00,0.00,0,18.50,2.70,61,1.54,4.78,1408,0.00,2.08,0.00,0.00,0.000,5.9,0,0.00,0
94.144,4.69,-0.31,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.57,14.64,0.33,14.56,118,1.000,0.00,0.00,0,18.50,2.73,61,1.54,4.80,1420,0.00,2.07,0.00,0.00,0.000,5.9,0,0.00,0
94.300,4.69,0.62,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.55,14.48,0.33,14.56,118,1.000,0.00,0.00,0,17.50,2.71,61,1.54,4.78,1414,0.00,2.06,0.00,0.00,0.000,5.9,0,0.00,0
94.451,4.69,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.55,14.60,0.32,14.56,118,1.000,0.00,0.00,0,18.50,2.73,61,1.54,4.78,1424,0.00,2.06,0.00,0.00,0.000,5.9,0,0.00,0
94.595,4.69,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.55,14.64,0.32,14.56,118,1.000,0.00,0.00,0,17.00,2.72,61,1.54,4.78,1419,0.00,2.09,0.00,0.00,0.000,5.9,0,0.00,0
94.734,4.69,-0.70,0.00,0.00,14.59,0,11,0.0,14.36,14.40,-9.57,14.63,0.32,14.56,118,1.000,0.00,0.00,0,18.00,2.74,61,1.54,4.78,1428,0.00,2.08,0.00,0.00,0.000,5.9,0,0.00,0
94.889,4.69,-0.55,0.00,0.00,14.59,0,11,0.0,14.36,14.40,-9.57,14.64,0.32,14.56,118,1.000,0.00,0.00,0,17.00,2.73,61,1.54,4.78,1423,0.00,2.08,0.00,0.00,0.000,5.9,0,0.00,0
95.029,4.69,0.70,0.00,0.00,14.59,0,11,0.0,14.36,14.48,-9.57,14.48,0.32,14.56,120,1.000,0.00,0.00,0,17.50,2.76,61,1.54,4.74,1435,0.00,2.08,0.00,0.00,0.000,5.9,0,0.00,0
95.177,4.69,1.33,0.00,0.00,14.59,0,11,0.0,14.36,14.48,-9.59,14.34,0.32,14.56,120,1.000,0.00,0.00,0,17.50,2.72,61,1.54,4.78,1416,0.00,2.09,0.00,0.00,0.000,5.9,0,0.00,0
95.333,4.69,1.33,0.00,0.00,14.59,0,11,0.0,14.36,14.48,-9.57,14.34,0.32,14.56,120,1.000,0.00,0.00,0,18.00,2.74,61,1.54,4.78,1426,0.00,2.08,0.00,0.00,0.000,5.9,0,0.00,0
95.473,5.47,1.33,0.00,0.00,14.59,0,11,0.0,14.36,14.48,-9.57,14.34,0.33,14.56,120,1.000,0.00,0.00,0,18.00,2.70,61,1.54,4.76,1406,0.00,2.11,0.00,0.00,0.000,5.9,0,0.00,0
95.630,5.47,1.09,0.00,0.00,14.59,0,11,0.0,14.36,14.48,-9.55,14.34,0.33,14.56,120,1.000,0.00,0.00,0,18.00,2.74,61,1.54,4.78,1426,0.00,2.10,0.00,0.00,0.000,5.9,0,0.00,0
95.770,5.47,-0.47,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.54,0.33,14.56,120,1.000,0.00,0.00,0,17.50,2.71,61,1.54,4.78,1410,0.00,2.09,0.00,0.00,0.000,5.9,0,0.00,0
95.921,5.47,1.02,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.59,14.43,0.32,14.56,120,1.000,0.00,0.00,0,18.50,2.72,61,1.54,4.76,1419,0.00,2.11,0.00,0.00,0.000,5.9,0,0.00,0
96.069,5.47,-0.39,0.00,0.00,14.36,0,11,0.0,14.36,14.48,-9.57,14.44,0.32,14.56,120,1.000,0.00,0.00,0,17.00,2.71,61,1.52,4.74,1414,0.00,2.11,0.00,0.00,0.000,5.9,0,0.00,0
96.214,4.69,-0.70,0.00,0.00,14.36,0,11,0.0,14.36,14.48,-9.60,14.65,0.32,14.56,120,1.000,0.00,0.00,0,18.00,2.75,61,1.52,4.74,1430,0.00,2.13,0.00,0.00,0.000,5.9,0,0.00,0
96.362,4.69,-0.70,0.00,0.00,14.36,0,11,0.0,14.36,14.48,-9.61,14.65,0.32,14.56,120,1.000,0.00,0.00,0,17.00,2.72,61,1.54,4.72,1417,0.00,2.15,0.00,0.00,0.000,5.9,0,0.00,0
96.517,4.69,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.61,14.65,0.32,14.56,120,1.000,0.00,0.00,0,18.00,2.73,61,1.54,4.74,1424,0.00,2.16,0.00,0.00,0.000,5.9,0,0.00,0
96.660,3.91,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.57,14.65,0.32,14.56,120,1.000,0.00,0.00,0,17.50,2.71,61,1.52,4.78,1413,0.00,2.15,0.00,0.00,0.000,5.9,0,0.00,0
96.806,3.91,0.23,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.57,14.53,0.32,14.56,120,1.000,0.00,0.00,0,18.50,2.72,61,1.54,4.78,1416,0.00,2.13,0.00,0.00,0.000,5.9,0,0.00,0
96.953,3.91,0.47,0.00,0.00,14.59,0,11,0.0,14.36,14.40,-9.57,14.49,0.32,14.56,120,1.000,0.00,0.00,0,18.00,2.71,61,1.52,4.76,1411,0.00,2.13,0.00,0.00,0.000,5.9,0,0.00,0
97.102,4.69,0.94,0.00,0.00,14.59,0,11,0.0,14.36,14.40,-9.58,14.44,0.32,14.56,120,1.000,0.00,0.00,0,18.00,2.73,61,1.54,4.76,1422,0.00,2.14,0.00,0.00,0.000,5.9,0,0.00,0
97.254,4.69,1.33,0.00,0.00,14.59,0,11,0.0,14.36,14.40,-9.57,14.35,0.32,14.56,120,1.000,0.00,0.00,0,18.00,2.70,61,1.54,4.78,1405,0.00,2.14,0.00,0.00,0.000,5.9,0,0.00,0
97.403,4.69,1.33,0.00,0.00,14.59,0,11,0.0,14.36,14.48,-9.57,14.35,0.33,14.56,120,1.000,0.00,0.00,0,18.00,2.74,61,1.54,4.78,1424,0.00,2.14,0.00,0.00,0.000,5.9,0,0.00,0
97.544,4.69,1.33,0.00,0.00,14.59,0,11,0.0,14.36,14.48,-9.57,14.35,0.32,14.56,120,1.000,0.00,0.00,0,17.50,2.71,61,1.52,4.78,1412,0.00,2.13,0.00,0.00,0.000,5.9,0,0.00,0
97.700,5.47,1.33,0.00,0.00,14.59,0,11,0.0,14.36,14.48,-9.61,14.35,0.32,14.56,120,1.000,0.00,0.00,0,18.50,2.72,61,1.52,4.72,1417,0.00,2.18,0.00,0.00,0.000,5.9,0,0.00,0
97.850,5.47,1.25,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.60,14.36,0.32,14.56,120,1.000,0.00,0.00,0,18.00,2.70,61,1.52,4.76,1406,0.00,2.18,0.00,0.00,0.000,5.9,0,0.00,0
97.991,5.47,0.62,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.58,14.37,0.32,14.56,120,1.000,0.00,0.00,0,18.00,2.73,61,1.52,4.76,1422,0.00,2.19,0.00,0.00,0.000,5.9,0,0.00,0
98.142,5.47,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.59,14.51,0.32,14.56,120,1.000,0.00,0.00,0,17.50,2.71,61,1.52,4.76,1412,0.00,2.16,0.00,0.00,0.000,5.9,0,0.00,0
98.284,4.69,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.61,14.65,0.32,14.56,120,1.000,0.00,0.00,0,17.50,2.74,61,1.52,4.76,1426,0.00,2.19,0.00,0.00,0.000,5.9,0,0.00,0
98.439,4.69,-0.70,0.00,0.00,14.36,0,11,0.0,14.36,14.48,-9.60,14.65,0.32,14.56,120,1.000,0.00,0.00,0,17.00,2.71,61,1.52,4.72,1411,0.00,2.20,0.00,0.00,0.000,5.9,0,0.00,0
98.582,4.69,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.59,14.65,0.32,14.56,120,1.000,0.00,0.00,0,19.00,2.72,61,1.52,4.76,1416,0.00,2.17,0.00,0.00,0.000,5.9,0,0.00,0
98.743,4.69,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.60,14.65,0.32,14.56,120,1.000,0.00,0.00,0,18.50,2.68,61,1.52,4.76,1397,0.00,2.19,0.00,0.00,0.000,5.9,0,0.00,0
98.883,3.91,-0.55,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.58,14.66,0.32,14.56,120,1.000,0.00,0.00,0,19.50,2.69,61,1.54,4.78,1401,0.00,2.19,0.00,0.00,0.000,5.9,0,0.00,0
99.032,3.91,0.47,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.54,14.57,0.32,14.56,120,1.000,0.00,0.00,0,18.50,2.70,61,1.54,4.78,1406,0.00,2.19,0.00,0.00,0.000,5.9,0,0.00,0
99.177,4.69,0.86,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.57,14.44,0.33,14.56,120,1.000,0.00,0.00,0,19.50,2.68,61,1.52,4.78,1398,0.00,2.17,0.00,0.00,0.000,5.9,0,0.00,0
99.324,4.69,1.33,0.00,0.00,14.59,0,11,0.0,14.36,14.40,-9.57,14.39,0.33,14.56,120,1.000,0.00,0.00,0,18.50,2.71,61,1.52,4.78,1410,0.00,2.18,0.00,0.00,0.000,5.9,0,0.00,0
99.470,4.69,1.25,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.57,14.36,0.32,14.56,120,1.000,0.00,0.00,0,17.50,2.69,61,1.52,4.78,1399,0.00,2.17,0.00,0.00,0.000,5.9,0,0.00,0
99.621,4.69,1.33,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.57,14.36,0.32,14.56,120,1.000,0.00,0.00,0,18.00,2.72,61,1.54,4.78,1417,0.00,2.19,0.00,0.00,0.000,5.9,0,0.00,0
99.766,4.69,1.25,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.36,0.32,14.56,120,1.000,0.00,0.00,0,17.00,2.71,61,1.54,4.76,1412,0.00,2.21,0.00,0.00,0.000,5.9,0,0.00,0
99.915,4.69,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.61,14.58,0.32,14.56,120,1.000,0.00,0.00,0,18.00,2.72,61,1.54,4.74,1418,0.00,2.19,0.00,0.00,0.000,5.9,0,0.00,0
100.063,4.69,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.61,14.66,0.32,14.56,120,1.000,0.00,0.00,0,17.00,2.70,61,1.54,4.72,1408,0.00,2.23,0.00,0.00,0.000,5.9,0,0.00,0
100.216,3.91,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.59,14.66,0.32,14.56,120,1.000,0.00,0.00,0,18.00,2.71,61,1.52,4.72,1414,0.00,2.22,0.00,0.00,0.000,5.9,0,0.00,0
100.356,3.91,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.60,14.66,0.32,14.56,120,1.000,0.00,0.00,0,18.50,2.68,61,1.52,4.74,1396,0.00,2.26,0.00,0.00,0.000,5.9,0,0.00,0
100.510,3.91,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.59,14.66,0.32,14.56,120,1.000,0.00,0.00,0,19.00,2.69,61,1.52,4.76,1403,0.00,2.27,0.00,0.00,0.000,5.9,0,0.00,0
100.656,3.91,-0.23,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.64,0.32,14.56,120,1.000,0.00,0.00,0,18.50,2.67,61,1.52,4.76,1393,0.00,2.25,0.00,0.00,0.000,5.9,0,0.00,0
100.807,3.91,0.16,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.57,14.54,0.32,14.56,120,1.000,0.00,0.00,0,18.50,2.71,61,1.52,4.76,1414,0.00,2.23,0.00,0.00,0.000,5.9,0,0.00,0
100.950,3.12,0.08,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.58,14.53,0.32,14.56,122,1.000,0.00,0.00,0,18.00,2.69,63,1.52,4.76,1398,0.00,2.23,0.00,0.00,0.000,5.9,0,0.00,0
101.104,3.91,0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.58,14.49,0.32,14.56,122,1.000,0.00,0.00,0,18.50,2.70,63,1.52,4.78,1406,0.00,2.25,0.00,0.00,0.000,5.9,0,0.00,0
101.250,3.91,0.39,0.00,0.00,14.59,0,11,0.0,14.36,14.56,-9.57,14.45,0.32,14.56,122,1.000,0.00,0.00,0,17.50,2.69,63,1.52,4.76,1401,0.00,2.24,0.00,0.00,0.000,5.9,0,0.00,0
101.395,3.91,0.39,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.58,14.54,0.32,14.56,122,1.000,0.00,0.00,0,18.00,2.71,63,1.52,4.76,1412,0.00,2.23,0.00,0.00,0.000,5.9,0,0.00,0
101.540,3.91,1.25,0.00,0.00,14.59,0,11,0.0,14.36,14.56,-9.61,14.42,0.32,14.56,122,1.000,0.00,0.00,0,18.00,2.71,63,1.52,4.74,1411,0.00,2.27,0.00,0.00,0.000,5.9,0,0.00,0
101.694,3.91,1.25,0.00,0.00,14.59,0,11,0.0,14.36,14.56,-9.60,14.37,0.32,14.56,122,1.000,0.00,0.00,0,18.00,2.69,63,1.54,4.72,1403,0.00,2.29,0.00,0.00,0.000,5.9,0,0.00,0
101.842,3.91,1.17,0.00,0.00,14.59,0,11,0.0,14.36,14.56,-9.59,14.41,0.32,14.56,122,1.000,0.00,0.00,0,18.50,2.71,63,1.54,4.74,1409,0.00,2.30,0.00,0.00,0.000,5.9,0,0.00,0
101.984,3.91,1.25,0.00,0.00,14.59,0,11,0.0,14.36,14.40,-9.61,14.37,0.32,14.56,122,1.000,0.00,0.00,0,17.50,2.69,63,1.52,4.72,1402,0.00,2.28,0.00,0.00,0.000,5.9,0,0.00,0
102.132,4.69,1.25,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.61,14.37,0.32,14.56,122,1.000,0.00,0.00,0,18.00,2.71,63,1.52,4.76,1411,0.00,2.27,0.00,0.00,0.000,5.9,0,0.00,0
102.283,4.69,1.25,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.60,14.38,0.32,14.56,122,1.000,0.00,0.00,0,18.00,2.67,63,1.52,4.72,1392,0.00,2.30,0.00,0.00,0.000,5.9,0,0.00,0
102.430,4.69,0.00,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.60,14.44,0.32,14.56,122,1.000,0.00,0.00,0,18.00,2.71,63,1.52,4.74,1410,0.00,2.29,0.00,0.00,0.000,5.9,0,0.00,0
102.576,4.69,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.61,14.67,0.32,14.56,122,1.000,0.00,0.00,0,17.00,2.69,63,1.52,4.72,1403,0.00,2.32,0.00,0.00,0.000,5.9,0,0.00,0
102.727,3.91,-0.62,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.61,14.67,0.32,14.56,122,1.000,0.00,0.00,0,18.00,2.71,63,1.52,4.72,1409,0.00,2.31,0.00,0.00,0.000,5.9,0,0.00,0
102.882,3.91,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.60,14.63,0.32,14.56,122,1.000,0.00,0.00,0,18.00,2.67,63,1.52,4.74,1388,0.00,2.33,0.00,0.00,0.000,5.9,0,0.00,0
103.024,3.91,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.58,14.67,0.32,14.56,122,1.000,0.00,0.00,0,19.00,2.68,63,1.52,4.72,1398,0.00,2.33,0.00,0.00,0.000,5.9,0,0.00,0
103.171,3.12,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.48,-9.58,14.67,0.32,14.56,122,1.000,0.00,0.00,0,18.00,2.66,63,1.52,4.76,1388,0.00,2.30,0.00,0.00,0.000,5.9,0,0.00,0
103.326,3.12,-0.70,0.00,0.00,14.47,0,11,0.0,14.36,14.56,-9.57,14.67,0.32,14.56,122,1.000,0.00,0.00,0,19.50,2.66,63,1.52,4.78,1384,0.00,2.29,0.00,0.00,0.000,5.9,0,0.00,0
103.469,3.12,-0.08,0.00,0.00,14.47,0,11,0.0,14.36,14.40,-9.57,14.59,0.32,14.56,122,1.000,0.00,0.00,0,19.50,2.68,63,1.52,4.78,1398,0.00,2.30,0.00,0.00,0.000,5.9,0,0.00,0
103.623,3.12,0.00,0.00,0.00,14.59,0,11,0.0,14.36,14.48,-9.57,14.56,0.32,14.56,122,1.000,0.00,0.00,0,18.00,2.67,63,1.52,4.78,1392,0.00,2.31,0.00,0.00,0.000,5.9,0,0.00,0
