Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features][Reflash: Stage1+SF 93 v400 Boost Select.ptm - Realtime: Stage1+SF 93 v400 Boost Select.ptm]"
1.358,-3.91,0.00,0.00,0.00,13.78,0,10,0.0,14.36,14.56,-7.04,13.97,0.58,13.84,70,1.000,0.00,0.00,0,2.50,4.75,59,1.86,7.33,1592,0.00,-3.79,0.00,0.00,0.000,10.6,0,0.00,0
1.510,-3.91,0.00,0.00,0.00,13.90,0,10,0.0,14.36,14.56,-7.01,13.97,0.59,13.84,70,1.000,0.00,0.00,0,2.50,4.75,59,1.86,7.33,1592,0.00,-3.83,0.00,0.00,0.000,10.6,0,0.00,0
1.680,-3.91,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.40,-7.00,13.97,0.59,13.84,70,1.000,0.00,0.00,0,1.00,4.74,59,1.86,7.33,1588,0.00,-3.84,0.00,0.00,0.000,10.6,0,0.00,0
1.812,-3.91,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-6.99,13.97,0.59,13.84,70,1.000,0.00,0.00,0,1.00,4.76,59,1.86,7.33,1592,0.00,-3.85,0.00,0.00,0.000,10.6,0,0.00,0
1.956,-3.91,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.01,13.97,0.59,13.84,70,1.000,0.00,0.00,0,0.50,4.77,59,1.86,7.33,1596,0.00,-3.84,0.00,0.00,0.000,10.6,0,0.00,0
2.101,-3.91,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.40,-7.01,13.98,0.59,13.84,70,1.000,0.00,0.00,0,1.00,4.73,59,1.86,7.33,1582,0.00,-3.83,0.00,0.00,0.000,10.6,0,0.00,0
2.253,-3.91,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.01,13.98,0.59,13.84,70,1.000,0.00,0.00,0,0.00,4.78,59,1.86,7.35,1601,0.00,-3.82,0.00,0.00,0.000,10.6,0,0.00,0
2.394,-3.91,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.03,13.98,0.59,13.84,70,1.000,0.00,0.00,0,1.50,4.77,59,1.86,7.31,1597,0.00,-3.82,0.00,0.00,0.000,10.6,0,0.00,0
2.543,-3.91,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.03,13.98,0.59,13.84,70,1.000,0.00,0.00,0,2.50,4.76,59,1.86,7.31,1593,0.00,-3.81,0.00,0.00,0.000,10.6,0,0.00,0
2.696,-3.91,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.48,-7.00,13.98,0.59,13.84,70,1.000,0.00,0.00,0,1.00,4.78,59,1.86,7.35,1600,0.00,-3.80,0.00,0.00,0.000,10.6,0,0.00,0
2.839,-3.91,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.48,-6.98,13.98,0.59,13.84,70,1.000,0.00,0.00,0,2.00,4.76,59,1.86,7.33,1592,0.00,-3.82,0.00,0.00,0.000,10.6,0,0.00,0
2.991,-3.12,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.01,13.98,0.59,13.84,70,1.000,0.00,0.00,0,2.50,4.76,59,1.86,7.33,1593,0.00,-3.80,0.00,0.00,0.000,10.6,0,0.00,0
3.142,-3.12,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.40,-6.98,13.98,0.59,13.84,70,1.000,0.00,0.00,0,1.50,4.78,59,1.86,7.37,1599,0.00,-3.79,0.00,0.00,0.000,10.6,0,0.00,0
3.297,-3.12,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-6.99,13.98,0.59,13.84,70,1.000,0.00,0.00,0,2.00,4.76,59,1.86,7.33,1593,0.00,-3.79,0.00,0.00,0.000,10.6,0,0.00,0
3.442,-3.12,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.56,-6.97,13.99,0.59,13.84,72,1.000,0.00,0.00,0,3.00,4.72,59,1.86,7.35,1580,0.00,-3.77,0.00,0.00,0.000,10.6,0,0.00,0
3.584,-3.12,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.56,-6.98,13.99,0.59,13.84,72,1.000,0.00,0.00,0,0.00,4.76,59,1.86,7.37,1594,0.00,-3.77,0.00,0.00,0.000,10.6,0,0.00,0
3.727,-3.12,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.48,-7.00,13.99,0.58,13.84,72,1.000,0.00,0.00,0,0.50,4.76,59,1.86,7.31,1593,0.00,-3.76,0.00,0.00,0.000,10.6,0,0.00,0
3.877,-2.34,0.00,0.00,0.00,14.24,0,10,0.0,14.36,14.48,-7.00,13.99,0.59,13.84,72,1.000,0.00,0.00,0,1.50,4.72,59,1.86,7.33,1580,0.00,-3.72,0.00,0.00,0.000,10.6,0,0.00,0
4.024,-2.34,0.00,0.00,0.00,14.36,0,10,0.0,14.36,14.56,-6.97,13.99,0.59,13.84,72,1.000,0.00,0.00,0,1.00,4.73,59,1.86,7.37,1584,0.00,-3.75,0.00,0.00,0.000,10.6,0,0.00,0
4.170,-1.56,0.00,0.00,0.00,14.36,0,10,0.0,14.36,14.40,-6.94,13.99,0.59,13.84,72,1.000,0.00,0.00,0,1.50,4.72,59,1.86,7.37,1579,0.00,-3.75,0.00,0.00,0.000,10.6,0,0.00,0
4.319,-1.56,0.00,0.00,0.00,14.36,0,10,0.0,14.36,14.56,-6.95,13.99,0.59,13.84,72,1.000,0.00,0.00,0,2.00,5.06,59,1.86,7.39,1583,0.00,-3.74,0.00,0.00,0.000,10.6,0,0.00,0
4.469,-0.78,0.00,0.00,0.00,14.36,0,10,0.0,14.36,14.56,-6.94,13.99,0.59,13.84,72,1.000,0.00,0.00,0,2.00,5.14,59,1.86,7.37,1606,0.00,-3.77,0.00,0.00,0.000,10.6,0,0.00,0
4.615,0.00,0.00,0.00,0.00,14.36,0,10,0.0,14.36,14.48,-6.97,13.99,0.59,13.84,72,1.000,0.00,0.00,0,2.00,5.12,59,1.86,7.37,1601,0.00,-3.74,0.00,0.00,0.000,10.6,0,0.00,0
4.765,0.00,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.48,-6.98,13.99,0.59,13.84,72,1.000,0.00,0.00,0,2.00,5.12,59,1.86,7.37,1601,0.00,-3.73,0.00,0.00,0.000,10.6,0,0.00,0
4.915,0.00,0.00,0.00,0.00,14.24,0,10,0.0,14.36,14.56,-6.98,13.99,0.59,13.84,72,1.000,0.00,0.00,0,1.50,5.10,59,1.84,7.39,1594,0.00,-3.75,0.00,0.00,0.000,10.6,0,0.00,0
5.063,0.78,0.00,0.00,0.00,14.24,0,10,0.0,14.36,14.40,-6.98,14.00,0.59,13.84,72,1.000,0.00,0.00,0,3.00,5.09,59,1.86,7.37,1591,0.00,-3.71,0.00,0.00,0.000,10.6,0,0.00,0
5.209,0.78,0.00,0.00,0.00,14.24,0,10,0.0,14.36,14.48,-6.98,14.00,0.59,13.84,72,1.000,0.00,0.00,0,2.50,5.11,59,1.86,7.39,1598,0.00,-3.73,0.00,0.00,0.000,10.6,0,0.00,0
5.359,1.56,0.00,0.00,0.00,14.24,0,10,0.0,14.36,14.56,-6.99,14.00,0.59,13.84,72,1.000,0.00,0.00,0,2.50,5.09,59,1.86,7.35,1592,0.00,-3.75,0.00,0.00,0.000,10.6,0,0.00,0
5.503,1.56,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.56,-6.95,14.00,0.59,13.84,72,1.000,0.00,0.00,0,2.00,5.11,59,1.86,7.35,1597,0.00,-3.71,0.00,0.00,0.000,10.6,0,0.00,0
5.653,1.56,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.56,-6.99,14.00,0.59,13.84,72,1.000,0.00,0.00,0,0.50,5.09,59,1.86,7.37,1591,0.00,-3.70,0.00,0.00,0.000,10.6,0,0.00,0
5.801,2.34,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.48,-6.99,14.00,0.59,13.84,72,1.000,0.00,0.00,0,0.50,5.11,59,1.86,7.35,1598,0.00,-3.70,0.00,0.00,0.000,10.6,0,0.00,0
5.951,2.34,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.48,-7.00,14.00,0.59,13.84,72,1.000,0.00,0.00,0,0.00,5.12,59,1.86,7.35,1599,0.00,-3.68,0.00,0.00,0.000,10.6,0,0.00,0
6.095,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-6.99,14.00,0.59,13.84,73,1.000,0.00,0.00,0,-0.50,5.15,59,1.86,7.37,1609,0.00,-3.69,0.00,0.00,0.000,10.6,0,0.00,0
6.247,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.40,-6.99,14.01,0.59,13.84,73,1.000,0.00,0.00,0,1.00,5.08,59,1.86,7.35,1586,0.00,-3.68,0.00,0.00,0.000,10.6,0,0.00,0
6.394,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-6.99,14.01,0.59,13.84,73,1.000,0.00,0.00,0,0.50,5.12,59,1.86,7.37,1600,0.00,-3.67,0.00,0.00,0.000,10.6,0,0.00,0
6.537,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-6.99,14.01,0.59,13.84,73,1.000,0.00,0.00,0,0.00,5.14,59,1.86,7.37,1606,0.00,-3.67,0.00,0.00,0.000,10.6,0,0.00,0
6.691,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-6.99,14.01,0.59,13.84,73,1.000,0.00,0.00,0,0.50,5.14,59,1.86,7.35,1606,0.00,-3.65,0.00,0.00,0.000,10.6,0,0.00,0
6.833,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-6.99,14.01,0.59,13.84,73,1.000,0.00,0.00,0,0.00,5.16,59,1.86,7.35,1613,0.00,-3.64,0.00,0.00,0.000,10.6,0,0.00,0
6.985,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-6.99,14.01,0.58,13.84,73,1.000,0.00,0.00,0,0.00,5.17,59,1.86,7.33,1616,0.00,-3.63,0.00,0.00,0.000,10.6,0,0.00,0
7.135,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.02,14.01,0.58,13.84,73,1.000,0.00,0.00,0,-0.50,5.20,59,1.86,7.29,1625,0.00,-3.59,0.00,0.00,0.000,10.6,0,0.00,0
7.277,2.34,0.00,0.00,0.00,13.90,0,10,0.0,14.36,14.40,-7.04,14.01,0.58,13.84,73,1.000,0.00,0.00,0,0.00,5.18,59,1.86,7.29,1618,0.00,-3.55,0.00,0.00,0.000,10.6,0,0.00,0
7.429,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.03,14.01,0.58,13.84,73,1.000,0.00,0.00,0,1.00,5.15,59,1.86,7.33,1608,0.00,-3.57,0.00,0.00,0.000,10.6,0,0.00,0
7.578,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.00,14.01,0.59,13.84,73,1.000,0.00,0.00,0,-0.50,5.17,59,1.86,7.33,1616,0.00,-3.59,0.00,0.00,0.000,10.6,0,0.00,0
7.727,2.34,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.48,-7.03,14.02,0.58,13.84,73,1.000,0.00,0.00,0,0.00,5.17,59,1.86,7.29,1614,0.00,-3.57,0.00,0.00,0.000,10.6,0,0.00,0
7.878,2.34,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.48,-7.03,14.02,0.58,13.84,73,1.000,0.00,0.00,0,1.00,5.15,59,1.86,7.33,1609,0.00,-3.56,0.00,0.00,0.000,10.6,0,0.00,0
8.025,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.02,14.02,0.58,13.84,73,1.000,0.00,0.00,0,0.50,5.14,59,1.86,7.33,1606,0.00,-3.57,0.00,0.00,0.000,10.6,0,0.00,0
8.181,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.40,-7.02,14.02,0.58,13.84,73,1.000,0.00,0.00,0,0.00,5.16,59,1.86,7.31,1612,0.00,-3.56,0.00,0.00,0.000,10.6,0,0.00,0
8.317,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.40,-7.02,14.02,0.58,13.84,73,1.000,0.00,0.00,0,0.00,5.17,59,1.86,7.33,1614,0.00,-3.55,0.00,0.00,0.000,10.6,0,0.00,0
8.469,2.34,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.56,-7.02,14.02,0.58,13.84,73,1.000,0.00,0.00,0,0.00,5.13,59,1.86,7.31,1603,0.00,-3.56,0.00,0.00,0.000,10.6,0,0.00,0
8.616,2.34,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.56,-7.02,14.02,0.58,13.84,73,1.000,0.00,0.00,0,0.00,5.13,59,1.86,7.29,1602,0.00,-3.51,0.00,0.00,0.000,10.6,0,0.00,0
8.760,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.03,14.02,0.58,13.84,73,1.000,0.00,0.00,0,0.00,5.14,59,1.86,7.31,1606,0.00,-3.51,0.00,0.00,0.000,10.6,0,0.00,0
8.905,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.04,14.02,0.58,13.84,75,1.000,0.00,0.00,0,1.50,5.08,59,1.86,7.29,1586,0.00,-3.51,0.00,0.00,0.000,10.6,0,0.00,0
9.059,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.03,14.03,0.58,13.84,75,1.000,0.00,0.00,0,0.00,5.13,59,1.86,7.29,1604,0.00,-3.48,0.00,0.00,0.000,10.6,0,0.00,0
9.207,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.03,14.03,0.58,13.84,75,1.000,0.00,0.00,0,0.00,5.12,59,1.86,7.33,1598,0.00,-3.50,0.00,0.00,0.000,10.6,0,0.00,0
9.355,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.02,14.03,0.59,13.84,75,1.000,0.00,0.00,0,-0.50,5.11,59,1.86,7.31,1597,0.00,-3.50,0.00,0.00,0.000,10.6,0,0.00,0
9.506,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.03,14.03,0.58,13.84,75,1.000,0.00,0.00,0,0.50,5.11,59,1.86,7.29,1596,0.00,-3.47,0.00,0.00,0.000,10.6,0,0.00,0
9.653,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.03,14.03,0.58,13.84,75,1.000,0.00,0.00,0,0.00,5.10,59,1.86,7.31,1593,0.00,-3.48,0.00,0.00,0.000,10.6,0,0.00,0
9.800,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.02,14.03,0.58,13.84,75,1.000,0.00,0.00,0,0.00,5.10,59,1.86,7.29,1593,0.00,-3.49,0.00,0.00,0.000,10.6,0,0.00,0
9.950,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.02,14.03,0.58,13.84,75,1.000,0.00,0.00,0,1.50,5.07,59,1.86,7.29,1585,0.00,-3.47,0.00,0.00,0.000,10.6,0,0.00,0
10.100,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.40,-7.00,14.03,0.59,13.84,75,1.000,0.00,0.00,0,0.00,5.11,59,1.86,7.33,1596,0.00,-3.49,0.00,0.00,0.000,10.6,0,0.00,0
10.244,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-6.98,14.03,0.58,13.84,75,1.000,0.00,0.00,0,0.50,5.14,59,1.86,7.31,1607,0.00,-3.48,0.00,0.00,0.000,10.6,0,0.00,0
10.387,2.34,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.00,14.03,0.58,13.84,75,1.000,0.00,0.00,0,-0.50,5.18,59,1.86,7.29,1617,0.00,-3.45,0.00,0.00,0.000,10.6,0,0.00,0
10.541,2.34,0.00,0.00,0.00,13.90,0,10,0.0,14.36,14.56,-7.00,14.04,0.58,13.84,75,1.000,0.00,0.00,0,-1.00,5.18,59,1.86,7.33,1619,0.00,-3.46,0.00,0.00,0.000,10.6,0,0.00,0
10.693,2.34,0.00,0.00,0.00,13.90,0,10,0.0,14.36,14.56,-7.02,14.04,0.58,13.84,75,1.000,0.00,0.00,0,-0.50,5.20,59,1.86,7.27,1624,0.00,-3.42,0.00,0.00,0.000,10.6,0,0.00,0
10.835,2.34,0.00,0.00,0.00,13.90,0,10,0.0,14.36,14.56,-7.04,14.04,0.58,13.84,75,1.000,0.00,0.00,0,0.00,5.13,59,1.86,7.27,1602,0.00,-3.40,0.00,0.00,0.000,10.6,0,0.00,0
10.980,2.34,0.00,0.00,0.00,13.90,0,10,0.0,14.36,14.56,-6.99,14.04,0.58,13.84,75,1.000,0.00,0.00,0,0.50,5.14,59,1.86,7.33,1607,0.00,-3.45,0.00,0.00,0.000,10.6,0,0.00,0
11.132,2.34,0.00,0.00,0.00,13.90,0,10,0.0,14.36,14.56,-7.02,14.04,0.58,13.84,75,1.000,0.00,0.00,0,-0.50,5.21,59,1.86,7.29,1629,0.00,-3.46,0.00,0.00,0.000,10.6,0,0.00,0
11.274,2.34,0.00,0.00,0.00,13.90,0,10,0.0,14.36,14.56,-7.04,14.04,0.58,13.84,75,1.000,0.00,0.00,0,0.00,5.21,59,1.86,7.25,1628,0.00,-3.37,0.00,0.00,0.000,10.6,0,0.00,0
11.422,1.56,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.40,-7.05,14.04,0.58,13.84,77,1.000,0.00,0.00,0,0.00,5.17,59,1.86,7.29,1616,0.00,-3.36,0.00,0.00,0.000,10.6,0,0.00,0
11.573,1.56,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.05,14.05,0.58,13.84,77,1.000,0.00,0.00,0,1.00,5.14,59,1.86,7.29,1606,0.00,-3.40,0.00,0.00,0.000,10.6,0,0.00,0
11.717,1.56,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.05,14.05,0.58,13.84,77,1.000,0.00,0.00,0,0.50,5.16,59,1.86,7.27,1614,0.00,-3.35,0.00,0.00,0.000,10.6,0,0.00,0
11.870,1.56,0.00,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.04,14.05,0.58,13.84,77,1.000,0.00,0.00,0,0.50,5.18,59,1.86,7.33,1618,0.00,-3.38,0.00,0.00,0.000,10.6,0,0.00,0
12.015,1.56,-0.16,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.05,14.07,0.58,13.84,77,1.000,0.00,0.00,0,1.00,5.14,59,1.86,7.33,1606,0.00,-3.38,0.00,0.00,0.000,10.6,0,0.00,0
12.166,1.56,-0.08,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.04,14.07,0.58,13.84,77,1.000,0.00,0.00,0,1.00,5.17,59,1.86,7.31,1615,0.00,-3.34,0.00,0.00,0.000,10.6,0,0.00,0
12.313,1.56,-0.08,0.00,0.00,14.01,0,10,0.0,14.36,14.40,-7.04,14.06,0.58,13.84,77,1.000,0.00,0.00,0,0.50,5.18,59,1.84,7.33,1619,0.00,-3.35,0.00,0.00,0.000,10.6,0,0.00,0
12.461,1.56,-0.16,0.00,0.00,14.01,0,10,0.0,14.36,14.40,-7.09,14.07,0.58,13.84,77,1.000,0.00,0.00,0,0.50,5.19,59,1.84,7.27,1622,0.00,-3.34,0.00,0.00,0.000,10.6,0,0.00,0
12.604,1.56,-0.08,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.10,14.07,0.57,13.94,77,1.000,0.00,0.00,0,1.50,4.82,59,1.84,7.19,1615,0.00,-3.26,0.00,0.00,0.000,10.6,0,0.00,0
12.756,1.56,-0.16,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.11,14.08,0.57,13.84,77,1.000,0.00,0.00,0,0.50,4.83,59,1.86,7.21,1617,0.00,-3.25,0.00,0.00,0.000,10.6,0,0.00,0
12.906,1.56,-0.16,0.00,0.00,13.90,0,10,0.0,14.36,14.56,-7.15,14.08,0.57,13.84,77,1.000,0.00,0.00,0,1.00,4.83,59,1.84,7.19,1617,0.00,-3.21,0.00,0.00,0.000,10.6,0,0.00,0
13.056,1.56,-0.16,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.19,14.08,0.57,13.96,77,1.000,0.00,0.00,0,2.00,4.79,59,1.84,7.14,1603,0.00,-3.18,0.00,0.00,0.000,10.6,0,0.00,0
13.211,1.56,-0.08,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.19,14.08,0.57,13.94,77,1.000,0.00,0.00,0,0.50,4.81,59,1.84,7.14,1609,0.00,-3.14,0.00,0.00,0.000,10.6,0,0.00,0
13.357,1.56,-0.08,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.21,14.07,0.56,13.93,77,1.000,0.00,0.00,0,2.00,4.78,59,1.84,7.14,1600,0.00,-3.14,0.00,0.00,0.000,10.6,0,0.00,0
13.498,1.56,-0.08,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.23,14.07,0.56,13.96,77,1.000,0.00,0.00,0,0.00,4.81,59,1.82,7.10,1611,0.00,-3.09,0.00,0.00,0.000,10.2,0,0.00,0
13.644,1.56,-0.08,0.00,0.00,14.01,0,10,0.0,14.36,14.56,-7.28,14.08,0.56,13.96,79,1.000,0.00,0.00,0,1.00,4.81,59,1.84,7.06,1609,0.00,-3.05,0.00,0.00,0.000,10.2,0,0.00,0
13.789,1.56,-0.08,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.30,14.08,0.56,13.94,79,1.000,0.00,0.00,0,1.00,4.78,59,1.82,7.08,1599,0.00,-3.02,0.00,0.00,0.000,10.2,0,0.00,0
13.936,1.56,0.00,0.00,0.00,14.13,0,10,0.0,14.36,14.48,-7.28,14.08,0.56,13.98,79,1.000,0.00,0.00,0,1.00,4.80,59,1.82,7.02,1608,0.00,-3.01,0.00,0.00,0.000,10.2,0,0.00,0
14.089,1.56,-0.16,0.00,0.00,14.13,0,10,0.0,14.36,14.56,-7.34,14.08,0.55,13.98,79,1.000,0.00,0.00,0,1.50,4.78,59,1.82,7.00,1600,0.00,-2.97,0.00,0.00,0.000,10.2,0,0.00,0
14.239,1.56,-0.08,0.00,0.00,14.13,0,10,0.0,14.36,14.48,-7.36,14.08,0.55,13.98,79,1.000,0.00,0.00,0,1.50,4.79,59,1.82,7.00,1602,0.00,-2.98,0.00,0.00,0.000,10.2,0,0.00,0
14.386,1.56,-0.08,0.00,0.00,14.13,0,10,0.0,14.36,14.48,-7.36,14.08,0.55,13.99,79,1.000,0.00,0.00,0,1.00,4.81,59,1.82,6.98,1612,0.00,-2.93,0.00,0.00,0.000,10.2,0,0.00,0
14.528,1.56,-0.16,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.40,14.09,0.54,14.00,79,1.000,0.00,0.00,0,0.50,4.83,59,1.82,6.92,1618,0.00,-2.87,0.00,0.00,0.000,10.2,0,0.00,0
14.685,0.78,-0.16,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.48,14.10,0.54,14.01,79,1.000,0.00,0.00,0,1.00,4.83,59,1.82,6.90,1618,0.00,-2.85,0.00,0.00,0.000,10.2,0,0.00,0
14.824,0.78,-0.23,0.00,0.00,14.01,0,10,0.0,14.36,14.48,-7.50,14.10,0.54,14.04,79,1.000,0.00,0.00,0,1.50,4.81,59,1.80,6.85,1610,0.00,-2.76,0.00,0.00,0.000,10.2,0,0.00,0
