Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features][Reflash: Stage1+SF 93 v400 Boost Select.ptm - Realtime: Stage1+SF 93 v400 Boost Select.ptm]"
703.620,-1.56,2.50,-0.78,0.00,13.67,24,11,12.5,14.36,13.76,-2.92,14.16,0.97,14.01,178,1.000,0.00,0.00,2,37.50,9.37,61,2.26,11.41,1997,115.32,-1.03,0.00,-1.11,0.740,19.2,17,0.00,0
703.756,-4.69,-2.03,-0.78,0.00,13.90,22,11,12.5,14.36,14.24,-2.75,14.82,0.98,14.11,178,1.000,0.00,0.00,2,39.50,9.52,61,2.28,11.62,2028,115.31,-0.82,0.00,-1.34,1.000,19.2,17,0.00,0
703.914,-7.81,-2.03,-0.78,0.00,14.01,20,11,12.2,14.36,13.84,-2.71,14.82,0.99,14.19,178,1.000,0.00,0.00,2,39.50,9.34,61,2.30,11.62,2086,115.30,-1.05,0.00,-1.58,1.000,19.6,17,0.00,0
704.058,-9.38,-2.03,-0.78,0.00,14.24,19,10,11.8,14.36,14.16,-2.64,14.82,0.99,14.26,178,1.000,0.00,0.00,2,39.00,9.05,61,2.28,11.52,2122,100.99,-1.71,0.00,-3.26,1.000,18.4,18,0.00,0
704.209,-10.16,-2.03,-0.78,0.00,14.59,18,10,11.8,14.36,14.24,-3.05,14.82,0.99,14.71,178,1.000,0.00,0.00,2,39.00,8.83,61,2.32,11.25,2178,104.76,-1.41,0.00,-2.25,1.000,18.8,18,0.00,0
704.361,-8.59,-0.62,-0.78,0.00,15.16,17,10,11.8,14.36,14.00,-2.96,14.69,0.99,15.08,178,1.000,0.00,0.00,2,39.50,8.92,61,2.32,11.25,2201,100.43,-1.72,0.00,-3.27,1.000,18.4,19,0.00,0
704.506,-5.47,0.00,-0.78,0.00,15.39,18,10,12.2,14.36,14.24,-3.10,14.56,1.02,15.22,180,1.000,0.00,0.00,2,38.50,9.62,61,2.36,11.20,2255,109.81,-1.58,0.00,-2.87,1.000,19.6,19,0.00,0
704.650,-3.91,0.47,-0.78,0.00,15.04,18,9,11.8,14.36,14.08,-2.79,14.46,1.06,15.25,180,1.000,0.00,0.00,2,38.50,10.24,61,2.32,11.31,2287,104.00,-1.60,0.00,-4.07,1.000,18.4,19,0.00,0
704.799,-5.47,0.39,-0.78,0.00,14.13,18,9,11.8,14.36,14.16,-3.23,14.46,1.05,15.30,180,1.000,0.00,0.00,2,39.00,10.50,61,2.34,11.00,2344,99.63,-1.61,0.00,-2.96,1.000,18.8,20,0.00,0
704.947,-6.25,0.16,-0.78,0.00,14.24,17,9,11.8,14.36,14.16,-3.29,14.48,1.08,15.31,180,1.000,0.00,0.00,2,38.50,10.72,61,2.36,11.00,2393,99.34,-1.57,0.00,0.00,1.000,18.8,20,0.00,0
705.103,-7.81,0.08,-0.78,0.00,14.01,17,10,11.8,14.21,14.00,-3.45,14.51,1.09,15.34,180,1.000,0.00,0.00,2,38.50,10.88,61,2.36,10.81,2428,95.41,-1.54,0.00,0.00,1.000,18.4,21,0.00,0
705.244,-8.59,0.00,-0.78,0.00,14.24,17,10,11.8,14.36,14.16,-3.62,14.53,1.10,15.33,180,1.000,0.00,0.00,2,39.00,11.07,61,2.38,10.71,2472,95.13,-1.26,0.00,0.00,1.000,18.8,21,0.00,0
705.396,-8.59,-0.08,-0.78,0.00,14.59,18,10,11.8,14.36,14.08,-3.57,14.54,1.10,15.32,180,1.000,0.00,0.00,2,39.00,11.27,61,2.38,10.71,2516,98.47,-1.32,0.00,0.00,1.000,18.4,21,0.00,0
705.541,-7.03,0.00,-0.78,0.00,14.93,18,10,11.8,14.36,13.84,-3.70,14.53,1.09,15.34,180,1.000,0.00,0.00,2,38.50,11.41,61,2.38,10.60,2546,98.18,-1.06,0.00,0.00,1.000,18.8,22,0.00,0
705.692,-4.69,0.00,-0.78,0.00,15.27,17,10,11.8,14.36,14.16,-3.70,14.52,1.09,15.34,180,1.000,0.00,0.00,2,38.50,12.11,61,2.38,10.58,2580,97.88,-1.02,0.00,0.00,1.000,18.8,22,0.00,0
705.841,-1.56,0.31,-0.78,0.00,15.27,18,10,11.8,14.36,14.00,-3.77,14.49,1.08,15.34,180,1.000,0.00,0.00,2,39.00,12.38,61,2.40,10.50,2638,97.61,-0.96,0.00,0.00,1.000,18.8,22,0.00,0
705.979,0.78,0.86,-0.78,0.00,15.16,17,10,11.8,14.21,14.24,-3.81,14.44,1.07,15.34,180,1.000,0.00,0.00,2,38.50,12.47,61,2.42,10.44,2656,101.56,-0.89,0.00,0.00,1.000,18.8,22,0.00,0
706.125,3.91,2.50,-0.78,0.00,15.04,18,10,12.2,14.36,14.00,-3.79,14.18,1.05,15.33,180,1.000,0.00,0.00,2,39.00,12.73,61,2.40,10.40,2712,97.08,-0.90,0.00,0.00,1.000,18.8,23,0.00,0
706.275,7.03,2.50,-0.78,0.00,14.93,18,9,12.2,14.36,14.16,-3.77,14.15,1.04,15.31,180,1.000,0.00,0.00,2,39.50,13.50,61,2.42,10.48,2751,96.81,-0.67,0.00,0.00,1.000,18.8,23,0.00,0
706.426,8.59,2.50,-0.78,0.00,14.70,18,10,12.2,14.36,14.16,-3.78,14.15,1.03,15.28,180,1.000,0.00,0.00,2,38.00,13.70,61,2.44,10.54,2792,100.74,-0.69,0.00,0.00,0.896,19.2,24,0.00,0
706.581,8.59,2.50,-0.78,0.00,14.13,19,9,12.2,14.36,14.08,-3.78,14.15,0.99,15.29,180,1.000,0.00,0.00,2,38.50,13.22,61,2.44,10.50,2818,96.26,-0.93,0.00,0.00,0.752,19.2,24,0.00,0
706.724,9.38,1.33,-0.78,0.00,14.36,20,10,12.2,14.36,14.24,-3.55,14.26,0.97,15.26,180,1.000,0.00,0.00,2,38.50,13.44,61,2.44,10.69,2864,100.01,-0.89,0.00,0.00,0.600,19.2,24,0.00,0
706.874,7.81,0.55,-0.78,0.00,14.13,21,10,12.2,14.36,14.16,-3.70,14.39,0.94,15.26,180,1.000,0.00,0.00,2,38.50,13.07,61,2.46,10.64,2918,99.34,-0.84,0.00,0.00,0.456,19.2,25,0.00,0
707.022,7.03,-0.16,-0.78,0.00,14.36,22,10,12.2,14.36,14.24,-3.75,14.52,0.92,15.27,180,1.000,0.00,0.00,2,39.00,13.22,61,2.44,10.48,2952,98.74,-0.82,0.00,0.00,0.304,18.8,25,0.00,0
707.165,7.03,-0.62,-0.78,0.00,14.59,24,10,12.2,14.21,14.16,-3.81,14.60,0.89,15.29,180,1.000,0.00,0.00,2,39.50,12.72,61,2.44,10.44,2981,98.21,-0.70,0.00,0.00,0.160,18.8,25,0.00,0
707.309,7.03,-0.86,-0.78,0.00,14.70,25,10,12.2,14.36,14.00,-3.96,14.64,0.87,15.29,180,1.000,0.00,0.00,2,39.50,12.96,61,2.48,10.38,3037,104.20,-0.60,0.00,0.00,0.008,19.6,25,0.00,0
707.462,7.81,-0.86,-0.78,0.00,14.81,26,10,12.2,14.36,13.92,-3.73,14.66,0.87,15.23,180,1.000,0.00,0.00,2,39.00,13.03,61,2.48,10.56,3053,103.66,-0.50,0.00,0.00,0.000,19.6,26,0.00,0
707.614,7.03,-0.86,-0.78,0.00,14.47,25,10,12.9,14.21,14.08,-3.70,14.65,0.89,15.22,180,1.000,0.00,0.00,2,40.50,13.98,61,2.52,10.56,3120,109.89,-0.19,0.00,0.00,0.360,20.8,26,0.00,0
707.764,3.91,-1.17,-0.78,0.00,14.01,22,10,12.9,14.36,14.08,-3.27,14.66,0.95,14.63,180,1.000,0.00,0.00,2,41.00,14.75,61,2.56,11.12,3144,116.17,-0.15,0.00,-0.17,0.720,20.8,27,0.00,0
707.916,-0.78,-2.03,-0.78,0.00,13.55,20,10,12.9,14.36,14.08,-3.04,14.81,0.97,14.72,180,1.000,0.00,0.00,2,41.50,14.29,61,2.54,11.27,3190,115.68,-0.48,0.00,-0.63,1.000,20.8,27,0.00,0
708.064,-4.69,-2.03,0.00,0.00,13.90,18,10,12.9,14.36,14.00,-3.10,14.81,0.96,14.79,180,1.000,0.00,0.00,2,42.00,13.79,61,2.56,11.20,3232,115.20,-0.48,0.00,-0.57,1.000,20.8,27,0.00,0
708.207,-5.47,-2.03,0.00,0.00,14.59,17,10,12.9,14.36,14.24,-3.15,14.80,0.95,14.85,180,1.000,0.00,0.00,2,42.50,13.29,61,2.58,11.14,3278,121.78,-0.54,0.00,-0.63,1.000,20.8,28,0.00,0
708.346,-3.91,-0.94,0.00,0.00,15.04,17,10,12.9,14.36,14.08,-3.16,14.75,0.93,14.92,180,1.000,0.00,0.00,2,42.50,13.57,61,2.58,11.16,3347,114.46,-0.52,0.00,-0.59,1.000,20.8,28,0.00,0
708.496,-0.78,0.31,0.00,0.00,15.27,17,10,12.9,14.21,14.16,-3.16,14.47,0.91,15.02,180,1.000,0.00,0.00,2,42.50,13.73,61,2.60,11.10,3388,114.09,-0.56,0.00,-0.63,1.000,20.8,29,0.00,0
708.647,2.34,1.17,0.00,0.00,15.27,17,10,12.9,14.21,14.00,-3.07,14.38,0.90,15.02,180,1.000,0.00,0.00,2,42.50,14.57,61,2.62,11.29,3416,120.78,-0.19,0.00,-0.22,1.000,21.6,29,0.00,0
708.794,5.47,2.50,0.00,0.00,14.93,17,10,13.3,14.36,14.00,-3.00,14.18,0.90,15.01,180,1.000,0.00,0.00,2,42.00,14.86,61,2.66,11.27,3482,120.44,-0.84,0.00,-1.06,1.000,22.4,29,0.00,0
708.948,7.81,2.58,0.00,0.00,14.59,17,10,13.7,14.36,14.24,-2.62,14.08,0.94,14.93,180,1.000,0.00,0.00,2,42.00,15.71,61,2.68,11.52,3506,120.07,-0.08,0.00,-0.89,1.000,22.0,30,0.00,0
709.094,8.59,0.70,0.00,0.00,14.47,17,10,18.4,14.21,13.68,-2.54,14.12,1.01,12.45,180,1.000,0.00,0.00,2,36.50,20.65,61,2.92,12.78,3586,180.67,0.86,0.00,1.11,1.000,28.6,30,0.00,0
709.242,9.38,-0.62,0.00,0.00,13.55,17,11,23.1,14.36,14.08,0.30,13.39,1.31,12.88,180,1.000,0.00,0.00,2,34.50,26.37,61,3.06,14.85,3635,213.46,1.68,0.00,3.13,1.000,32.2,30,0.00,0
709.380,0.00,-0.62,0.00,0.00,12.06,17,14,27.1,14.36,13.84,2.16,12.48,1.49,11.80,180,1.000,0.00,0.00,2,32.00,31.35,61,3.26,17.54,3768,238.02,1.30,0.00,2.02,1.000,39.2,31,0.00,0
709.528,0.00,-0.62,0.00,0.00,11.37,17,16,30.6,14.36,13.84,4.90,11.91,1.82,12.00,180,1.000,0.00,0.00,2,22.50,38.11,61,3.36,19.90,3884,256.64,-0.23,0.00,-0.27,1.000,47.1,32,0.00,0
709.677,0.00,-0.62,0.00,0.00,11.03,18,14,33.3,14.21,14.08,7.18,11.91,2.09,11.83,180,1.000,0.00,0.00,2,18.50,44.57,61,3.52,21.85,4018,284.78,-0.72,0.00,-0.85,1.000,91.0,34,0.00,0
709.828,0.00,-0.62,0.00,0.00,11.03,21,11,36.9,14.36,13.76,8.40,11.91,2.23,11.76,180,1.000,0.00,0.00,2,18.50,49.08,61,3.58,22.70,4183,286.44,-1.59,0.00,-2.41,1.000,100.0,35,0.00,0
709.976,0.00,-0.62,0.00,0.00,11.03,21,10,38.0,14.36,14.00,8.83,11.91,2.29,11.71,180,1.000,0.00,0.00,2,18.50,52.28,61,3.62,23.17,4299,293.10,-0.75,0.00,-0.88,1.000,100.0,36,0.00,0
710.125,0.00,-0.62,0.00,0.00,11.03,21,8,38.0,14.36,14.00,9.05,11.91,2.34,11.67,180,1.000,0.00,0.00,2,19.50,55.29,61,3.66,23.34,4468,290.15,-1.19,0.00,-1.89,1.000,100.0,37,0.00,0
710.272,0.00,-0.62,0.00,0.00,11.03,21,7,39.6,14.21,13.92,9.16,11.91,2.32,11.64,180,1.000,0.00,0.00,2,19.50,56.09,61,3.70,23.49,4613,289.47,-2.01,0.00,-4.15,1.000,100.0,39,0.00,0
710.424,0.00,-0.62,0.00,0.00,11.03,20,5,46.3,14.36,14.00,9.32,11.91,2.30,11.61,180,1.000,0.00,0.00,2,19.50,59.16,61,3.74,23.65,4781,286.66,-2.62,0.00,-5.91,1.000,100.0,40,0.00,0
710.571,0.00,-0.62,0.00,0.00,11.03,19,3,83.5,14.36,13.68,9.43,11.91,2.31,11.57,180,1.000,0.00,0.00,2,20.00,61.16,61,3.78,23.76,4943,325.42,1.52,0.00,2.67,1.000,100.0,41,44.31,0
710.725,0.00,-0.62,0.00,0.00,11.03,19,3,100.0,14.36,13.76,9.77,11.91,2.39,11.53,180,1.000,0.00,0.00,2,19.50,67.17,61,3.92,24.09,5079,403.70,5.51,3.60,7.33,1.000,100.0,42,67.84,0
710.868,0.00,-0.62,0.00,0.00,11.03,20,2,100.0,14.36,13.68,12.04,11.91,2.73,11.29,180,1.000,0.00,0.00,2,17.50,83.41,61,4.12,27.71,5284,428.66,7.33,3.60,7.35,1.000,100.0,43,69.41,0
711.020,0.00,-0.62,0.00,0.00,11.03,21,0,98.4,14.21,13.60,15.22,11.91,2.91,11.20,180,1.000,0.00,0.00,2,17.50,86.80,61,4.16,29.91,5425,428.66,2.64,3.60,6.02,1.000,100.0,45,71.37,0
711.172,0.00,-0.62,0.00,0.00,11.03,21,0,0.0,14.36,14.00,16.02,11.91,2.88,11.18,180,1.000,0.00,0.00,2,18.50,69.71,61,3.98,30.28,5634,272.21,1.35,-1.02,2.29,1.000,39.2,47,0.00,0
711.314,0.00,-0.62,-0.78,0.00,11.03,14,3,0.0,14.36,14.16,2.62,12.63,1.48,18.25,180,1.000,0.00,0.00,0,42.00,14.72,61,1.76,8.12,5309,0.00,-16.34,0.00,0.00,1.000,10.2,48,0.00,0
711.458,0.00,-0.62,-0.78,0.00,11.71,10,4,0.0,14.21,14.32,-8.18,14.34,0.13,19.36,181,1.000,0.00,0.00,2,24.00,0.00,63,1.56,4.80,5143,0.00,3.01,0.00,0.00,1.000,9.8,48,0.00,0
711.599,0.00,-0.62,-0.78,0.00,12.98,9,4,0.0,14.21,14.32,-10.76,14.34,0.13,14.99,181,1.000,0.00,0.00,2,24.00,0.00,63,1.72,3.48,4936,0.00,5.61,0.00,0.00,1.000,10.2,48,0.00,0
711.750,0.00,-0.62,-0.78,0.00,14.70,10,3,4.7,14.36,14.16,-10.52,14.34,0.17,14.24,181,1.000,0.00,0.00,3,24.00,0.00,63,1.80,3.73,4630,0.00,5.49,0.00,0.00,1.000,10.2,48,0.00,0
711.902,0.00,-0.62,-0.78,0.00,18.38,11,2,9.4,14.36,14.32,-10.16,14.63,0.32,12.54,181,1.000,0.00,0.00,3,24.00,12.54,63,2.36,5.22,3918,28.79,5.92,0.00,0.00,1.000,18.0,48,0.00,0
712.054,0.00,-0.62,0.00,0.00,17.46,17,5,14.1,14.36,14.00,-6.99,14.59,0.56,12.02,181,1.000,0.00,0.00,3,24.00,15.91,63,2.64,7.50,4144,76.72,2.83,0.00,0.00,1.000,24.3,48,0.00,0
712.202,-0.78,2.58,0.00,0.00,14.24,17,4,13.7,14.21,14.16,-4.50,14.58,0.83,11.98,181,1.000,0.00,0.00,3,34.50,16.13,63,2.66,9.90,3978,111.20,3.42,0.00,0.59,1.000,22.7,48,0.00,0
712.354,-0.78,2.58,0.00,0.00,14.13,17,7,0.0,14.36,13.92,-4.18,14.10,0.84,14.36,181,1.000,0.00,0.00,3,41.50,16.26,63,2.64,10.40,4012,128.36,1.31,0.00,2.25,1.000,19.2,48,0.00,0
712.496,-2.34,2.58,-0.78,0.00,13.55,14,5,0.0,14.21,14.24,-6.39,14.12,0.59,14.57,181,1.000,0.00,0.00,3,46.00,11.21,63,2.28,7.19,4042,16.83,0.70,0.00,0.85,1.000,15.3,48,0.00,0
712.642,0.00,2.58,-0.78,0.00,13.78,9,2,0.0,14.21,14.00,-7.88,14.11,0.46,14.60,181,1.000,0.00,0.00,3,24.00,0.00,63,2.14,6.36,4034,10.79,3.12,0.00,0.00,1.000,13.3,48,0.00,0
712.786,0.00,2.58,-0.78,0.00,16.08,9,2,0.0,14.21,14.08,-8.61,14.13,0.36,12.21,181,1.000,0.00,0.00,3,24.00,0.00,63,1.94,5.32,4042,5.08,3.98,0.00,0.00,1.000,10.6,48,0.00,0
712.937,0.00,2.58,-0.78,0.00,15.85,16,2,0.0,14.36,14.32,-9.98,14.16,0.23,12.26,181,1.000,0.00,0.00,3,24.00,0.00,63,1.72,3.96,3984,0.00,5.09,0.00,0.00,1.000,8.6,48,0.00,0
713.084,0.00,2.58,-0.78,0.00,19.52,14,3,0.0,14.21,14.24,-10.83,13.86,0.18,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.70,3.54,3976,0.00,6.17,0.00,0.00,1.000,8.2,48,0.00,0
713.244,0.00,2.58,-0.78,0.00,20.44,14,2,0.0,14.36,14.24,-10.72,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.70,3.58,3966,0.00,6.20,0.00,0.00,1.000,8.2,48,0.00,0
713.394,0.00,2.58,-0.78,0.00,20.44,14,2,0.0,14.36,14.32,-10.75,13.86,0.18,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.70,3.52,3966,0.00,6.25,0.00,0.00,1.000,8.2,48,0.00,0
713.530,0.00,2.58,-0.78,0.00,20.44,14,2,0.0,14.36,14.16,-10.77,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.70,3.56,3957,0.00,6.21,0.00,0.00,1.000,8.2,47,0.00,0
713.674,0.00,2.58,-0.78,0.00,20.44,12,3,0.0,14.21,14.24,-10.72,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.62,3906,0.00,6.16,0.00,0.00,1.000,8.2,47,0.00,0
713.824,0.00,2.58,-0.78,0.00,20.44,12,2,0.0,14.21,14.08,-10.68,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.70,3.58,3925,0.00,6.20,0.00,0.00,1.000,8.2,47,0.00,0
713.967,0.00,2.58,-0.78,0.00,20.44,12,3,0.0,14.21,14.32,-10.72,13.86,0.18,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.54,3913,0.00,6.19,0.00,0.00,1.000,8.2,47,0.00,0
714.127,0.00,2.58,-0.78,0.00,20.44,11,3,0.0,14.21,14.16,-10.73,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.64,3880,0.00,6.22,0.00,0.00,1.000,8.2,47,0.00,0
714.266,0.00,2.58,-0.78,0.00,20.44,12,3,0.0,14.21,13.92,-10.68,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.62,3886,0.00,6.14,0.00,0.00,1.000,8.2,47,0.00,0
714.416,0.00,2.58,-0.78,0.00,20.44,11,3,0.0,14.36,14.24,-10.66,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.64,3852,0.00,6.15,0.00,0.00,1.000,8.2,47,0.00,0
714.565,0.00,2.58,-0.78,0.00,20.44,10,3,0.0,14.21,13.76,-10.62,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.70,3.67,3871,0.00,6.11,0.00,0.00,1.000,8.2,47,0.00,0
714.712,0.00,2.58,-0.78,0.00,20.44,11,3,0.0,14.36,14.24,-10.61,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.64,3831,0.00,6.14,0.00,0.00,1.000,8.2,46,0.00,0
714.861,0.00,2.58,-0.78,0.00,20.44,11,3,0.0,14.36,14.16,-10.66,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.70,3.67,3844,0.00,6.11,0.00,0.00,1.000,8.2,46,0.00,0
715.008,0.00,2.58,-0.78,0.00,20.44,10,3,0.0,14.21,14.16,-10.57,13.86,0.18,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.67,3806,0.00,6.11,0.00,0.00,1.000,8.2,46,0.00,0
715.157,0.00,2.58,-0.78,0.00,20.44,9,3,0.0,14.21,14.32,-10.57,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.71,3816,0.00,6.11,0.00,0.00,1.000,8.2,46,0.00,0
715.305,0.00,2.58,-0.78,0.00,20.44,9,3,0.0,14.36,14.08,-10.57,13.86,0.18,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.77,3781,0.00,6.04,0.00,0.00,1.000,8.2,45,0.00,0
715.451,0.00,2.58,-0.78,0.00,20.44,9,3,0.0,14.36,14.24,-10.51,13.86,0.18,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.73,3773,0.00,6.02,0.00,0.00,1.000,8.2,45,0.00,0
715.604,0.00,2.58,-0.78,0.00,20.44,9,3,0.0,14.36,14.16,-10.46,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.81,3789,0.00,5.97,0.00,0.00,1.000,8.2,45,0.00,0
715.749,0.00,2.58,-0.78,0.00,20.44,10,3,0.0,14.21,14.08,-10.53,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.81,3765,0.00,5.96,0.00,0.00,1.000,8.2,45,0.00,0
715.895,0.00,2.58,-0.78,0.00,20.44,8,3,0.0,14.21,14.32,-10.49,13.86,0.18,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.68,3.83,3734,0.00,5.94,0.00,0.00,1.000,7.8,45,0.00,0
716.046,0.00,2.58,-0.78,0.00,20.44,8,3,0.0,14.36,14.00,-10.44,13.86,0.17,11.93,181,1.000,0.00,0.00,3,24.00,0.00,63,1.66,3.87,3729,0.00,5.93,0.00,0.00,1.000,7.8,45,0.00,0
716.186,0.00,2.58,-0.78,0.00,20.44,7,3,0.0,14.36,14.08,-10.44,13.86,0.18,11.93,181,1.000,0.00,0.00,0,24.00,0.00,63,1.70,3.87,3582,0.00,5.91,0.00,0.00,1.000,7.8,45,0.00,0
716.339,0.00,2.58,-0.78,0.00,20.44,6,2,0.0,14.36,14.16,-10.17,14.00,0.19,12.03,181,1.000,0.00,0.00,3,24.00,0.00,63,1.64,4.10,3336,0.00,5.80,0.00,0.00,1.000,7.5,45,0.00,0
716.484,0.00,2.58,-0.78,0.00,20.44,5,2,0.0,14.36,14.16,-9.99,14.16,0.19,12.14,183,1.000,0.00,0.00,3,24.00,0.00,63,1.64,4.43,3154,0.00,5.56,0.00,0.00,1.000,7.1,45,0.00,0
716.634,0.00,2.58,-0.78,0.00,20.44,4,2,0.0,14.36,14.32,-9.66,14.16,0.20,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.60,4.62,2888,0.00,5.20,0.00,0.00,1.000,6.7,45,0.00,0
716.779,0.00,2.58,-0.78,0.00,20.44,5,2,0.0,14.36,14.24,-9.82,14.16,0.21,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.56,4.45,2575,0.00,5.20,0.00,0.00,1.000,5.9,45,0.00,0
716.926,0.00,2.58,-0.78,0.00,20.44,3,2,0.0,14.36,14.32,-10.11,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.18,2693,0.00,5.37,0.00,0.00,1.000,5.9,45,0.00,0
717.082,0.00,2.58,-0.78,0.00,20.44,3,2,0.0,14.36,14.24,-10.09,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.20,2664,0.00,5.47,0.00,0.00,1.000,5.9,45,0.00,0
717.223,0.00,2.58,-0.78,0.00,20.44,3,2,0.0,14.21,14.24,-10.05,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.22,2655,0.00,5.46,0.00,0.00,1.000,5.9,45,0.00,0
717.371,0.00,2.58,-0.78,0.00,20.44,3,2,0.0,14.21,14.32,-10.09,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.56,4.22,2636,0.00,5.40,0.00,0.00,1.000,5.9,45,0.00,0
717.518,0.00,2.58,-0.78,0.00,20.44,3,2,0.0,14.36,14.16,-10.06,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.27,2650,0.00,5.41,0.00,0.00,1.000,5.9,44,0.00,0
717.671,0.00,2.58,-0.78,0.00,20.44,2,2,0.0,14.36,14.24,-10.01,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.22,2628,0.00,5.37,0.00,0.00,1.000,5.9,44,0.00,0
717.821,0.00,2.58,-0.78,0.00,20.44,2,2,0.0,14.36,14.24,-10.01,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.52,4.23,2632,0.00,5.39,0.00,0.00,1.000,5.9,44,0.00,0
717.965,0.00,2.58,-0.78,0.00,20.44,2,2,0.0,14.36,14.24,-10.09,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.23,2597,0.00,5.35,0.00,0.00,1.000,5.9,44,0.00,0
718.115,0.00,2.58,-0.78,0.00,20.44,2,2,0.0,14.36,14.32,-10.05,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.23,2623,0.00,5.39,0.00,0.00,1.000,5.9,44,0.00,0
718.265,0.00,2.58,-0.78,0.00,20.44,2,2,0.0,14.36,14.24,-10.03,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.25,2597,0.00,5.34,0.00,0.00,1.000,5.9,43,0.00,0
718.410,0.00,2.58,-0.78,0.00,20.44,2,2,0.0,14.36,14.08,-10.05,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.23,2608,0.00,5.39,0.00,0.00,1.000,5.9,43,0.00,0
718.559,0.00,2.58,-0.78,0.00,20.44,2,2,0.0,14.36,14.16,-10.04,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.29,2599,0.00,5.32,0.00,0.00,0.856,5.9,43,0.00,0
718.703,0.00,2.58,-0.78,0.00,20.44,1,2,0.0,14.36,14.16,-10.01,14.16,0.20,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.33,2576,0.00,5.33,0.00,0.00,0.712,5.9,43,0.00,0
718.854,0.00,2.58,-0.78,0.00,20.44,2,2,0.0,14.36,14.32,-9.90,14.16,0.20,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.43,2585,0.00,5.20,0.00,0.00,0.560,5.9,43,0.00,0
719.005,0.00,2.58,-0.78,0.00,20.44,2,2,0.0,14.21,14.24,-9.87,14.16,0.19,12.14,183,1.000,0.00,0.00,4,24.00,0.00,63,1.54,4.45,2576,0.00,5.19,0.00,0.00,0.416,5.5,43,0.00,0
