Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features Gen3][Reflash: LucasW_21STI_STG1e_COBBSF_93oct.ptm - Realtime: LucasW_21STI_STG1e_COBBSF_93oct.ptm]"
61.283,9.38,-0.39,-8.59,0.00,14.47,25,10,11.8,14.36,14.16,-3.80,14.58,0.90,14.52,183,1.000,0.00,0.00,5,39.00,12.12,97,2.38,10.48,2840,94.27,4.02,0.00,8.76,0.000,19.2,55,0.00,0
61.363,9.38,-0.47,-8.59,0.00,14.59,25,10,11.8,14.36,14.24,-3.76,14.59,0.91,14.52,183,1.000,0.00,0.00,5,38.50,12.64,97,2.40,10.56,2822,94.24,3.91,0.00,8.76,0.000,19.2,55,0.00,0
61.451,9.38,-0.31,-8.59,0.00,14.70,25,10,11.8,14.36,13.92,-3.72,14.59,0.91,14.52,183,1.000,0.00,0.00,5,38.50,12.72,97,2.38,10.54,2839,94.23,3.93,0.00,8.76,0.000,19.2,55,0.00,0
61.525,9.38,-0.31,-8.59,0.00,14.59,25,10,11.4,14.36,14.00,-3.75,14.57,0.91,14.52,183,1.000,0.00,0.00,5,38.00,12.65,97,2.40,10.56,2824,90.57,3.92,0.00,8.76,0.000,19.2,55,0.00,0
61.614,9.38,-0.31,-8.59,0.00,14.59,25,10,11.4,14.36,14.00,-3.88,14.57,0.90,14.52,183,1.000,0.00,0.00,5,38.50,12.05,97,2.38,10.50,2824,90.56,3.97,0.00,8.76,0.000,18.8,55,0.00,0
61.693,9.38,-0.39,-8.59,0.00,14.36,25,10,11.4,14.36,14.08,-3.91,14.57,0.89,14.54,183,1.000,0.00,0.00,5,39.00,12.05,97,2.38,10.38,2824,90.54,4.08,0.00,8.76,0.000,18.8,55,0.00,0
61.769,8.59,-0.47,-8.59,0.00,14.47,25,10,11.4,14.36,13.92,-3.88,14.59,0.90,14.52,183,1.000,0.00,0.00,5,39.00,12.13,97,2.38,10.44,2844,90.53,4.03,0.00,8.76,0.000,18.8,55,0.00,0
61.857,8.59,-0.47,-8.59,0.00,14.59,25,10,11.4,14.36,14.16,-3.84,14.59,0.90,14.52,183,1.000,0.00,0.00,5,39.50,12.13,97,2.38,10.46,2844,90.51,4.01,0.00,8.76,0.000,18.8,55,0.00,0
61.950,9.38,-0.39,-8.59,0.00,14.70,25,10,11.4,14.36,14.08,-3.89,14.59,0.90,14.52,183,1.000,0.00,0.00,5,39.00,12.07,97,2.38,10.42,2828,90.49,4.04,0.00,8.76,0.000,18.8,56,0.00,0
62.031,9.38,-0.31,-8.59,0.00,14.59,25,10,11.8,14.36,14.00,-3.90,14.57,0.89,14.52,183,1.000,0.00,0.00,5,39.50,12.15,97,2.38,10.46,2848,94.12,4.02,0.00,8.76,0.000,18.8,56,0.00,0
62.127,8.59,-0.39,-8.59,0.00,14.59,25,10,11.8,14.36,14.16,-3.88,14.57,0.90,14.52,185,1.000,0.00,0.00,5,38.50,12.09,97,2.40,10.46,2832,94.10,4.02,0.00,8.76,0.000,18.8,56,0.00,0
62.215,8.59,-0.39,-8.59,0.00,14.47,25,10,11.4,14.36,13.92,-3.89,14.58,0.90,14.52,185,1.000,0.00,0.00,5,38.50,12.16,97,2.38,10.40,2849,90.45,4.07,0.00,8.76,0.000,18.8,56,0.00,0
62.301,8.59,-0.39,-8.59,0.00,14.59,25,10,11.8,14.36,14.08,-3.89,14.58,0.89,14.54,185,1.000,0.00,0.00,5,39.50,12.16,97,2.38,10.36,2851,94.07,4.10,0.00,8.76,0.000,18.8,56,0.00,0
62.395,8.59,-0.39,-8.59,0.00,14.59,25,10,11.4,14.36,13.84,-3.83,14.58,0.90,14.52,185,1.000,0.00,0.00,5,39.00,12.07,97,2.38,10.48,2830,90.42,3.99,0.00,8.76,0.000,18.8,56,0.00,0
62.483,8.59,-0.39,-8.59,0.00,14.59,25,10,11.4,14.36,14.24,-3.90,14.58,0.89,14.52,185,1.000,0.00,0.00,5,39.50,12.09,97,2.36,10.38,2834,90.41,4.09,0.00,8.76,0.000,18.4,56,0.00,0
62.573,8.59,-0.39,-8.59,0.00,14.59,25,9,11.4,14.36,14.16,-3.97,14.58,0.88,14.54,185,1.000,0.00,0.00,5,40.00,12.10,97,2.36,10.33,2836,90.39,4.15,0.00,8.75,0.000,18.4,56,0.00,0
62.660,8.59,-0.39,-8.59,0.00,14.59,25,10,11.4,14.36,14.00,-3.99,14.58,0.88,14.54,185,1.000,0.00,0.00,5,40.00,12.08,97,2.36,10.27,2832,90.39,4.20,0.00,8.75,0.000,18.4,56,0.00,0
62.738,8.59,-0.39,-8.59,0.00,14.59,25,10,11.4,14.36,14.08,-4.07,14.58,0.87,14.54,185,1.000,0.00,0.00,5,41.00,12.17,97,2.36,10.31,2853,90.38,4.16,0.00,8.75,0.000,18.4,56,0.00,0
62.821,8.59,-0.39,-8.59,0.00,14.59,25,10,11.4,14.36,14.00,-4.07,14.58,0.87,14.54,185,1.000,0.00,0.00,5,41.00,12.18,97,2.36,10.21,2854,90.35,4.26,0.00,8.75,0.000,18.4,56,0.00,0
62.908,8.59,-0.39,-8.59,0.00,14.59,25,10,11.4,14.36,14.16,-4.03,14.58,0.88,14.54,185,1.000,0.00,0.00,5,40.50,12.18,97,2.38,10.27,2854,90.34,4.20,0.00,8.75,0.000,18.4,56,0.00,0
62.997,8.59,-0.23,-8.59,0.00,14.70,25,10,11.4,14.36,14.16,-3.99,14.56,0.88,14.52,185,1.000,0.00,0.00,5,40.00,12.18,97,2.38,10.31,2855,90.34,4.16,0.00,8.75,0.000,18.8,56,0.00,0
63.090,9.38,-0.31,-8.59,0.00,14.59,25,10,11.4,14.36,13.92,-3.99,14.56,0.88,14.52,185,1.000,0.00,0.00,5,40.00,12.11,97,2.38,10.35,2839,90.33,4.13,0.00,8.75,0.000,18.8,56,0.00,0
63.169,8.59,-0.31,-8.59,0.00,14.59,25,10,11.4,14.36,14.00,-4.00,14.57,0.88,14.52,185,1.000,0.00,0.00,5,40.00,12.12,97,2.38,10.31,2841,90.33,4.16,0.00,8.75,0.000,18.4,56,0.00,0
63.265,8.59,-0.31,-8.59,0.00,14.59,25,10,11.4,14.36,14.16,-4.04,14.57,0.88,14.52,185,1.000,0.00,0.00,5,39.50,12.12,97,2.38,10.29,2841,90.31,4.18,0.00,8.75,0.000,18.4,56,0.00,0
63.337,8.59,-0.31,-8.59,0.00,14.47,25,10,11.4,14.36,14.16,-4.01,14.57,0.88,14.52,185,1.000,0.00,0.00,5,39.50,12.12,97,2.38,10.31,2840,90.30,4.15,0.00,8.75,0.000,18.4,56,0.00,0
63.418,8.59,-0.47,-8.59,0.00,14.47,25,10,11.4,14.36,14.00,-4.03,14.59,0.88,14.52,185,1.000,0.00,0.00,5,40.00,12.12,97,2.36,10.31,2841,90.29,4.16,0.00,8.75,0.000,18.4,56,0.00,0
63.512,8.59,-0.47,-8.59,0.00,14.47,25,10,11.4,14.36,14.16,-4.04,14.59,0.88,14.52,185,1.000,0.00,0.00,5,40.00,12.12,97,2.36,10.33,2842,90.28,4.15,0.00,8.75,0.000,18.4,56,0.00,0
63.600,8.59,-0.47,-8.59,0.00,14.59,25,10,11.4,14.36,14.00,-4.03,14.59,0.87,14.52,185,1.000,0.00,0.00,5,40.50,12.13,97,2.36,10.33,2843,90.27,4.14,0.00,8.75,0.000,18.4,56,0.00,0
63.695,8.59,-0.39,-8.59,0.00,14.59,25,10,11.4,14.36,14.16,-4.09,14.59,0.87,14.52,185,1.000,0.00,0.00,5,41.00,11.52,97,2.36,10.27,2843,90.25,4.21,0.00,8.75,0.000,18.4,56,0.00,0
63.774,8.59,-0.31,-8.59,0.00,14.59,25,10,11.4,14.21,13.92,-4.07,14.57,0.87,14.54,185,1.000,0.00,0.00,5,41.00,11.59,97,2.36,10.21,2860,90.23,4.26,0.00,8.75,0.000,18.4,56,0.00,0
63.859,8.59,-0.31,-8.59,0.00,14.59,25,10,11.4,14.21,14.16,-4.07,14.57,0.87,14.52,185,1.000,0.00,0.00,5,41.00,11.60,97,2.36,10.23,2862,86.59,4.25,0.00,8.75,0.000,18.4,56,0.00,0
63.949,8.59,-0.31,-8.59,0.00,14.59,25,10,11.4,14.21,13.92,-4.07,14.57,0.87,14.54,185,1.000,0.00,0.00,5,41.00,12.13,97,2.36,10.17,2843,86.57,4.30,0.00,8.75,0.000,18.4,56,0.00,0
64.042,8.59,-0.31,-8.59,0.00,14.59,25,10,11.4,14.36,14.24,-4.12,14.57,0.86,14.54,185,1.000,0.00,0.00,5,41.00,11.61,97,2.36,10.13,2864,86.57,4.35,0.00,8.75,0.000,18.0,56,0.00,0
64.124,8.59,-0.39,-8.59,0.00,14.47,25,10,11.0,14.36,14.16,-4.30,14.57,0.85,14.54,185,1.000,0.00,0.00,5,41.50,11.54,97,2.34,10.13,2847,82.93,4.39,0.00,8.75,0.000,17.6,56,0.00,0
64.198,7.81,-0.39,-8.59,0.00,14.36,25,10,11.0,14.36,14.16,-4.41,14.58,0.84,14.56,185,1.000,0.00,0.00,5,42.50,11.61,97,2.34,9.90,2864,82.92,4.56,0.00,8.75,0.000,18.0,56,0.00,0
64.287,7.81,-0.55,-8.59,0.00,14.36,25,10,11.0,14.36,13.84,-4.38,14.60,0.84,14.55,185,1.000,0.00,0.00,5,42.50,11.53,97,2.34,9.90,2844,82.93,4.56,0.00,8.75,0.000,18.0,56,0.00,0
64.377,7.81,-0.55,-8.59,0.00,14.59,25,10,9.0,14.36,14.00,-4.57,14.61,0.83,14.56,185,1.000,0.00,0.00,5,42.50,11.60,97,2.32,9.86,2862,57.52,4.61,0.00,8.75,0.000,16.5,56,0.00,0
64.471,7.03,-0.39,-8.59,0.00,14.47,25,10,0.0,14.36,14.16,-5.89,14.58,0.74,17.09,185,1.000,0.00,0.00,5,46.50,9.14,97,2.02,8.39,2856,23.58,6.07,0.00,8.75,0.000,12.5,56,0.00,0
64.555,4.69,-0.47,-8.59,0.00,13.90,19,3,0.0,14.36,14.16,-7.18,14.60,0.57,16.26,185,1.000,0.00,0.00,5,46.00,7.31,97,1.96,7.37,2855,22.28,7.11,0.00,0.00,0.000,12.2,56,0.00,0
64.646,3.12,-0.70,-8.59,0.00,13.78,0,2,0.0,14.36,14.24,-7.20,14.63,0.49,14.93,185,1.000,0.00,0.00,5,42.00,0.00,97,1.94,7.00,2831,20.71,7.46,0.00,0.00,0.000,11.8,56,0.00,0
64.731,0.00,-0.70,-8.59,0.00,13.44,0,2,0.0,14.36,14.24,-7.27,14.64,0.45,14.86,185,1.000,0.00,0.00,5,38.50,0.00,97,1.92,7.02,2831,19.33,7.45,0.00,0.00,0.000,11.8,56,0.00,0
64.817,0.00,-0.70,-8.59,0.00,14.24,0,3,0.0,14.36,14.24,-7.35,14.64,0.43,14.84,185,1.000,0.00,0.00,5,36.00,0.00,97,1.90,6.98,2835,17.93,7.49,0.00,0.00,0.000,11.4,56,0.00,0
64.913,0.00,-0.70,-8.59,0.00,15.96,0,3,0.0,14.21,14.16,-7.48,14.64,0.42,14.82,185,1.000,0.00,0.00,5,34.00,0.00,97,1.90,6.94,2837,16.58,7.53,0.00,0.00,0.000,11.0,56,0.00,0
64.988,0.00,-0.70,-8.59,0.00,17.80,0,3,0.0,14.36,14.24,-7.65,14.64,0.40,14.82,185,1.000,0.00,0.00,5,32.00,0.00,97,1.88,6.67,2824,15.37,7.80,0.00,0.00,0.000,11.0,56,0.00,0
65.085,0.00,-0.70,-8.59,0.00,18.83,0,3,0.0,14.21,14.32,-7.81,14.64,0.39,14.81,185,1.000,0.00,0.00,5,30.00,0.00,97,1.86,6.56,2823,14.08,7.91,0.00,0.00,0.000,10.6,55,0.00,0
65.170,0.00,-0.70,-8.59,0.00,19.87,5,3,0.0,14.21,14.16,-8.07,14.64,0.38,14.82,185,1.000,0.00,0.00,5,28.50,0.00,97,1.84,6.38,2795,12.84,8.10,0.00,0.00,0.000,10.6,55,0.00,0
65.267,0.00,-0.70,-8.59,0.00,20.44,7,3,3.5,14.21,14.16,-8.39,14.64,0.36,14.84,185,1.000,0.00,0.00,5,31.50,6.55,97,1.82,5.99,2790,11.72,8.48,0.00,8.76,0.000,10.2,55,0.00,0
65.360,0.00,-0.70,-8.59,0.00,20.44,17,3,3.9,14.21,14.08,-8.89,14.64,0.35,12.36,185,1.000,0.00,0.00,5,36.00,6.12,97,1.82,5.76,2868,10.37,8.71,0.00,8.76,0.000,10.2,55,0.00,0
65.449,0.00,-0.70,-8.59,0.00,20.44,23,6,3.5,14.36,14.16,-9.23,14.64,0.35,12.39,185,1.000,0.00,0.00,5,38.50,5.86,97,1.82,5.10,2748,8.79,9.38,0.00,8.76,0.000,10.2,55,0.00,0
65.538,0.00,-0.70,-8.59,0.00,17.69,23,8,4.3,14.21,14.00,-9.38,14.64,0.34,12.38,185,1.000,0.00,0.00,5,37.50,5.99,97,1.80,5.05,2808,8.50,9.43,0.00,8.76,0.000,9.8,55,0.00,0
65.631,0.00,-0.70,-8.59,0.00,15.50,22,9,5.1,14.21,14.24,-9.58,14.64,0.33,12.37,185,1.000,0.00,0.00,5,36.50,6.06,97,1.78,4.72,2838,9.47,9.61,0.00,8.76,0.000,9.8,55,0.00,0
65.707,0.00,-0.70,-8.59,0.00,14.70,21,10,4.7,14.21,13.92,-9.59,14.64,0.33,12.35,185,1.000,0.00,0.00,5,37.50,5.89,97,1.80,4.72,2760,9.80,9.75,0.00,8.76,0.000,10.2,55,0.00,0
65.797,0.00,2.27,-8.59,0.00,14.59,21,10,5.1,14.36,14.16,-9.59,14.20,0.33,14.82,185,1.000,0.00,0.00,5,34.00,5.35,97,1.80,4.72,2787,10.05,9.76,0.00,8.76,0.000,10.2,55,0.00,0
65.891,1.56,2.27,-8.59,0.00,14.59,20,11,5.5,14.36,14.00,-9.63,14.20,0.33,14.78,185,1.000,0.00,0.00,5,37.50,5.31,97,1.80,4.68,2764,10.85,9.78,0.00,8.76,0.000,10.2,55,0.00,0
65.971,5.47,2.27,-8.59,0.00,15.27,21,11,5.9,14.36,13.92,-9.58,14.20,0.34,14.75,185,1.000,0.00,0.00,5,38.00,5.32,97,1.82,4.72,2770,11.85,9.76,0.00,8.76,0.000,10.2,55,0.00,0
66.061,9.38,2.27,-8.59,0.00,15.85,21,11,6.3,14.36,13.92,-9.55,14.20,0.35,14.74,185,1.000,0.00,0.00,5,38.00,5.92,97,1.82,4.70,2776,14.74,9.77,0.00,8.76,0.000,10.2,55,0.00,0
66.139,12.50,2.27,-8.59,0.00,15.96,21,11,6.3,14.21,14.16,-9.24,14.20,0.38,14.65,185,1.000,0.00,0.00,5,40.00,5.89,97,1.88,5.03,2761,18.43,9.44,0.00,8.76,0.000,11.4,54,0.00,0
66.233,14.06,2.34,-8.59,0.00,15.50,21,11,6.3,14.21,13.84,-9.07,14.20,0.40,14.62,185,1.000,0.00,0.00,5,41.50,6.45,97,1.88,5.16,2749,18.49,9.31,0.00,8.77,0.000,11.0,54,0.00,0
66.306,14.84,2.34,-8.59,0.00,15.16,22,11,6.7,14.21,14.08,-9.06,14.20,0.41,14.60,185,1.000,0.00,0.00,5,41.00,6.49,97,1.90,5.26,2764,22.14,9.24,0.00,8.77,0.000,11.8,54,0.00,0
66.389,14.84,2.34,-8.59,0.00,14.59,22,11,6.7,14.21,14.00,-8.88,14.20,0.43,14.56,185,1.000,0.00,0.00,5,42.50,7.03,97,1.92,5.41,2746,23.99,9.05,0.00,8.77,0.000,11.8,54,0.00,0
66.477,14.06,2.34,-8.59,0.00,14.13,22,11,7.1,14.21,14.24,-8.63,14.20,0.46,14.54,185,1.000,0.00,0.00,5,44.00,7.06,97,1.94,5.61,2758,26.00,8.86,0.00,8.77,0.000,12.2,54,0.00,0
66.574,12.50,2.11,-8.59,0.00,13.90,23,12,7.8,14.21,14.00,-8.28,14.20,0.49,14.54,185,1.000,0.00,0.00,5,45.50,7.64,97,2.00,5.76,2755,36.85,8.70,0.00,8.77,0.000,12.9,54,0.00,0
66.651,11.72,1.95,-8.59,0.00,13.78,24,11,7.8,14.21,13.92,-7.92,14.25,0.54,14.52,185,1.000,0.00,0.00,5,47.50,7.58,97,2.04,6.38,2733,37.02,8.10,0.00,8.77,0.000,13.7,54,0.00,0
66.741,10.94,1.95,-8.59,0.00,13.90,25,12,7.8,14.21,14.16,-7.68,14.25,0.57,14.52,185,1.000,0.00,0.00,5,48.00,8.20,97,2.04,6.54,2745,37.06,7.93,0.00,8.77,0.000,13.7,54,0.00,0
66.836,10.16,2.03,-8.59,0.00,13.78,25,12,7.8,14.21,13.84,-7.63,14.25,0.58,14.52,185,1.000,0.00,0.00,5,48.00,8.19,97,2.04,6.65,2742,40.73,7.82,0.00,8.77,0.000,13.7,53,0.00,0
66.925,7.81,2.03,-8.59,0.00,13.55,25,12,9.0,14.36,14.16,-7.53,14.24,0.58,14.52,185,1.000,0.00,0.00,5,48.00,8.19,97,2.06,6.75,2742,55.09,7.72,0.00,8.77,0.000,14.1,53,0.00,0
67.013,6.25,2.03,-8.59,0.00,13.55,24,12,9.8,14.36,13.84,-6.78,14.24,0.64,14.52,185,1.000,0.00,0.00,5,47.50,9.37,97,2.20,6.96,2746,69.92,7.51,0.00,8.77,0.000,16.5,53,0.00,0
67.093,6.25,2.03,-8.59,0.00,14.01,25,12,9.4,14.21,13.92,-6.28,14.24,0.69,13.26,185,1.000,0.00,0.00,5,47.50,9.28,97,2.20,7.75,2718,62.59,6.72,0.00,8.77,0.000,16.1,53,0.00,0
67.167,7.03,2.03,-8.59,0.00,14.36,25,12,9.4,14.21,13.84,-6.28,14.22,0.70,14.50,185,1.000,0.00,0.00,5,47.00,9.28,97,2.16,7.99,2718,62.61,6.48,0.00,8.77,0.000,15.7,53,0.00,0
67.261,7.81,2.11,-8.59,0.00,14.47,25,12,9.4,14.36,14.16,-6.21,14.22,0.71,14.50,185,1.000,0.00,0.00,5,47.00,9.27,97,2.18,8.02,2715,62.63,6.44,0.00,8.77,0.000,15.7,53,0.00,0
67.337,7.81,2.03,-8.59,0.00,14.24,25,13,9.4,14.21,14.16,-6.21,14.23,0.71,14.51,185,1.000,0.00,0.00,5,47.00,9.33,97,2.16,8.02,2732,62.64,6.44,0.00,8.77,0.000,15.7,53,0.00,0
67.417,7.03,2.11,-8.59,0.00,14.24,25,13,9.4,14.21,13.92,-6.18,14.22,0.71,14.52,185,1.000,0.00,0.00,5,47.00,9.33,97,2.18,8.08,2732,62.65,6.40,0.00,8.77,0.000,15.7,53,0.00,0
67.507,7.03,2.03,-8.59,0.00,14.24,25,13,9.8,14.21,13.92,-6.23,14.22,0.71,14.52,185,1.000,0.00,0.00,5,46.50,9.32,97,2.18,8.08,2731,66.31,6.38,0.00,8.77,0.000,15.7,53,0.00,0
67.604,7.03,2.03,-8.59,0.00,14.24,25,13,9.4,14.21,14.16,-6.10,14.22,0.72,14.52,185,1.000,0.00,0.00,5,46.50,9.91,97,2.20,8.10,2732,62.66,6.37,0.00,8.77,0.000,16.1,53,0.00,0
67.691,7.03,2.03,-8.59,0.00,14.24,25,13,9.8,14.21,14.16,-6.07,14.23,0.73,14.52,185,1.000,0.00,0.00,5,46.00,9.83,97,2.20,8.20,2712,66.31,6.26,0.00,8.77,0.000,16.1,53,0.00,0
67.773,7.03,2.03,-8.59,0.00,14.24,25,13,9.4,14.21,13.84,-6.07,14.23,0.74,14.52,185,1.000,0.00,0.00,5,45.50,9.84,97,2.18,8.24,2714,62.67,6.24,0.00,8.77,0.000,15.7,53,0.00,0
67.852,6.25,1.80,-8.59,0.00,14.13,25,13,9.4,14.21,13.92,-6.10,14.24,0.74,14.52,185,1.000,0.00,0.00,5,45.50,9.88,97,2.18,8.28,2725,62.67,6.25,0.00,8.77,0.000,15.7,53,0.00,0
67.949,5.47,1.02,-8.59,0.00,14.01,25,13,9.4,14.21,14.16,-6.14,14.32,0.73,14.52,185,1.000,0.00,0.00,5,45.50,9.82,97,2.18,8.20,2709,62.68,6.26,0.00,8.77,0.000,15.7,53,0.00,0
68.038,4.69,-0.47,-8.59,0.00,14.01,25,13,9.4,14.21,14.16,-6.13,14.46,0.73,14.52,185,1.000,0.00,0.00,5,46.00,9.24,97,2.18,8.16,2706,62.70,6.31,0.00,8.77,0.000,15.7,53,0.00,0
68.108,3.12,-2.03,-8.59,0.00,14.13,25,13,9.4,14.21,14.08,-6.06,14.81,0.73,14.52,185,1.000,0.00,0.00,5,46.00,9.29,97,2.20,8.24,2722,62.71,6.24,0.00,8.77,0.000,15.7,53,0.00,0
68.183,2.34,-2.03,-8.59,0.00,14.36,25,13,9.4,14.21,14.16,-6.06,14.82,0.74,14.52,185,1.000,0.00,0.00,5,45.50,9.29,97,2.20,8.24,2722,62.72,6.25,0.00,8.77,0.000,15.7,53,0.00,0
68.272,2.34,-2.03,-8.59,0.00,14.47,25,13,9.8,14.36,14.16,-5.99,14.82,0.74,14.52,185,1.000,0.00,0.00,5,45.50,9.28,97,2.18,8.24,2720,66.38,6.23,0.00,8.77,0.000,15.7,53,0.00,0
68.347,1.56,-2.03,-8.59,0.00,14.59,25,13,9.8,14.21,13.84,-5.93,14.82,0.74,14.52,185,1.000,0.00,0.00,5,45.50,9.28,97,2.20,8.33,2718,66.38,6.13,0.00,8.77,0.000,16.1,53,0.00,0
68.437,1.56,-2.03,-8.59,0.00,14.81,25,13,9.8,14.21,14.16,-5.76,14.82,0.75,14.52,185,1.000,0.00,0.00,5,45.00,9.29,97,2.22,8.47,2720,70.03,6.00,0.00,8.77,0.000,16.5,53,0.00,0
68.534,2.34,-2.03,-8.59,0.00,15.04,25,13,9.8,14.21,13.92,-5.69,14.82,0.77,14.52,185,1.000,0.00,0.00,5,44.00,9.86,97,2.22,8.60,2719,66.39,5.86,0.00,8.77,0.000,16.5,53,0.00,0
68.610,2.34,-2.03,-8.59,0.00,15.04,25,13,9.8,14.21,13.84,-5.69,14.82,0.78,14.52,185,1.000,0.00,0.00,5,44.00,9.80,97,2.22,8.60,2701,66.39,5.86,0.00,8.77,0.000,16.1,53,0.00,0
68.701,3.12,-1.33,-8.59,0.00,14.93,25,13,9.8,14.21,14.16,-5.80,14.73,0.77,14.52,185,1.000,0.00,0.00,5,44.00,9.79,97,2.20,8.51,2700,66.40,5.98,0.00,8.77,0.000,16.1,53,0.00,0
68.777,3.12,-0.70,-8.59,0.00,14.70,26,13,9.8,14.21,14.16,-5.77,14.66,0.77,14.52,185,1.000,0.00,0.00,5,44.50,9.83,97,2.20,8.53,2712,66.41,5.94,0.00,8.77,0.000,16.1,53,0.00,0
68.867,3.12,-0.39,-8.59,0.00,14.70,25,13,9.8,14.21,14.16,-5.77,14.61,0.76,14.53,185,1.000,0.00,0.00,5,44.50,9.77,97,2.20,8.51,2695,66.42,5.96,0.00,8.77,0.000,16.5,53,0.00,0
68.960,3.12,-0.23,-8.59,0.00,14.70,25,13,9.8,14.21,13.92,-5.72,14.56,0.76,14.52,185,1.000,0.00,0.00,5,44.00,9.78,97,2.22,8.59,2696,70.08,5.90,0.00,8.77,0.000,16.5,53,0.00,0
69.061,4.69,-0.16,-8.59,0.00,14.81,25,13,9.8,14.21,14.08,-5.66,14.56,0.77,14.52,185,1.000,0.00,0.00,5,44.00,9.83,97,2.22,8.60,2712,66.43,5.87,0.00,8.76,0.000,16.5,53,0.00,0
69.139,4.69,-0.16,-8.59,0.00,14.81,25,13,9.8,14.21,13.84,-5.68,14.55,0.78,14.53,185,1.000,0.00,0.00,5,43.50,9.77,97,2.22,8.60,2695,70.09,5.81,0.00,8.76,0.000,16.5,53,0.00,0
69.233,4.69,-0.08,-8.59,0.00,14.70,25,13,9.8,14.21,14.08,-5.65,14.54,0.78,14.52,185,1.000,0.00,0.00,5,43.50,9.77,97,2.22,8.70,2694,66.44,5.77,0.00,8.76,0.000,16.5,53,0.00,0
69.298,4.69,-0.08,-8.59,0.00,14.59,25,13,9.8,14.21,14.16,-5.58,14.54,0.79,14.52,185,1.000,0.00,0.00,5,43.50,9.82,97,2.24,8.68,2707,66.44,5.79,0.00,8.76,0.000,16.5,53,0.00,0
69.387,4.69,-0.08,-8.59,0.00,14.59,25,13,9.8,14.21,14.00,-5.57,14.54,0.79,14.52,185,1.000,0.00,0.00,5,43.00,9.76,97,2.22,8.72,2692,70.10,5.75,0.00,8.76,0.000,16.5,53,0.00,0
69.482,4.69,-0.08,-8.59,0.00,14.47,25,13,9.8,14.21,14.08,-5.56,14.54,0.79,14.53,185,1.000,0.00,0.00,5,43.00,9.82,97,2.24,8.72,2706,70.10,5.75,0.00,8.76,0.000,16.5,53,0.00,0
69.564,4.69,-0.16,-8.59,0.00,14.47,25,13,9.8,14.21,14.16,-5.37,14.55,0.81,14.52,185,1.000,0.00,0.00,5,42.00,10.33,97,2.24,8.80,2690,70.10,5.68,0.00,8.76,0.000,16.9,53,0.00,0
69.638,4.69,-0.08,-8.59,0.00,14.59,25,13,9.8,14.21,14.08,-5.35,14.55,0.81,14.52,185,1.000,0.00,0.00,5,42.00,10.40,97,2.24,8.91,2709,70.10,5.55,0.00,8.76,0.000,16.5,53,0.00,0
69.728,5.47,-0.16,-8.59,0.00,14.59,25,13,9.8,14.21,13.92,-5.40,14.55,0.81,14.52,185,1.000,0.00,0.00,5,42.50,10.40,97,2.24,8.86,2708,70.10,5.62,0.00,8.76,0.000,16.5,53,0.00,0
69.817,4.69,-0.16,-8.59,0.00,14.59,25,13,10.2,14.21,13.92,-5.44,14.55,0.80,14.53,185,1.000,0.00,0.00,5,42.50,10.39,97,2.24,8.86,2705,73.75,5.62,0.00,8.76,0.000,16.9,53,0.00,0
69.900,4.69,-0.16,-8.59,0.00,14.47,25,13,9.8,14.21,13.84,-5.30,14.54,0.82,14.52,185,1.000,0.00,0.00,5,42.00,10.39,97,2.24,8.99,2705,70.11,5.49,0.00,8.76,0.000,16.5,53,0.00,0
69.987,4.69,-0.16,-8.59,0.00,14.59,25,13,9.8,14.21,14.08,-5.37,14.55,0.81,14.53,185,1.000,0.00,0.00,5,42.00,10.33,97,2.22,8.91,2690,70.11,5.55,0.00,8.76,0.000,16.5,53,0.00,0
70.077,4.69,-0.16,-8.59,0.00,14.59,26,13,9.8,14.21,14.08,-5.44,14.55,0.81,14.53,185,1.000,0.00,0.00,5,42.00,10.39,97,2.22,8.86,2706,70.11,5.58,0.00,8.76,0.000,16.5,53,0.00,0
70.171,4.69,-0.23,-8.59,0.00,14.47,25,13,9.8,14.21,14.00,-5.47,14.56,0.79,14.53,185,1.000,0.00,0.00,5,43.00,10.39,97,2.20,8.80,2704,70.12,5.68,0.00,8.76,0.000,16.1,53,0.00,0
70.262,4.69,-0.23,-8.59,0.00,14.47,26,13,9.8,14.21,14.08,-5.51,14.56,0.79,14.53,185,1.000,0.00,0.00,5,43.00,9.80,97,2.22,8.76,2704,70.13,5.70,0.00,8.76,0.000,16.5,53,0.00,0
