Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Feedback Knock (°),Fine Knock Learn (°),Gear Position (gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Volts (V),Man Abs Press (psi),RPM (RPM),Req Torque (Nm),TD Boost Error (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.4.2-23702][2021 USDM WRX STI COBB Custom Features Gen3][Reflash: LucasW_21STI_STG1e_COBBSF_93oct.ptm - Realtime: LucasW_21STI_STG1e_COBBSF_93oct.ptm]"
2.253,-1.56,-0.23,-7.03,0.00,14.70,23,17,3.9,14.36,14.16,-9.92,14.59,0.33,15.69,187,1.000,0.00,0.00,5,40.00,4.49,102,1.74,4.37,2629,9.46,10.10,0.00,8.91,0.000,9.4,52,0.00,0
2.341,-1.56,-0.23,-7.03,0.00,14.59,23,17,4.3,14.36,14.16,-9.88,14.58,0.33,15.70,187,1.000,0.00,0.00,5,40.00,4.46,102,1.74,4.41,2614,9.70,10.06,0.00,8.90,0.000,9.4,52,0.00,0
2.413,-1.56,-0.23,-7.03,0.00,14.59,23,17,3.9,14.36,14.16,-9.90,14.57,0.33,15.70,187,1.000,0.00,0.00,5,40.00,4.49,102,1.74,4.35,2629,8.61,10.11,0.00,8.90,0.000,9.4,52,0.00,0
2.500,-1.56,-0.23,-7.03,0.00,14.59,23,17,4.3,14.36,14.24,-9.92,14.57,0.33,15.70,187,1.000,0.00,0.00,5,40.50,4.46,102,1.74,4.39,2610,9.13,10.07,0.00,8.90,0.000,9.4,52,0.00,0
2.584,-0.78,-0.31,-7.03,0.00,14.70,23,17,4.3,14.36,14.16,-9.90,14.58,0.33,15.75,187,1.000,0.00,0.00,5,40.00,4.46,102,1.74,4.41,2613,9.01,10.06,0.00,8.90,0.000,9.4,52,0.00,0
2.650,-0.78,-0.31,-7.03,0.00,14.70,23,17,4.3,14.36,14.16,-9.87,14.59,0.33,15.85,187,1.000,0.00,0.00,5,40.00,4.46,102,1.74,4.43,2614,9.11,10.05,0.00,8.90,0.000,9.4,52,0.00,0
2.731,-0.78,-0.31,-7.03,0.00,14.59,23,17,3.9,14.36,14.16,-9.88,14.59,0.33,15.85,187,1.000,0.00,0.00,5,40.00,4.48,102,1.74,4.39,2627,8.45,10.07,0.00,8.90,0.000,9.4,52,0.00,0
2.825,-1.56,-0.31,-7.03,0.00,14.59,23,17,3.9,14.36,14.16,-9.92,14.59,0.33,15.86,187,1.000,0.00,0.00,5,40.50,4.46,102,1.74,4.39,2612,8.89,10.07,0.00,8.90,0.000,9.4,52,0.00,0
2.894,-1.56,-0.23,-7.03,0.00,14.59,23,17,4.3,14.36,14.16,-9.93,14.59,0.33,15.85,187,1.000,0.00,0.00,5,40.00,4.49,102,1.74,4.43,2629,9.01,10.05,0.00,8.90,0.000,9.4,52,0.00,0
2.998,-0.78,-0.23,-7.03,0.00,14.59,23,17,4.3,14.36,13.92,-9.92,14.57,0.33,15.85,187,1.000,0.00,0.00,5,39.50,4.49,102,1.74,4.39,2634,9.56,10.09,0.00,8.90,0.000,9.4,52,0.00,0
3.072,-0.78,-0.23,-7.03,0.00,14.59,23,17,4.3,14.36,13.92,-9.88,14.57,0.33,15.85,187,1.000,0.00,0.00,5,40.00,4.50,102,1.74,4.39,2634,9.67,10.09,0.00,8.90,0.000,9.4,52,0.00,0
3.157,-0.78,-0.31,-7.03,0.00,14.59,23,17,4.3,14.36,14.16,-9.87,14.58,0.33,15.85,187,1.000,0.00,0.00,5,40.00,4.46,102,1.74,4.37,2616,9.09,10.10,0.00,8.90,0.000,9.4,52,0.00,0
3.245,-0.78,-0.31,-7.03,0.00,14.70,23,16,4.3,14.36,14.24,-9.86,14.58,0.33,15.85,187,1.000,0.00,0.00,5,40.00,4.49,102,1.76,4.41,2634,8.99,10.06,0.00,8.90,0.000,9.4,52,0.00,0
3.331,-0.78,-0.31,-7.03,0.00,14.70,23,16,4.3,14.36,14.00,-9.87,14.59,0.33,15.85,187,1.000,0.00,0.00,5,40.00,4.50,102,1.74,4.39,2637,9.54,10.09,0.00,8.90,0.000,9.4,52,0.00,0
3.416,-0.78,-0.31,-7.03,0.00,14.59,23,16,4.7,14.36,14.16,-9.86,14.59,0.33,15.92,187,1.000,0.00,0.00,5,40.00,4.50,102,1.74,4.43,2639,10.22,10.05,0.00,8.90,0.000,9.4,52,0.00,0
3.490,-0.78,-0.23,-7.03,0.00,14.59,23,17,4.7,14.36,14.00,-9.87,14.57,0.34,15.90,187,1.000,0.00,0.00,5,40.00,4.50,102,1.74,4.43,2638,10.11,10.05,0.00,8.90,0.000,9.8,52,0.00,0
3.583,0.00,-0.23,-7.03,0.00,14.70,23,16,4.7,14.36,14.16,-9.82,14.57,0.34,15.87,187,1.000,0.00,0.00,5,40.50,5.06,102,1.76,4.49,2634,10.25,9.98,0.00,8.90,0.000,9.8,52,0.00,0
3.680,0.00,-0.23,-7.03,0.00,14.70,23,16,5.5,14.36,14.16,-9.80,14.58,0.34,15.90,187,1.000,0.00,0.00,5,41.00,5.03,102,1.76,4.52,2618,11.99,9.95,0.00,8.90,0.000,9.8,52,0.00,0
3.777,0.00,-0.31,-7.03,0.00,14.70,23,16,5.5,14.36,14.08,-9.76,14.58,0.35,15.90,187,1.000,0.00,0.00,5,41.50,5.03,102,1.78,4.56,2620,11.84,9.92,0.00,8.90,0.000,9.8,52,0.00,0
3.851,0.00,-0.31,-8.59,0.00,14.70,23,17,5.5,14.36,14.08,-9.69,14.58,0.35,15.85,187,1.000,0.00,0.00,5,41.00,5.06,102,1.78,4.56,2637,11.97,9.92,0.00,8.90,0.000,9.8,52,0.00,0
3.930,0.78,-0.31,-7.03,0.00,14.70,23,16,5.5,14.36,14.16,-9.66,14.59,0.36,15.90,187,1.000,0.00,0.00,5,41.50,5.03,102,1.78,4.60,2619,11.98,9.83,0.00,8.90,0.000,9.8,52,0.00,0
4.010,0.78,-0.31,-8.59,0.00,14.70,23,16,6.3,14.36,14.16,-9.69,14.59,0.36,15.90,187,1.000,0.00,0.00,5,41.50,5.06,102,1.78,4.60,2637,15.67,9.87,0.00,8.90,0.000,9.8,52,0.00,0
4.103,1.56,-0.31,-8.59,0.00,14.70,23,17,7.1,14.36,14.16,-9.57,14.59,0.37,15.94,187,1.000,0.00,0.00,5,42.50,5.04,102,1.82,4.66,2624,30.36,9.82,0.00,8.90,0.000,11.4,52,0.00,0
4.191,1.56,-0.23,-8.59,0.00,14.81,23,16,7.1,14.36,14.24,-8.79,14.58,0.45,15.88,187,1.000,0.00,0.00,5,45.50,5.61,102,1.96,4.87,2628,30.19,9.60,0.00,8.90,0.000,12.5,52,0.00,0
4.274,3.12,-0.23,-8.59,0.00,15.04,23,16,9.8,14.36,14.16,-8.19,14.57,0.52,14.27,187,1.000,0.00,0.00,5,47.00,6.77,102,2.04,6.03,2644,55.23,8.44,0.00,8.90,0.000,14.1,52,0.00,0
4.349,5.47,-0.23,-8.59,0.00,15.50,24,16,11.0,14.36,14.24,-6.96,14.57,0.64,13.87,187,1.000,0.00,0.00,5,47.00,9.00,102,2.22,6.63,2637,84.89,7.83,0.00,8.90,0.000,18.0,52,0.00,0
4.444,7.81,0.16,-8.59,0.00,15.62,26,16,11.8,14.36,13.84,-5.70,14.56,0.79,13.24,185,1.000,0.00,0.00,5,42.50,10.12,102,2.26,7.97,2636,99.46,6.51,0.00,8.90,0.000,18.4,52,0.00,0
4.527,9.38,1.02,-8.59,0.00,15.16,25,16,13.3,14.36,13.92,-4.75,14.37,0.89,14.11,185,1.000,0.00,0.00,5,37.00,11.84,102,2.40,9.32,2644,136.96,7.44,0.00,8.90,0.120,23.1,52,0.00,0
4.617,11.72,1.88,-8.59,0.00,15.39,25,14,13.3,14.36,13.68,-3.27,14.29,1.05,13.52,185,1.000,0.00,0.00,5,30.50,12.42,102,2.44,10.67,2646,136.93,6.09,0.00,8.90,0.340,23.5,52,0.00,0
4.695,11.72,2.27,-8.59,0.00,14.59,24,10,12.9,14.36,14.16,-3.15,14.19,1.09,14.76,185,1.000,0.00,0.00,5,32.00,13.69,102,2.42,11.14,2673,124.25,4.83,0.00,8.90,0.560,22.4,52,0.00,0
4.770,12.50,1.64,-8.59,0.00,14.47,23,9,12.9,14.36,13.92,-3.37,14.28,1.09,14.84,185,1.000,0.00,0.00,5,35.00,13.60,102,2.40,10.93,2656,124.23,5.05,0.00,8.89,0.740,22.0,52,0.00,0
4.851,10.94,0.78,-8.59,0.00,13.90,22,9,12.9,14.36,14.16,-3.37,14.36,1.09,14.87,185,1.000,0.00,0.00,5,38.00,13.67,102,2.42,10.91,2670,124.20,5.06,0.00,8.89,0.960,22.0,52,0.00,0
4.938,8.59,-0.23,-8.59,0.00,13.78,20,9,12.9,14.36,14.16,-3.27,14.45,1.10,14.90,185,1.000,0.00,0.00,5,38.50,13.80,102,2.42,11.00,2695,124.17,4.97,0.00,8.89,1.000,22.0,52,0.00,0
5.015,7.81,-0.94,-8.59,0.00,14.01,19,9,12.9,14.36,14.16,-3.20,14.67,1.10,14.97,185,1.000,0.00,0.00,5,38.00,13.15,102,2.42,11.10,2680,124.13,4.96,0.00,8.89,1.000,22.0,53,0.00,0
5.080,7.03,-1.48,-8.59,0.00,14.13,18,9,12.9,14.36,14.16,-3.15,14.75,1.10,14.99,185,1.000,0.00,0.00,5,38.00,13.21,102,2.44,11.18,2692,124.10,4.87,0.00,8.89,1.000,22.0,53,0.00,0
5.177,6.25,-1.64,-8.59,0.00,14.47,17,9,12.9,14.36,14.00,-2.90,14.77,1.12,15.01,185,1.000,0.00,0.00,5,37.50,13.24,102,2.46,11.27,2699,124.07,4.69,0.00,8.89,1.000,22.7,53,0.00,0
5.253,6.25,-1.41,-8.59,0.00,14.70,17,9,12.9,14.36,13.92,-2.88,14.75,1.13,15.01,185,1.000,0.00,0.00,5,37.50,13.34,102,2.46,11.43,2718,124.03,4.54,0.00,8.89,1.000,22.0,53,0.00,0
5.341,7.03,-0.78,-8.59,0.00,14.81,17,9,12.9,14.36,14.16,-2.86,14.64,1.12,15.09,185,1.000,0.00,0.00,5,37.50,13.39,102,2.46,11.43,2729,124.00,4.51,0.00,8.88,1.000,22.0,53,0.00,0
5.418,7.03,-0.39,-8.59,0.00,14.81,17,9,13.3,14.36,14.16,-2.70,14.59,1.13,15.11,185,1.000,0.00,0.00,5,37.00,13.91,102,2.48,11.47,2716,130.33,4.89,0.00,8.88,1.000,22.7,53,0.00,0
5.497,8.59,-0.16,-8.59,0.00,14.93,17,9,13.3,14.36,13.92,-2.45,14.56,1.15,15.08,185,1.000,0.00,0.00,5,36.50,14.06,102,2.50,11.78,2746,130.30,4.57,0.00,8.88,1.000,22.7,53,0.00,0
5.578,9.38,0.23,-8.59,0.00,15.04,17,9,12.9,14.36,13.92,-2.44,14.52,1.16,15.09,185,1.000,0.00,0.00,5,36.00,13.99,102,2.48,11.87,2732,123.89,4.08,0.00,8.88,1.000,22.0,53,0.00,0
5.657,10.16,0.78,-8.59,0.00,14.81,17,10,12.5,14.36,14.16,-2.53,14.41,1.14,15.16,185,1.000,0.00,0.00,5,36.50,14.01,102,2.48,11.76,2737,117.48,4.13,0.00,8.88,1.000,22.0,53,0.00,0
5.730,10.16,0.94,-8.59,0.00,14.59,17,10,12.9,14.36,14.00,-2.61,14.39,1.13,15.21,185,1.000,0.00,0.00,5,37.00,14.15,102,2.48,11.70,2763,123.82,4.25,0.00,8.87,1.000,21.6,54,0.00,0
5.837,10.16,0.55,-8.59,0.00,14.47,17,10,12.9,14.36,14.08,-2.51,14.42,1.13,15.20,185,1.000,0.00,0.00,5,37.00,14.13,100,2.50,11.70,2760,123.77,4.28,0.00,8.87,1.000,22.0,54,0.00,0
5.918,10.94,0.16,-8.59,0.00,14.59,17,10,12.5,14.36,13.84,-2.39,14.46,1.14,15.19,185,1.000,0.00,0.00,5,37.00,14.25,100,2.50,11.85,2783,117.33,4.10,0.00,8.87,1.000,22.0,54,0.00,0
5.995,10.94,-0.08,-8.59,0.00,14.59,17,10,12.5,14.36,14.16,-2.68,14.52,1.12,15.24,185,1.000,0.00,0.00,5,37.00,14.25,100,2.46,11.74,2783,117.30,3.80,0.00,8.87,1.000,21.2,54,0.00,0
6.078,10.16,-0.16,-8.59,0.00,14.36,17,9,12.5,14.36,14.08,-2.61,14.53,1.11,15.24,185,1.000,0.00,0.00,5,37.00,14.26,100,2.50,11.58,2785,117.27,3.96,0.00,8.87,1.000,21.2,55,0.00,0
6.155,10.16,-0.47,-8.59,0.00,14.36,17,9,12.5,14.36,14.24,-2.32,14.56,1.13,15.22,185,1.000,0.00,0.00,5,36.50,14.86,100,2.52,11.68,2786,110.80,4.26,0.00,8.87,1.000,22.0,55,0.00,0
6.230,10.16,-0.55,-8.59,0.00,14.47,17,9,12.5,14.36,14.00,-2.49,14.60,1.12,15.21,185,1.000,0.00,0.00,5,37.50,14.36,100,2.50,11.81,2806,110.76,3.58,0.00,8.86,1.000,21.2,55,0.00,0
6.337,9.38,-0.55,-8.59,0.00,14.36,17,9,12.2,14.36,14.08,-2.67,14.60,1.10,15.21,185,1.000,0.00,0.00,5,37.00,13.74,100,2.48,11.68,2800,104.31,3.46,0.00,8.86,1.000,20.4,55,0.00,0
6.417,8.59,-0.62,-8.59,0.00,14.36,17,9,12.2,14.36,14.00,-3.10,14.60,1.06,15.21,185,1.000,0.00,0.00,5,38.50,13.78,100,2.44,11.47,2809,104.23,3.00,0.00,8.52,1.000,19.6,55,0.00,0
6.493,7.81,-0.70,-8.59,0.00,14.24,17,9,12.5,14.36,14.24,-3.06,14.62,1.04,15.21,185,1.000,0.00,0.00,5,39.00,13.22,100,2.48,11.18,2818,110.52,3.94,0.00,8.86,1.000,20.8,55,0.00,0
6.591,7.81,-0.78,-8.59,0.00,14.59,16,10,12.5,14.36,13.92,-2.87,14.64,1.07,15.17,185,1.000,0.00,0.00,5,38.00,13.33,100,2.48,11.41,2840,110.41,3.71,0.00,8.86,1.000,20.8,55,0.00,0
6.685,8.59,-0.47,-8.59,0.00,14.93,17,10,12.2,14.36,14.24,-2.86,14.60,1.07,15.16,185,1.000,0.00,0.00,5,38.50,13.97,100,2.46,11.43,2846,103.85,3.65,0.00,8.86,1.000,20.8,55,0.00,0
6.768,9.38,-0.16,-8.59,0.00,14.81,17,10,12.2,14.36,14.16,-3.03,14.55,1.05,15.17,185,1.000,0.00,0.00,5,39.00,13.39,100,2.46,11.29,2853,103.76,3.41,0.00,8.85,1.000,20.0,55,0.00,0
6.858,8.59,0.00,-8.59,0.00,14.47,17,10,12.5,14.36,14.00,-3.14,14.53,1.03,15.17,185,1.000,0.00,0.00,5,39.50,13.43,100,2.46,11.20,2862,110.11,3.49,0.00,8.85,1.000,20.0,56,0.00,0
6.931,8.59,-0.16,-8.59,0.00,14.47,17,10,12.2,14.36,14.08,-3.00,14.54,1.04,15.15,185,1.000,0.00,0.00,5,39.00,13.47,100,2.46,11.18,2870,103.53,3.51,0.00,8.85,1.000,20.0,56,0.00,0
7.012,8.59,-0.31,-8.59,0.00,14.59,17,10,7.1,14.36,14.16,-3.47,14.57,1.01,15.16,185,1.000,0.00,0.00,5,40.00,12.27,100,2.38,11.00,2875,28.51,3.46,0.00,8.85,1.000,16.9,56,0.00,0
7.097,7.03,-0.39,-8.59,0.00,14.01,16,10,0.0,14.36,14.24,-6.22,14.57,0.79,19.30,185,1.000,0.00,0.00,5,45.00,7.95,100,2.02,8.89,2866,22.96,5.57,0.00,8.85,1.000,12.5,56,0.00,0
7.184,3.91,-0.55,-8.59,0.00,13.67,6,3,0.0,14.36,14.24,-6.84,14.58,0.60,18.31,185,1.000,0.00,0.00,5,45.50,7.98,100,1.98,7.85,2879,21.52,6.63,0.00,0.00,1.000,11.8,57,0.00,0
7.257,0.00,-0.62,-8.59,0.00,13.09,0,2,0.0,14.36,14.32,-6.90,14.62,0.52,15.50,185,1.000,0.00,0.00,5,44.00,0.00,100,1.94,7.41,2867,20.19,7.06,0.00,0.00,1.000,11.8,57,0.00,0
7.345,0.00,-0.62,-8.59,0.00,12.63,0,2,0.0,14.36,14.24,-7.03,14.63,0.48,15.34,185,1.000,0.00,0.00,5,42.50,0.00,100,1.94,7.23,2868,18.71,7.23,0.00,0.00,1.000,11.8,57,0.00,0
7.415,0.00,-0.62,-8.59,0.00,13.44,0,3,0.0,14.36,14.24,-7.18,14.63,0.45,15.29,185,1.000,0.00,0.00,5,40.50,0.00,100,1.90,7.19,2859,17.07,7.28,0.00,0.00,1.000,11.4,57,0.00,0
7.496,0.00,-0.62,-8.59,0.00,14.36,0,3,0.0,14.36,14.00,-7.37,14.63,0.43,15.30,185,1.000,0.00,0.00,5,39.00,0.00,100,1.88,7.04,2881,15.73,7.43,0.00,0.00,1.000,11.0,57,0.00,0
7.570,0.00,-0.62,-8.59,0.00,15.85,0,3,0.0,14.36,14.24,-7.61,14.63,0.41,15.12,185,1.000,0.00,0.00,5,37.00,0.00,100,1.88,6.88,2872,14.21,7.66,0.00,0.00,1.000,11.0,57,0.00,0
7.651,0.00,-0.62,-8.59,0.00,18.03,0,3,4.7,14.36,14.16,-7.75,14.63,0.39,14.79,185,1.000,0.00,0.00,5,39.50,6.14,100,1.86,6.54,2879,12.56,7.94,0.00,8.85,1.000,10.6,57,0.00,0
7.731,0.00,-0.62,-8.59,0.00,19.06,4,3,5.5,14.36,14.16,-8.20,14.63,0.38,14.72,185,1.000,0.00,0.00,5,47.00,5.54,100,1.86,6.36,2884,11.01,8.11,0.00,8.85,1.000,10.6,57,0.00,0
7.837,0.00,-0.62,-8.59,0.00,17.80,13,5,5.1,14.36,14.08,-8.82,14.63,0.37,14.69,185,1.000,0.00,0.00,5,49.50,6.79,100,1.84,5.88,2895,9.87,8.59,0.00,8.85,1.000,10.2,57,0.00,0
7.925,0.00,-0.62,-8.59,0.00,16.88,18,7,5.1,14.36,14.08,-9.17,14.63,0.35,12.23,185,1.000,0.00,0.00,5,49.50,6.16,100,1.82,5.18,2887,9.76,9.30,0.00,8.85,1.000,10.2,57,0.00,0
7.990,0.00,-0.62,-8.59,0.00,15.39,18,8,5.1,14.36,14.16,-9.39,14.63,0.35,12.21,185,1.000,0.00,0.00,5,49.50,6.17,100,1.82,4.99,2894,9.87,9.48,0.00,8.85,1.000,10.2,57,0.00,0
8.070,0.00,2.34,-8.59,0.00,14.36,17,9,5.1,14.36,14.24,-9.48,14.63,0.35,12.21,185,1.000,0.00,0.00,5,49.50,5.56,100,1.82,4.87,2893,9.37,9.60,0.00,8.85,1.000,10.2,57,0.00,0
8.169,-1.56,2.34,-8.59,0.00,14.01,17,9,5.1,14.36,14.16,-9.50,14.20,0.35,14.63,185,1.000,0.00,0.00,5,49.50,5.55,100,1.82,4.78,2890,9.88,9.69,0.00,8.85,1.000,10.2,57,0.00,0
8.264,0.78,2.34,-8.59,0.00,14.59,17,10,5.1,14.36,14.16,-9.50,14.20,0.35,14.62,185,1.000,0.00,0.00,5,49.50,5.51,100,1.82,4.80,2871,9.87,9.67,0.00,8.85,1.000,10.2,57,0.00,0
8.331,3.91,2.34,-8.59,0.00,15.27,16,10,5.1,14.36,14.16,-9.52,14.20,0.35,14.61,185,1.000,0.00,0.00,5,49.50,5.52,100,1.82,4.76,2876,9.87,9.72,0.00,8.85,1.000,10.2,57,0.00,0
8.426,7.81,2.34,-8.59,0.00,15.62,16,10,5.1,14.36,14.24,-9.53,14.20,0.35,14.60,185,1.000,0.00,0.00,5,49.00,6.15,100,1.84,4.76,2881,9.36,9.72,0.00,8.85,0.960,10.2,57,0.00,0
